Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.626E+01, 3.262E+03, 8.498E+02, 1.240E+03, 5.835E+02, 3.166E+02, 1.687E+02, 0.000E+00, 1.424E+03, 8.531E+01, 5.173E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 7.947E+03
