s,C
 8.5201674E+000, 2.1336858E+001
 8.5811886E+000, 2.1412098E+001
 8.6434680E+000, 2.1491410E+001
 8.7014401E+000, 2.1572175E+001
 8.7620248E+000, 2.1653196E+001
 8.8226096E+000, 2.1735100E+001
 8.8831943E+000, 2.1816070E+001
 8.9437791E+000, 2.1896476E+001
 9.0043638E+000, 2.1974497E+001
 9.0649485E+000, 2.2048708E+001
 9.1255333E+000, 2.2120410E+001
 9.1824715E+000, 2.2189265E+001
 9.2440647E+000, 2.2257664E+001
 9.3040226E+000, 2.2326316E+001
 9.3645802E+000, 2.2393487E+001
 9.4239385E+000, 2.2459864E+001
 9.4859351E+000, 2.2524644E+001
 9.5439744E+000, 2.2586713E+001
 9.6040145E+000, 2.2647755E+001
 9.6660556E+000, 2.2713743E+001
 9.7243742E+000, 2.2780861E+001
 9.7857948E+000, 2.2847329E+001
 9.8414005E+000, 2.2912035E+001
 9.9039110E+000, 2.2979844E+001
 9.9630607E+000, 2.3050884E+001
 1.0024359E+001, 2.3120630E+001
 1.0083034E+001, 2.3192049E+001
 1.0141710E+001, 2.3266062E+001
 1.0200385E+001, 2.3343538E+001
 1.0265580E+001, 2.3425877E+001
 1.0320996E+001, 2.3500985E+001
 1.0381359E+001, 2.3565791E+001
 1.0440372E+001, 2.3626736E+001
 1.0501229E+001, 2.3685370E+001
 1.0562086E+001, 2.3745969E+001
 1.0622943E+001, 2.3811150E+001
 1.0683800E+001, 2.3877531E+001
 1.0744657E+001, 2.3942021E+001
 1.0805514E+001, 2.4008565E+001
 1.0861908E+001, 2.4076527E+001
 1.0924015E+001, 2.4145710E+001
 1.0980476E+001, 2.4216376E+001
 1.1042583E+001, 2.4291516E+001
 1.1104690E+001, 2.4373475E+001
 1.1161150E+001, 2.4450659E+001
 1.1220434E+001, 2.4520510E+001
 1.1280678E+001, 2.4588299E+001
 1.1342163E+001, 2.4656004E+001
 1.1403649E+001, 2.4726106E+001
 1.1465135E+001, 2.4797906E+001
 1.1526621E+001, 2.4872155E+001
 1.1581275E+001, 2.4943243E+001
 1.1645837E+001, 2.5014611E+001
 1.1704264E+001, 2.5085456E+001
 1.1762692E+001, 2.5152884E+001
 1.1824526E+001, 2.5224095E+001
 1.1881731E+001, 2.5295277E+001
 1.1944656E+001, 2.5366160E+001
 1.2003807E+001, 2.5436121E+001
 1.2066103E+001, 2.5502888E+001
 1.2121478E+001, 2.5567015E+001
 1.2184619E+001, 2.5635405E+001
 1.2240078E+001, 2.5710179E+001
 1.2301699E+001, 2.5785435E+001
 1.2363320E+001, 2.5861469E+001
 1.2424942E+001, 2.5932610E+001
 1.2480401E+001, 2.5997299E+001
 1.2543255E+001, 2.6061567E+001
 1.2604260E+001, 2.6129808E+001
 1.2662575E+001, 2.6197103E+001
 1.2721393E+001, 2.6264631E+001
 1.2780211E+001, 2.6332485E+001
 1.2844910E+001, 2.6401867E+001
 1.2900787E+001, 2.6467194E+001
 1.2964840E+001, 2.6529138E+001
 1.3020931E+001, 2.6589451E+001
 1.3083659E+001, 2.6650303E+001
 1.3140114E+001, 2.6714799E+001
 1.3202268E+001, 2.6778910E+001
 1.3263312E+001, 2.6845586E+001
 1.3323135E+001, 2.6916458E+001
 1.3384080E+001, 2.6994472E+001
 1.3442287E+001, 2.7074380E+001
 1.3505662E+001, 2.7153744E+001
 1.3561676E+001, 2.7227882E+001
 1.3626146E+001, 2.7301173E+001
 1.3684168E+001, 2.7375717E+001
 1.3742191E+001, 2.7444162E+001
 1.3800214E+001, 2.7512003E+001
 1.3864683E+001, 2.7589278E+001
 1.3922706E+001, 2.7672230E+001
 1.3980729E+001, 2.7751500E+001
 1.4045198E+001, 2.7834378E+001
 1.4102930E+001, 2.7916680E+001
 1.4160662E+001, 2.7998170E+001
 1.4225322E+001, 2.8093239E+001
 1.4282476E+001, 2.8194555E+001
 1.4345981E+001, 2.8295311E+001
 1.4403136E+001, 2.8392193E+001
 1.4460290E+001, 2.8480025E+001
 1.4523795E+001, 2.8569443E+001
 1.4584760E+001, 2.8659938E+001
 1.4640645E+001, 2.8744170E+001
 1.4704040E+001, 2.8828143E+001
 1.4764791E+001, 2.8912542E+001
 1.4823137E+001, 2.8988015E+001
 1.4880422E+001, 2.9058777E+001
 1.4944603E+001, 2.9131660E+001
 1.5001199E+001, 2.9203740E+001
 1.5065379E+001, 2.9274694E+001
 1.5123142E+001, 2.9344921E+001
 1.5180905E+001, 2.9411148E+001
 1.5242518E+001, 2.9483365E+001
 1.5306057E+001, 2.9565771E+001
 1.5362385E+001, 2.9647732E+001
 1.5424775E+001, 2.9729683E+001
 1.5483835E+001, 2.9811921E+001
 1.5542077E+001, 2.9889171E+001
 1.5600318E+001, 2.9966115E+001
 1.5660307E+001, 3.0044231E+001
 1.5724373E+001, 3.0125789E+001
 1.5782032E+001, 3.0204334E+001
 1.5844176E+001, 3.0280817E+001
 1.5900554E+001, 3.0355762E+001
 1.5962569E+001, 3.0430610E+001
 1.6022999E+001, 3.0505487E+001
 1.6085627E+001, 3.0577056E+001
 1.6144065E+001, 3.0645923E+001
 1.6204299E+001, 3.0716963E+001
 1.6264533E+001, 3.0793829E+001
 1.6320134E+001, 3.0869629E+001
 1.6381294E+001, 3.0944886E+001
 1.6446125E+001, 3.1021407E+001
 1.6501628E+001, 3.1091647E+001
 1.6563298E+001, 3.1162242E+001
 1.6624969E+001, 3.1243039E+001
 1.6680472E+001, 3.1322528E+001
 1.6742142E+001, 3.1401868E+001
 1.6803813E+001, 3.1484916E+001
 1.6865483E+001, 3.1566122E+001
 1.6920986E+001, 3.1638235E+001
 1.6982657E+001, 3.1707395E+001
 1.7041856E+001, 3.1778158E+001
 1.7102897E+001, 3.1848071E+001
 1.7160055E+001, 3.1915755E+001
 1.7221096E+001, 3.1981609E+001
 1.7282138E+001, 3.2047866E+001
 1.7343179E+001, 3.2113479E+001
 1.7404221E+001, 3.2178106E+001
 1.7465263E+001, 3.2239830E+001
 1.7520200E+001, 3.2301663E+001
 1.7584294E+001, 3.2374132E+001
 1.7645396E+001, 3.2453351E+001
 1.7703696E+001, 3.2530426E+001
 1.7764015E+001, 3.2606177E+001
 1.7820537E+001, 3.2678700E+001
 1.7880822E+001, 3.2749474E+001
 1.7941106E+001, 3.2824259E+001
 1.8003399E+001, 3.2903033E+001
 1.8060870E+001, 3.2980471E+001
 1.8121657E+001, 3.3056423E+001
 1.8182444E+001, 3.3132929E+001
 1.8240191E+001, 3.3204806E+001
 1.8300370E+001, 3.3273095E+001
 1.8365229E+001, 3.3343339E+001
 1.8421027E+001, 3.3410822E+001
 1.8481915E+001, 3.3475477E+001
 1.8545242E+001, 3.3544093E+001
 1.8600672E+001, 3.3608614E+001
 1.8662261E+001, 3.3672240E+001
 1.8722618E+001, 3.3739926E+001
 1.8784946E+001, 3.3808495E+001
 1.8844564E+001, 3.3876795E+001
 1.8905606E+001, 3.3943286E+001
 1.8965893E+001, 3.4009796E+001
 1.9026181E+001, 3.4074558E+001
 1.9086469E+001, 3.4135297E+001
 1.9145392E+001, 3.4189942E+001
 1.9205555E+001, 3.4239427E+001
 1.9265718E+001, 3.4287529E+001
 1.9325881E+001, 3.4336385E+001
 1.9380028E+001, 3.4385697E+001
 1.9444403E+001, 3.4440686E+001
 1.9503965E+001, 3.4501239E+001
 1.9563526E+001, 3.4561592E+001
 1.9624381E+001, 3.4622524E+001
 1.9683904E+001, 3.4682115E+001
 1.9745213E+001, 3.4739978E+001
 1.9804141E+001, 3.4795574E+001
 1.9865689E+001, 3.4849013E+001
 1.9920749E+001, 3.4903251E+001
 1.9984244E+001, 3.4972331E+001
 2.0041639E+001, 3.5051516E+001
 2.0105731E+001, 3.5132313E+001
 2.0161881E+001, 3.5212922E+001
 2.0220590E+001, 3.5292659E+001
 2.0280983E+001, 3.5378510E+001
 2.0345443E+001, 3.5467843E+001
 2.0404043E+001, 3.5557227E+001
 2.0464035E+001, 3.5642148E+001
 2.0521474E+001, 3.5725964E+001
 2.0583090E+001, 3.5811518E+001
 2.0643401E+001, 3.5899021E+001
 2.0702793E+001, 3.5983148E+001
 2.0763260E+001, 3.6062721E+001
 2.0824311E+001, 3.6137807E+001
 2.0882395E+001, 3.6210245E+001
 2.0945396E+001, 3.6281026E+001
 2.1002670E+001, 3.6343125E+001
 2.1063953E+001, 3.6400929E+001
 2.1120654E+001, 3.6466095E+001
 2.1184916E+001, 3.6543812E+001
 2.1240357E+001, 3.6621449E+001
 2.1302728E+001, 3.6692361E+001
 2.1365099E+001, 3.6762332E+001
 2.1422620E+001, 3.6825951E+001
 2.1483605E+001, 3.6885527E+001
 2.1546628E+001, 3.6944695E+001
 2.1600166E+001, 3.6998420E+001
 2.1660396E+001, 3.7048940E+001
 2.1724141E+001, 3.7102050E+001
 2.1783121E+001, 3.7153845E+001
 2.1843858E+001, 3.7204697E+001
 2.1900132E+001, 3.7254905E+001
 2.1964823E+001, 3.7307057E+001
 2.2020033E+001, 3.7356328E+001
 2.2081377E+001, 3.7401593E+001
 2.2142722E+001, 3.7448205E+001
 2.2204066E+001, 3.7495143E+001
 2.2265411E+001, 3.7544794E+001
 2.2320621E+001, 3.7593629E+001
 2.2381965E+001, 3.7641848E+001
 2.2442083E+001, 3.7692833E+001
 2.2502814E+001, 3.7753479E+001
 2.2562184E+001, 3.7824101E+001
 2.2626498E+001, 3.7900576E+001
 2.2686564E+001, 3.7977723E+001
 2.2746631E+001, 3.8050527E+001
 2.2800024E+001, 3.8119837E+001
 2.2860090E+001, 3.8191590E+001
 2.2923438E+001, 3.8270118E+001
 2.2984864E+001, 3.8346533E+001
 2.3044594E+001, 3.8415682E+001
 2.3103141E+001, 3.8479325E+001
 2.3164290E+001, 3.8541440E+001
 2.3221536E+001, 3.8603338E+001
 2.3285938E+001, 3.8669036E+001
 2.3343184E+001, 3.8735163E+001
 2.3406140E+001, 3.8796769E+001
 2.3461600E+001, 3.8850037E+001
 2.3523440E+001, 3.8898467E+001
 2.3585280E+001, 3.8949631E+001
 2.3641499E+001, 3.8998538E+001
 2.3701090E+001, 3.9045582E+001
 2.3763549E+001, 3.9093987E+001
 2.3822265E+001, 3.9144893E+001
 2.3881934E+001, 3.9198407E+001
 2.3940410E+001, 3.9252267E+001
 2.4006047E+001, 3.9305494E+001
 2.4065120E+001, 3.9356723E+001
 2.4124192E+001, 3.9406698E+001
 2.4185891E+001, 3.9467874E+001
 2.4243651E+001, 3.9540953E+001
 2.4306165E+001, 3.9618821E+001
 2.4363746E+001, 3.9696405E+001
 2.4420648E+001, 3.9768136E+001
 2.4483551E+001, 3.9835073E+001
 2.4540736E+001, 3.9896514E+001
 2.4603639E+001, 3.9956718E+001
 2.4661395E+001, 4.0018470E+001
 2.4724298E+001, 4.0083543E+001
 2.4780911E+001, 4.0149506E+001
 2.4843008E+001, 4.0215032E+001
 2.4905105E+001, 4.0286393E+001
 2.4961557E+001, 4.0356137E+001
 2.5023090E+001, 4.0424974E+001
 2.5082703E+001, 4.0493462E+001
 2.5143170E+001, 4.0557317E+001
 2.5206032E+001, 4.0617396E+001
 2.5264936E+001, 4.0672170E+001
 2.5321280E+001, 4.0721830E+001
 2.5382405E+001, 4.0771257E+001
 2.5445298E+001, 4.0821020E+001
 2.5502144E+001, 4.0867169E+001
 2.5564863E+001, 4.0914453E+001
 2.5620207E+001, 4.0965377E+001
 2.5684103E+001, 4.1019089E+001
 2.5741661E+001, 4.1074091E+001
 2.5802538E+001, 4.1128642E+001
 2.5865062E+001, 4.1185857E+001
 2.5923815E+001, 4.1240531E+001
 2.5981008E+001, 4.1290665E+001
 2.6040489E+001, 4.1338453E+001
 2.6103401E+001, 4.1385550E+001
 2.6160022E+001, 4.1428646E+001
 2.6222935E+001, 4.1469861E+001
 2.6285847E+001, 4.1512980E+001
 2.6342469E+001, 4.1554660E+001
 2.6405381E+001, 4.1596438E+001
 2.6462002E+001, 4.1636663E+001
 2.6524915E+001, 4.1672052E+001
 2.6582794E+001, 4.1702969E+001
 2.6645077E+001, 4.1732564E+001
 2.6700440E+001, 4.1763016E+001
 2.6762724E+001, 4.1795026E+001
 2.6825007E+001, 4.1829368E+001
 2.6880370E+001, 4.1862494E+001
 2.6945804E+001, 4.1903895E+001
 2.7003791E+001, 4.1960291E+001
 2.7062897E+001, 4.2019432E+001
 2.7121264E+001, 4.2078085E+001
 2.7181673E+001, 4.2134632E+001
 2.7242274E+001, 4.2190958E+001
 2.7305162E+001, 4.2249231E+001
 2.7362011E+001, 4.2307122E+001
 2.7424504E+001, 4.2365644E+001
 2.7484864E+001, 4.2425698E+001
 2.7542653E+001, 4.2482290E+001
 2.7603515E+001, 4.2538527E+001
 2.7664378E+001, 4.2594347E+001
 2.7725241E+001, 4.2643520E+001
 2.7783398E+001, 4.2683370E+001
 2.7840238E+001, 4.2718551E+001
 2.7905726E+001, 4.2761110E+001
 2.7961672E+001, 4.2812642E+001
 2.8025479E+001, 4.2868734E+001
 2.8084508E+001, 4.2928678E+001
 2.8144430E+001, 4.2987923E+001
 2.8204126E+001, 4.3046882E+001
 2.8265687E+001, 4.3105910E+001
 2.8324885E+001, 4.3164012E+001
 2.8385408E+001, 4.3219413E+001
 2.8442216E+001, 4.3269029E+001
 2.8503803E+001, 4.3315185E+001
 2.8565125E+001, 4.3363024E+001
 2.8626798E+001, 4.3412789E+001
 2.8683331E+001, 4.3462422E+001
 2.8744799E+001, 4.3513677E+001
 2.8804810E+001, 4.3566308E+001
 2.8864820E+001, 4.3616054E+001
 2.8924831E+001, 4.3661945E+001
 2.8980641E+001, 4.3702577E+001
 2.9040052E+001, 4.3740513E+001
 2.9106063E+001, 4.3781665E+001
 2.9165474E+001, 4.3826697E+001
 2.9224884E+001, 4.3873392E+001
 2.9284295E+001, 4.3921023E+001
 2.9342946E+001, 4.3966572E+001
 2.9401366E+001, 4.4008013E+001
 2.9460955E+001, 4.4047449E+001
 2.9525217E+001, 4.4088763E+001
 2.9581125E+001, 4.4132959E+001
 2.9643963E+001, 4.4182932E+001
 2.9700558E+001, 4.4235261E+001
 2.9763440E+001, 4.4284893E+001
 2.9820034E+001, 4.4329338E+001
 2.9882917E+001, 4.4373388E+001
 2.9945171E+001, 4.4423163E+001
 3.0000507E+001, 4.4470315E+001
 3.0062761E+001, 4.4514662E+001
 3.0125011E+001, 4.4557604E+001
 3.0186017E+001, 4.4598733E+001
 3.0242586E+001, 4.4636809E+001
 3.0305671E+001, 4.4675009E+001
 3.0360940E+001, 4.4714485E+001
 3.0422350E+001, 4.4756042E+001
 3.0483760E+001, 4.4800221E+001
 3.0545170E+001, 4.4843413E+001
 3.0600439E+001, 4.4884373E+001
 3.0661849E+001, 4.4928519E+001
 3.0723259E+001, 4.4980398E+001
 3.0784669E+001, 4.5033847E+001
 3.0841166E+001, 4.5082065E+001
 3.0901962E+001, 4.5125814E+001
 3.0962758E+001, 4.5173045E+001
 3.1023554E+001, 4.5227551E+001
 3.1084350E+001, 4.5283385E+001
 3.1144424E+001, 4.5334631E+001
 3.1204750E+001, 4.5380140E+001
 3.1261456E+001, 4.5421531E+001
 3.1324496E+001, 4.5462574E+001
 3.1382892E+001, 4.5505210E+001
 3.1441867E+001, 4.5552643E+001
 3.1501473E+001, 4.5606303E+001
 3.1564147E+001, 4.5662840E+001
 3.1623404E+001, 4.5718525E+001
 3.1681750E+001, 4.5771592E+001
 3.1740096E+001, 4.5826385E+001
 3.1804276E+001, 4.5885214E+001
 3.1866122E+001, 4.5944435E+001
 3.1925809E+001, 4.5999379E+001
 3.1981578E+001, 4.6050362E+001
 3.2045081E+001, 4.6102666E+001
 3.2102234E+001, 4.6156050E+001
 3.2165737E+001, 4.6207080E+001
 3.2222890E+001, 4.6254041E+001
 3.2280042E+001, 4.6296701E+001
 3.2342738E+001, 4.6342721E+001
 3.2400388E+001, 4.6390842E+001
 3.2464412E+001, 4.6439290E+001
 3.2524778E+001, 4.6486591E+001
 3.2585144E+001, 4.6530058E+001
 3.2645510E+001, 4.6570622E+001
 3.2705876E+001, 4.6607729E+001
 3.2762742E+001, 4.6641426E+001
 3.2824172E+001, 4.6675944E+001
 3.2883069E+001, 4.6714539E+001
 3.2941712E+001, 4.6753709E+001
 3.3003148E+001, 4.6791482E+001
 3.3061512E+001, 4.6824746E+001
 3.3122333E+001, 4.6855311E+001
 3.3183154E+001, 4.6889027E+001
 3.3240600E+001, 4.6929678E+001
 3.3305654E+001, 4.6978304E+001
 3.3361245E+001, 4.7028588E+001
 3.3426299E+001, 4.7079584E+001
 3.3483547E+001, 4.7131624E+001
 3.3540173E+001, 4.7178511E+001
 3.3600622E+001, 4.7225014E+001
 3.3663093E+001, 4.7271869E+001
 3.3723551E+001, 4.7318267E+001
 3.3783505E+001, 4.7363759E+001
 3.3841141E+001, 4.7408291E+001
 3.3902102E+001, 4.7453486E+001
 3.3963673E+001, 4.7502491E+001
 3.4024025E+001, 4.7559262E+001
 3.4084376E+001, 4.7623806E+001
 3.4144728E+001, 4.7692127E+001
 3.4204379E+001, 4.7759770E+001
 3.4264432E+001, 4.7825434E+001
 3.4324484E+001, 4.7889183E+001
 3.4381533E+001, 4.7948975E+001
 3.4445609E+001, 4.8009224E+001
 3.4505115E+001, 4.8068353E+001
 3.4565445E+001, 4.8121835E+001
 3.4620748E+001, 4.8167320E+001
 3.4682964E+001, 4.8208128E+001
 3.4745179E+001, 4.8251056E+001
 3.4800482E+001, 4.8295769E+001
 3.4865463E+001, 4.8344509E+001
 3.4925172E+001, 4.8394950E+001
 3.4980231E+001, 4.8439346E+001
 3.5044341E+001, 4.8483679E+001
 3.5102624E+001, 4.8530033E+001
 3.5160840E+001, 4.8579647E+001
 3.5221609E+001, 4.8634686E+001
 3.5283270E+001, 4.8691757E+001
 3.5345391E+001, 4.8749012E+001
 3.5405440E+001, 4.8804053E+001
 3.5464414E+001, 4.8856411E+001
 3.5523387E+001, 4.8906521E+001
 3.5581771E+001, 4.8954943E+001
 3.5640154E+001, 4.9001606E+001
 3.5705025E+001, 4.9050170E+001
 3.5764706E+001, 4.9098901E+001
 3.5821792E+001, 4.9144453E+001
 3.5886014E+001, 4.9191200E+001
 3.5943100E+001, 4.9235805E+001
 3.6006219E+001, 4.9275694E+001
 3.6063026E+001, 4.9314473E+001
 3.6126145E+001, 4.9355835E+001
 3.6182952E+001, 4.9400842E+001
 3.6246071E+001, 4.9446165E+001
 3.6302877E+001, 4.9488549E+001
 3.6365365E+001, 4.9528875E+001
 3.6420910E+001, 4.9570662E+001
 3.6483965E+001, 4.9617909E+001
 3.6542770E+001, 4.9668913E+001
 3.6604516E+001, 4.9719370E+001
 3.6662733E+001, 4.9767689E+001
 3.6725795E+001, 4.9811724E+001
 3.6781040E+001, 4.9852377E+001
 3.6842422E+001, 4.9898714E+001
 3.6904875E+001, 4.9954003E+001
 3.6963594E+001, 5.0007973E+001
 3.7020551E+001, 5.0057511E+001
 3.7085141E+001, 5.0107607E+001
 3.7145314E+001, 5.0158037E+001
 3.7206015E+001, 5.0205564E+001
 3.7260155E+001, 5.0249114E+001
 3.7320310E+001, 5.0290001E+001
 3.7380465E+001, 5.0331281E+001
 3.7441823E+001, 5.0371575E+001
 3.7501376E+001, 5.0410844E+001
 3.7560930E+001, 5.0450406E+001
 3.7620704E+001, 5.0493200E+001
 3.7681485E+001, 5.0538417E+001
 3.7745181E+001, 5.0585077E+001
 3.7805160E+001, 5.0629387E+001
 3.7863548E+001, 5.0668545E+001
 3.7925438E+001, 5.0705012E+001
 3.7981957E+001, 5.0738796E+001
 3.8045384E+001, 5.0771557E+001
 3.8106273E+001, 5.0805572E+001
 3.8162088E+001, 5.0837159E+001
 3.8224880E+001, 5.0868179E+001
 3.8280654E+001, 5.0897797E+001
 3.8341818E+001, 5.0926962E+001
 3.8402601E+001, 5.0959803E+001
 3.8462673E+001, 5.0999282E+001
 3.8522744E+001, 5.1046624E+001
 3.8581724E+001, 5.1098067E+001
 3.8641795E+001, 5.1150932E+001
 3.8706853E+001, 5.1207078E+001
 3.8761242E+001, 5.1257887E+001
 3.8823865E+001, 5.1300103E+001
 3.8886489E+001, 5.1339450E+001
 3.8942154E+001, 5.1378093E+001
 3.9004778E+001, 5.1423619E+001
 3.9060443E+001, 5.1472292E+001
 3.9123067E+001, 5.1521097E+001
 3.9185690E+001, 5.1571584E+001
 3.9241867E+001, 5.1616136E+001
 3.9304285E+001, 5.1654865E+001
 3.9360461E+001, 5.1690550E+001
 3.9421007E+001, 5.1728723E+001
 3.9482801E+001, 5.1774238E+001
 3.9540796E+001, 5.1820048E+001
 3.9601859E+001, 5.1864329E+001
 3.9660328E+001, 5.1906500E+001
 3.9721987E+001, 5.1947645E+001
 3.9780456E+001, 5.1987987E+001
 3.9840095E+001, 5.2026406E+001
 3.9904411E+001, 5.2064895E+001
 3.9964225E+001, 5.2103476E+001
 4.0020824E+001, 5.2143853E+001
 4.0084497E+001, 5.2188741E+001
 4.0141095E+001, 5.2233384E+001
 4.0204398E+001, 5.2274498E+001
 4.0266249E+001, 5.2313936E+001
 4.0321228E+001, 5.2348984E+001
 4.0383079E+001, 5.2383806E+001
 4.0444930E+001, 5.2420726E+001
 4.0506781E+001, 5.2461744E+001
 4.0563343E+001, 5.2514248E+001
 4.0624510E+001, 5.2574214E+001
 4.0685678E+001, 5.2636481E+001
 4.0744474E+001, 5.2693033E+001
 4.0804529E+001, 5.2746026E+001
 4.0862477E+001, 5.2796366E+001
 4.0926220E+001, 5.2846230E+001
 4.0984239E+001, 5.2894724E+001
 4.1045904E+001, 5.2942320E+001
 4.1102636E+001, 5.2989636E+001
 4.1163685E+001, 5.3035929E+001
 4.1224733E+001, 5.3082405E+001
 4.1285782E+001, 5.3126931E+001
 4.1340047E+001, 5.3166588E+001
 4.1404891E+001, 5.3204932E+001
 4.1463706E+001, 5.3243896E+001
 4.1520992E+001, 5.3279446E+001
 4.1581325E+001, 5.3315075E+001
 4.1641659E+001, 5.3350963E+001
 4.1701992E+001, 5.3385990E+001
 4.1762325E+001, 5.3419794E+001
 4.1824141E+001, 5.3452407E+001
 4.1880337E+001, 5.3482057E+001
