s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 1.4764791E+001, 1.0055301E+002,-3.4708368E+001,-5.3946318E+001,-1.3233955E+001, 2.9009136E-001, 0.0000000E+000, 0.0000000E+000,-1.7431026E+000,-1.0455428E+000, 1.9135331E-003, 1.9135331E-003
 1.4823137E+001, 1.1247146E+002,-3.8724571E+001,-5.2683761E+001,-1.3339175E+001, 2.8157984E-001, 0.0000000E+000, 0.0000000E+000, 7.2528126E+000, 8.0055361E+000, 1.9135331E-003, 1.9135331E-003
 1.4880423E+001, 1.1247489E+002,-3.9094631E+001,-5.1654623E+001,-1.3352730E+001, 2.8449934E-001, 0.0000000E+000, 0.0000000E+000, 9.5778342E+000, 8.6574009E+000, 1.9135331E-003, 1.9135331E-003
 1.4944603E+001, 9.0755797E+001,-2.9957808E+001,-5.0659626E+001,-1.3371436E+001, 2.9403194E-001, 0.0000000E+000, 0.0000000E+000,-1.9735846E+000,-2.9390412E+000, 1.9135331E-003, 1.9135331E-003
 1.5001199E+001, 8.3915155E+001,-2.7614766E+001,-4.9990047E+001,-1.3450817E+001, 2.9975426E-001, 0.0000000E+000, 0.0000000E+000,-6.9757150E+000,-6.8407206E+000, 1.9135331E-003, 1.9135331E-003
 1.5065379E+001, 8.7632925E+001,-2.9138074E+001,-5.0229284E+001,-1.3537392E+001, 3.0502121E-001, 0.0000000E+000, 0.0000000E+000,-5.4710884E+000,-4.9668040E+000, 1.9135331E-003, 1.9135331E-003
 1.5123142E+001, 1.0442674E+002,-3.5312232E+001,-5.1200605E+001,-1.3672718E+001, 2.9852153E-001, 0.0000000E+000, 0.0000000E+000, 3.1569018E+000, 4.5397092E+000, 1.9135331E-003, 1.9135331E-003
 1.5180904E+001, 1.2244410E+002,-4.2528239E+001,-5.2195223E+001,-1.3779286E+001, 2.8762157E-001, 0.0000000E+000, 0.0000000E+000, 1.3613641E+001, 1.4228969E+001, 1.9135331E-003, 1.9135331E-003
 1.5242518E+001, 1.1029840E+002,-3.8569680E+001,-5.2478356E+001,-1.3830795E+001, 2.8620025E-001, 0.0000000E+000, 0.0000000E+000, 7.9513162E+000, 5.7057679E+000, 1.9135331E-003, 1.9135331E-003
 1.5306057E+001, 8.3924978E+001,-2.8148685E+001,-5.2393275E+001,-1.3726739E+001, 2.9047254E-001, 0.0000000E+000, 0.0000000E+000,-9.1551235E+000,-1.0053248E+001, 1.9135331E-003, 1.9135331E-003
 1.5362385E+001, 8.3956029E+001,-2.7866298E+001,-5.2078197E+001,-1.3545616E+001, 2.9590404E-001, 0.0000000E+000, 0.0000000E+000,-9.7202755E+000,-9.2381777E+000, 1.9135331E-003, 1.9135331E-003
 1.5424775E+001, 9.3677026E+001,-3.1854885E+001,-5.1915329E+001,-1.3346634E+001, 3.0027077E-001, 0.0000000E+000, 0.0000000E+000,-3.7053261E+000,-3.1395510E+000, 1.9135331E-003, 1.9135331E-003
 1.5483835E+001, 9.9345497E+001,-3.4565103E+001,-5.1988682E+001,-1.3214771E+001, 3.0211616E-001, 0.0000000E+000, 0.0000000E+000, 5.2455952E-002,-1.2094250E-001, 1.9135331E-003, 1.9135331E-003
 1.5542076E+001, 1.0001864E+002,-3.3497518E+001,-5.2058165E+001,-1.3081441E+001, 3.0175466E-001, 0.0000000E+000, 0.0000000E+000, 1.2346106E+000, 1.6832738E+000, 1.9135331E-003, 1.9135331E-003
 1.5600318E+001, 1.0892101E+002,-3.6796547E+001,-5.2407808E+001,-1.2990040E+001, 2.9862121E-001, 0.0000000E+000, 0.0000000E+000, 6.5530760E+000, 7.0252391E+000, 1.9135331E-003, 1.9135331E-003
 1.5660307E+001, 1.1947950E+002,-4.0182322E+001,-5.3146979E+001,-1.3031411E+001, 2.9524842E-001, 0.0000000E+000, 0.0000000E+000, 1.2582731E+001, 1.3414035E+001, 1.9135331E-003, 1.9135331E-003
 1.5724373E+001, 1.1828030E+002,-4.0312319E+001,-5.3528704E+001,-1.3110213E+001, 2.8880400E-001, 0.0000000E+000, 0.0000000E+000, 1.2777085E+001, 1.1617864E+001, 1.9135331E-003, 1.9135331E-003
 1.5782032E+001, 9.6714896E+001,-3.2048792E+001,-5.3536651E+001,-1.3094168E+001, 2.8841038E-001, 0.0000000E+000, 0.0000000E+000,-2.2148062E-001,-1.6763040E+000, 1.9135331E-003, 1.9135331E-003
 1.5844176E+001, 7.8651569E+001,-2.6194693E+001,-5.3515219E+001,-1.3037373E+001, 2.8969506E-001, 0.0000000E+000, 0.0000000E+000,-1.2753370E+001,-1.3806022E+001, 1.9135331E-003, 1.9135331E-003
 1.5900554E+001, 7.1436070E+001,-2.4202548E+001,-5.3774928E+001,-1.2942033E+001, 2.9609093E-001, 0.0000000E+000, 0.0000000E+000,-1.8952902E+001,-1.9187348E+001, 1.9135331E-003, 1.9135331E-003
 1.5962569E+001, 7.4135170E+001,-2.5537624E+001,-5.4387517E+001,-1.2910809E+001, 2.9908823E-001, 0.0000000E+000, 0.0000000E+000,-1.8836134E+001,-1.8401691E+001, 1.9135331E-003, 1.9135331E-003
 1.6022999E+001, 8.7770264E+001,-3.0350319E+001,-5.5153240E+001,-1.3021076E+001, 2.9968900E-001, 0.0000000E+000, 0.0000000E+000,-1.1437479E+001,-1.0454681E+001, 1.9135331E-003, 1.9135331E-003
 1.6085627E+001, 1.0473370E+002,-3.6095182E+001,-5.5792293E+001,-1.3139728E+001, 2.9728383E-001, 0.0000000E+000, 0.0000000E+000,-1.5223903E+000, 3.7797564E-003, 1.9135331E-003, 1.9135331E-003
 1.6144064E+001, 1.2279583E+002,-4.2362834E+001,-5.5899452E+001,-1.3210345E+001, 2.9219221E-001, 0.0000000E+000, 0.0000000E+000, 1.0917779E+001, 1.1615388E+001, 1.9135331E-003, 1.9135331E-003
 1.6204298E+001, 1.2919494E+002,-4.3238402E+001,-5.5572020E+001,-1.3252219E+001, 2.8523242E-001, 0.0000000E+000, 0.0000000E+000, 1.7641816E+001, 1.7417532E+001, 1.9135331E-003, 1.9135331E-003
 1.6264532E+001, 1.0758961E+002,-3.5225745E+001,-5.4888243E+001,-1.3171190E+001, 2.8219487E-001, 0.0000000E+000, 0.0000000E+000, 5.8491935E+000, 4.5866224E+000, 1.9135331E-003, 1.9135331E-003
 1.6320133E+001, 9.3739526E+001,-3.1215811E+001,-5.4325217E+001,-1.3004559E+001, 2.8882358E-001, 0.0000000E+000, 0.0000000E+000,-4.1330617E+000,-4.5172372E+000, 1.9135331E-003, 1.9135331E-003
 1.6381294E+001, 9.1994312E+001,-3.1163446E+001,-5.3856990E+001,-1.2880523E+001, 2.9557397E-001, 0.0000000E+000, 0.0000000E+000,-5.8539070E+000,-5.6110724E+000, 1.9135331E-003, 1.9135331E-003
 1.6446125E+001, 9.8232674E+001,-3.3611777E+001,-5.3480560E+001,-1.2812027E+001, 2.9782357E-001, 0.0000000E+000, 0.0000000E+000,-1.6131729E+000,-1.3738671E+000, 1.9135331E-003, 1.9135331E-003
 1.6501627E+001, 1.0157238E+002,-3.4311243E+001,-5.3129400E+001,-1.2772985E+001, 2.9820106E-001, 0.0000000E+000, 0.0000000E+000, 1.6362002E+000, 1.6569572E+000, 1.9135331E-003, 1.9135331E-003
 1.6563297E+001, 1.0116050E+002,-3.4758398E+001,-5.2499428E+001,-1.2735481E+001, 2.9712528E-001, 0.0000000E+000, 0.0000000E+000, 1.4622700E+000, 1.4643217E+000, 1.9135331E-003, 1.9135331E-003
 1.6624969E+001, 1.0371807E+002,-3.5161014E+001,-5.2038367E+001,-1.2805700E+001, 2.9817066E-001, 0.0000000E+000, 0.0000000E+000, 4.0371587E+000, 4.0111592E+000, 1.9135331E-003, 1.9135331E-003
 1.6680471E+001, 9.7751133E+001,-3.2904503E+001,-5.1908490E+001,-1.2903274E+001, 2.9928944E-001, 0.0000000E+000, 0.0000000E+000, 9.0378492E-001, 3.3415508E-001, 1.9135331E-003, 1.9135331E-003
 1.6742142E+001, 9.5018152E+001,-3.1544675E+001,-5.2085962E+001,-1.3023522E+001, 2.9738003E-001, 0.0000000E+000, 0.0000000E+000,-1.5573456E+000,-1.3386277E+000, 1.9135331E-003, 1.9135331E-003
 1.6803812E+001, 1.0577058E+002,-3.5656202E+001,-5.2433198E+001,-1.3113356E+001, 2.9328913E-001, 0.0000000E+000, 0.0000000E+000, 4.1896726E+000, 4.8611174E+000, 1.9135331E-003, 1.9135331E-003
 1.6865482E+001, 1.1966344E+002,-4.1420132E+001,-5.2554949E+001,-1.3108622E+001, 2.9414464E-001, 0.0000000E+000, 0.0000000E+000, 1.2141226E+001, 1.2873886E+001, 1.9135331E-003, 1.9135331E-003
 1.6920986E+001, 1.2398830E+002,-4.2988947E+001,-5.2550101E+001,-1.3074944E+001, 2.9455801E-001, 0.0000000E+000, 0.0000000E+000, 1.6371618E+001, 1.5668869E+001, 1.9135331E-003, 1.9135331E-003
 1.6982656E+001, 9.9801551E+001,-3.4017688E+001,-5.2684248E+001,-1.3020814E+001, 2.9772293E-001, 0.0000000E+000, 0.0000000E+000, 2.0962606E+000, 3.7652325E-001, 1.9135331E-003, 1.9135331E-003
 1.7041855E+001, 8.4159386E+001,-2.7669879E+001,-5.2895587E+001,-1.3024120E+001, 2.9900398E-001, 0.0000000E+000, 0.0000000E+000,-8.7345937E+000,-9.1311958E+000, 1.9135331E-003, 1.9135331E-003
 1.7102898E+001, 8.4850276E+001,-2.7898268E+001,-5.2943650E+001,-1.3093413E+001, 3.0136659E-001, 0.0000000E+000, 0.0000000E+000,-9.1325976E+000,-8.7836873E+000, 1.9135331E-003, 1.9135331E-003
 1.7160055E+001, 9.2518724E+001,-3.1243893E+001,-5.2445505E+001,-1.3285182E+001, 2.9455853E-001, 0.0000000E+000, 0.0000000E+000,-4.3848990E+000,-4.1612982E+000, 1.9135331E-003, 1.9135331E-003
 1.7221096E+001, 9.6277377E+001,-3.3000963E+001,-5.1657021E+001,-1.3433509E+001, 2.8712028E-001, 0.0000000E+000, 0.0000000E+000,-1.8297874E+000,-1.5269951E+000, 1.9135331E-003, 1.9135331E-003
 1.7282137E+001, 9.9303421E+001,-3.3426506E+001,-5.1103855E+001,-1.3371757E+001, 2.8624372E-001, 0.0000000E+000, 0.0000000E+000, 1.4324263E+000, 1.6875463E+000, 1.9135331E-003, 1.9135331E-003
 1.7343180E+001, 9.3073843E+001,-3.1481531E+001,-5.0742853E+001,-1.3237486E+001, 2.8858499E-001, 0.0000000E+000, 0.0000000E+000,-1.0970459E+000,-2.0994429E+000, 1.9135331E-003, 1.9135331E-003
 1.7404221E+001, 8.4886091E+001,-2.8359944E+001,-5.0941264E+001,-1.3237926E+001, 2.9322042E-001, 0.0000000E+000, 0.0000000E+000,-7.4205088E+000,-7.3598235E+000, 1.9135331E-003, 1.9135331E-003
 1.7465263E+001, 9.2840068E+001,-3.1031977E+001,-5.1338552E+001,-1.3360094E+001, 2.9758116E-001, 0.0000000E+000, 0.0000000E+000,-3.4701060E+000,-2.5929747E+000, 1.9135331E-003, 1.9135331E-003
 1.7520201E+001, 1.0616273E+002,-3.6225505E+001,-5.1733920E+001,-1.3494599E+001, 2.9713386E-001, 0.0000000E+000, 0.0000000E+000, 4.4943973E+000, 5.0058441E+000, 1.9135331E-003, 1.9135331E-003
 1.7584293E+001, 1.1257076E+002,-3.9435062E+001,-5.2272578E+001,-1.3597930E+001, 2.9472678E-001, 0.0000000E+000, 0.0000000E+000, 7.1763005E+000, 7.5599141E+000, 1.9135331E-003, 1.9135331E-003
 1.7645397E+001, 1.1527245E+002,-3.9721757E+001,-5.2493471E+001,-1.3631103E+001, 2.8949141E-001, 0.0000000E+000, 0.0000000E+000, 1.0116849E+001, 9.7156084E+000, 1.9135331E-003, 1.9135331E-003
 1.7703695E+001, 1.0518822E+002,-3.5908681E+001,-5.3635847E+001,-1.3598180E+001, 2.8761293E-001, 0.0000000E+000, 0.0000000E+000, 3.1082475E+000, 2.3331283E+000, 1.9135331E-003, 1.9135331E-003
 1.7764015E+001, 9.7686627E+001,-3.3235256E+001,-5.4715613E+001,-1.3593183E+001, 2.8854949E-001, 0.0000000E+000, 0.0000000E+000,-2.6541801E+000,-3.5688753E+000, 1.9135331E-003, 1.9135331E-003
 1.7820538E+001, 8.0922417E+001,-2.7336988E+001,-5.5365439E+001,-1.3560022E+001, 2.9278136E-001, 0.0000000E+000, 0.0000000E+000,-1.4374524E+001,-1.5047251E+001, 1.9135331E-003, 1.9135331E-003
 1.7880821E+001, 8.4085281E+001,-2.8249941E+001,-5.5598040E+001,-1.3525112E+001, 2.9429659E-001, 0.0000000E+000, 0.0000000E+000,-1.3828237E+001,-1.2993516E+001, 1.9135331E-003, 1.9135331E-003
 1.7941105E+001, 1.0341834E+002,-3.5220064E+001,-5.5607313E+001,-1.3542337E+001, 2.8814361E-001, 0.0000000E+000, 0.0000000E+000,-1.8359977E+000,-6.6322869E-001, 1.9135331E-003, 1.9135331E-003
 1.8003399E+001, 1.1754060E+002,-4.0951143E+001,-5.5511477E+001,-1.3566017E+001, 2.8172716E-001, 0.0000000E+000, 0.0000000E+000, 7.5988854E+000, 7.7936848E+000, 1.9135331E-003, 1.9135331E-003
 1.8060871E+001, 1.1384556E+002,-3.9355405E+001,-5.5254450E+001,-1.3508725E+001, 2.7760915E-001, 0.0000000E+000, 0.0000000E+000, 6.5501536E+000, 6.0045936E+000, 1.9135331E-003, 1.9135331E-003
 1.8121656E+001, 9.3758500E+001,-3.1989121E+001,-5.5042814E+001,-1.3454501E+001, 2.8226125E-001, 0.0000000E+000, 0.0000000E+000,-4.9921773E+000,-6.4456739E+000, 1.9135331E-003, 1.9135331E-003
 1.8182444E+001, 8.2844607E+001,-2.7057823E+001,-5.4973195E+001,-1.3548854E+001, 2.9174435E-001, 0.0000000E+000, 0.0000000E+000,-1.2407458E+001,-1.2443521E+001, 1.9135331E-003, 1.9135331E-003
 1.8240191E+001, 8.2836481E+001,-2.7571967E+001,-5.4961238E+001,-1.3593035E+001, 3.0130268E-001, 0.0000000E+000, 0.0000000E+000,-1.2870481E+001,-1.2988456E+001, 1.9135331E-003, 1.9135331E-003
 1.8300369E+001, 8.4954903E+001,-2.8267775E+001,-5.4715951E+001,-1.3543100E+001, 3.0770649E-001, 0.0000000E+000, 0.0000000E+000,-1.2097587E+001,-1.1264217E+001, 1.9135331E-003, 1.9135331E-003
 1.8365229E+001, 1.0637140E+002,-3.6122645E+001,-5.3818345E+001,-1.3600659E+001, 3.0573934E-001, 0.0000000E+000, 0.0000000E+000, 1.0539881E+000, 3.1354892E+000, 1.9135331E-003, 1.9135331E-003
 1.8421028E+001, 1.3412772E+002,-4.6274495E+001,-5.3053267E+001,-1.3800652E+001, 2.9434367E-001, 0.0000000E+000, 0.0000000E+000, 1.9353962E+001, 2.1293649E+001, 1.9135331E-003, 1.9135331E-003
 1.8481915E+001, 1.3498034E+002,-4.7029415E+001,-5.2215867E+001,-1.4024694E+001, 2.8401449E-001, 0.0000000E+000, 0.0000000E+000, 2.3573679E+001, 2.1994383E+001, 1.9135331E-003, 1.9135331E-003
 1.8545242E+001, 9.1791926E+001,-3.0722830E+001,-5.1519061E+001,-1.4056122E+001, 2.8875126E-001, 0.0000000E+000, 0.0000000E+000,-2.0078469E+000,-4.2173362E+000, 1.9135331E-003, 1.9135331E-003
 1.8600672E+001, 7.8887620E+001,-2.6000731E+001,-5.1218571E+001,-1.3958432E+001, 2.9426687E-001, 0.0000000E+000, 0.0000000E+000,-1.1986538E+001,-1.1995847E+001, 1.9135331E-003, 1.9135331E-003
 1.8662260E+001, 8.1424925E+001,-2.6578364E+001,-5.1040059E+001,-1.3907782E+001, 2.9605451E-001, 0.0000000E+000, 0.0000000E+000,-1.0270212E+001,-9.8052251E+000, 1.9135331E-003, 1.9135331E-003
 1.8722618E+001, 9.1083373E+001,-3.1027524E+001,-5.0946033E+001,-1.3811879E+001, 2.9548429E-001, 0.0000000E+000, 0.0000000E+000,-5.1255179E+000,-4.4065784E+000, 1.9135331E-003, 1.9135331E-003
 1.8784946E+001, 1.0465142E+002,-3.6359226E+001,-5.0859633E+001,-1.3669071E+001, 2.9297876E-001, 0.0000000E+000, 0.0000000E+000, 2.9380741E+000, 4.0564670E+000, 1.9135331E-003, 1.9135331E-003
 1.8844564E+001, 1.0616403E+002,-3.6553221E+001,-5.0236617E+001,-1.3548363E+001, 2.8594994E-001, 0.0000000E+000, 0.0000000E+000, 6.8686672E+000, 6.1117808E+000, 1.9135331E-003, 1.9135331E-003
 1.8905605E+001, 1.0227822E+002,-3.5001112E+001,-4.9455111E+001,-1.3380121E+001, 2.8241674E-001, 0.0000000E+000, 0.0000000E+000, 4.6019391E+000, 4.7242972E+000, 1.9135331E-003, 1.9135331E-003
 1.8965893E+001, 1.0532874E+002,-3.5595801E+001,-4.8532475E+001,-1.3171764E+001, 2.8239509E-001, 0.0000000E+000, 0.0000000E+000, 8.3093107E+000, 8.3110925E+000, 1.9135331E-003, 1.9135331E-003
 1.9026180E+001, 9.2721915E+001,-3.1163574E+001,-4.7803474E+001,-1.2853165E+001, 2.9068022E-001, 0.0000000E+000, 0.0000000E+000, 2.3789881E+000, 1.1923820E+000, 1.9135331E-003, 1.9135331E-003
 1.9086468E+001, 8.6864398E+001,-2.9098038E+001,-4.7256199E+001,-1.2615960E+001, 2.9960564E-001, 0.0000000E+000, 0.0000000E+000,-2.2478617E+000,-1.8061931E+000, 1.9135331E-003, 1.9135331E-003
 1.9145391E+001, 9.5178875E+001,-3.2213303E+001,-4.6992496E+001,-1.2513909E+001, 3.0434702E-001, 0.0000000E+000, 0.0000000E+000, 3.2492144E+000, 3.7635144E+000, 1.9135331E-003, 1.9135331E-003
 1.9205555E+001, 1.0132327E+002,-3.4865854E+001,-4.6656612E+001,-1.2518347E+001, 3.0410327E-001, 0.0000000E+000, 0.0000000E+000, 7.5852870E+000, 7.5865608E+000, 1.9135331E-003, 1.9135331E-003
 1.9265718E+001, 1.0655575E+002,-3.5869326E+001,-4.6590810E+001,-1.2597227E+001, 3.0518929E-001, 0.0000000E+000, 0.0000000E+000, 1.1023195E+001, 1.1803580E+001, 1.9135331E-003, 1.9135331E-003
 1.9325882E+001, 1.1828449E+002,-4.0261410E+001,-4.6875510E+001,-1.2704905E+001, 3.0048394E-001, 0.0000000E+000, 0.0000000E+000, 1.8335064E+001, 1.8743146E+001, 1.9135331E-003, 1.9135331E-003
 1.9380028E+001, 1.1451560E+002,-3.8647985E+001,-4.7405869E+001,-1.2780670E+001, 2.9324495E-001, 0.0000000E+000, 0.0000000E+000, 1.6775361E+001, 1.5974323E+001, 1.9135331E-003, 1.9135331E-003
 1.9444403E+001, 1.0226701E+002,-3.4001791E+001,-4.7951367E+001,-1.2890472E+001, 2.8502557E-001, 0.0000000E+000, 0.0000000E+000, 8.3763547E+000, 7.7084076E+000, 1.9135331E-003, 1.9135331E-003
 1.9503965E+001, 9.4361633E+001,-3.1521197E+001,-4.8162582E+001,-1.3058562E+001, 2.8238161E-001, 0.0000000E+000, 0.0000000E+000, 2.6685099E+000, 1.9016745E+000, 1.9135331E-003, 1.9135331E-003
 1.9563526E+001, 8.4742476E+001,-2.8454526E+001,-4.7869542E+001,-1.3204684E+001, 2.8700092E-001, 0.0000000E+000, 0.0000000E+000,-3.7461634E+000,-4.4992743E+000, 1.9135331E-003, 1.9135331E-003
 1.9624380E+001, 7.8961386E+001,-2.6762845E+001,-4.7290081E+001,-1.3307763E+001, 2.9609216E-001, 0.0000000E+000, 0.0000000E+000,-7.9236342E+000,-8.1032110E+000, 1.9135331E-003, 1.9135331E-003
 1.9683905E+001, 7.9466411E+001,-2.7394491E+001,-4.6795425E+001,-1.3354962E+001, 3.0324001E-001, 0.0000000E+000, 0.0000000E+000,-7.8458460E+000,-7.7752259E+000, 1.9135331E-003, 1.9135331E-003
 1.9745213E+001, 8.6996921E+001,-2.9863121E+001,-4.6763609E+001,-1.3382034E+001, 3.0979862E-001, 0.0000000E+000, 0.0000000E+000,-3.8569209E+000,-2.7020444E+000, 1.9135331E-003, 1.9135331E-003
 1.9804142E+001, 1.0858437E+002,-3.7568814E+001,-4.6822597E+001,-1.3544597E+001, 3.0440288E-001, 0.0000000E+000, 0.0000000E+000, 9.3204814E+000, 1.0952768E+001, 1.9135331E-003, 1.9135331E-003
 1.9865688E+001, 1.2855841E+002,-4.5630679E+001,-4.7112979E+001,-1.3798453E+001, 2.9488155E-001, 0.0000000E+000, 0.0000000E+000, 2.1784325E+001, 2.2311186E+001, 1.9135331E-003, 1.9135331E-003
 1.9920750E+001, 1.3244118E+002,-4.7021152E+001,-4.7945337E+001,-1.4013569E+001, 2.8808422E-001, 0.0000000E+000, 0.0000000E+000, 2.3682035E+001, 2.3749210E+001, 1.9135331E-003, 1.9135331E-003
 1.9984243E+001, 1.2046497E+002,-4.0811335E+001,-4.8774910E+001,-1.4165788E+001, 2.8751286E-001, 0.0000000E+000, 0.0000000E+000, 1.8196052E+001, 1.7000452E+001, 1.9135331E-003, 1.9135331E-003
 2.0041639E+001, 8.9325603E+001,-2.9729297E+001,-4.9359450E+001,-1.4288690E+001, 2.9256312E-001, 0.0000000E+000, 0.0000000E+000,-1.7984974E+000,-3.7592709E+000, 1.9135331E-003, 1.9135331E-003
 2.0105730E+001, 7.1609292E+001,-2.4253024E+001,-4.9990909E+001,-1.4444937E+001, 3.0182466E-001, 0.0000000E+000, 0.0000000E+000,-1.6299033E+001,-1.6777753E+001, 1.9135331E-003, 1.9135331E-003
 2.0161880E+001, 7.5211966E+001,-2.4794672E+001,-5.0690990E+001,-1.4651582E+001, 3.1030974E-001, 0.0000000E+000, 0.0000000E+000,-1.5502655E+001,-1.4614969E+001, 1.9135331E-003, 1.9135331E-003
 2.0220591E+001, 9.4790013E+001,-3.2785602E+001,-5.1954219E+001,-1.4793356E+001, 3.1198990E-001, 0.0000000E+000, 0.0000000E+000,-5.8172442E+000,-4.4311741E+000, 1.9135331E-003, 1.9135331E-003
 2.0280983E+001, 1.2357688E+002,-4.2773684E+001,-5.4181257E+001,-1.4864292E+001, 3.0500086E-001, 0.0000000E+000, 0.0000000E+000, 9.8547130E+000, 1.2062643E+001, 1.9135331E-003, 1.9135331E-003
 2.0345444E+001, 1.3426024E+002,-4.7224197E+001,-5.7015112E+001,-1.4873891E+001, 2.9565446E-001, 0.0000000E+000, 0.0000000E+000, 1.6468655E+001, 1.5442697E+001, 1.9135331E-003, 1.9135331E-003
 2.0404043E+001, 1.0642046E+002,-3.6341893E+001,-5.9196654E+001,-1.4765336E+001, 2.9250501E-001, 0.0000000E+000, 0.0000000E+000,-1.7803526E+000,-3.5909157E+000, 1.9135331E-003, 1.9135331E-003
 2.0464035E+001, 9.2097588E+001,-3.0303915E+001,-6.0577238E+001,-1.4595386E+001, 2.9088408E-001, 0.0000000E+000, 0.0000000E+000,-1.2598453E+001,-1.3088066E+001, 1.9135331E-003, 1.9135331E-003
 2.0521473E+001, 8.4710992E+001,-2.8202700E+001,-6.1205503E+001,-1.4330128E+001, 2.9608614E-001, 0.0000000E+000, 0.0000000E+000,-1.8075097E+001,-1.8731252E+001, 1.9135331E-003, 1.9135331E-003
 2.0583090E+001, 7.9476270E+001,-2.6901835E+001,-6.1337182E+001,-1.3974326E+001, 3.0428044E-001, 0.0000000E+000, 0.0000000E+000,-2.2384885E+001,-2.2432792E+001, 1.9135331E-003, 1.9135331E-003
 2.0643402E+001, 7.9366609E+001,-2.7373883E+001,-6.1232552E+001,-1.3643634E+001, 3.1012167E-001, 0.0000000E+000, 0.0000000E+000,-2.2813096E+001,-2.2573339E+001, 1.9135331E-003, 1.9135331E-003
 2.0702793E+001, 8.9839602E+001,-3.0745178E+001,-6.1083870E+001,-1.3509395E+001, 3.1097164E-001, 0.0000000E+000, 0.0000000E+000,-1.6303855E+001,-1.5187870E+001, 1.9135331E-003, 1.9135331E-003
 2.0763260E+001, 1.1067033E+002,-3.8043688E+001,-6.1008068E+001,-1.3592118E+001, 3.0619954E-001, 0.0000000E+000, 0.0000000E+000,-3.3095991E+000,-1.6673407E+000, 1.9135331E-003, 1.9135331E-003
 2.0824310E+001, 1.2958804E+002,-4.5056538E+001,-6.1278399E+001,-1.3774521E+001, 2.9597663E-001, 0.0000000E+000, 0.0000000E+000, 9.0277267E+000, 9.7745607E+000, 1.9135331E-003, 1.9135331E-003
 2.0882395E+001, 1.2770635E+002,-4.3631107E+001,-6.1624037E+001,-1.3850854E+001, 2.8938481E-001, 0.0000000E+000, 0.0000000E+000, 1.0035220E+001, 8.8897369E+000, 1.9135331E-003, 1.9135331E-003
 2.0945396E+001, 1.0101141E+002,-3.3569475E+001,-6.1511729E+001,-1.3572300E+001, 2.9296596E-001, 0.0000000E+000, 0.0000000E+000,-6.2379220E+000,-7.3491298E+000, 1.9135331E-003, 1.9135331E-003
 2.1002670E+001, 8.6516483E+001,-2.8718266E+001,-6.0799104E+001,-1.3151647E+001, 3.0252281E-001, 0.0000000E+000, 0.0000000E+000,-1.4817636E+001,-1.5850011E+001, 1.9135331E-003, 1.9135331E-003
 2.1063953E+001, 7.6980586E+001,-2.5408743E+001,-5.9741606E+001,-1.2840577E+001, 3.0618820E-001, 0.0000000E+000, 0.0000000E+000,-2.0692425E+001,-2.0704153E+001, 1.9135331E-003, 1.9135331E-003
 2.1120655E+001, 8.6872497E+001,-2.9576166E+001,-5.8879668E+001,-1.2774973E+001, 3.0087448E-001, 0.0000000E+000, 0.0000000E+000,-1.5210910E+001,-1.4057435E+001, 1.9135331E-003, 1.9135331E-003
 2.1184916E+001, 1.0494501E+002,-3.5502625E+001,-5.7646791E+001,-1.2905419E+001, 2.8622881E-001, 0.0000000E+000, 0.0000000E+000,-2.0714137E+000,-8.2359986E-001, 1.9135331E-003, 1.9135331E-003
 2.1240356E+001, 1.1286087E+002,-3.8779279E+001,-5.6243912E+001,-1.3024743E+001, 2.7744886E-001, 0.0000000E+000, 0.0000000E+000, 5.7139200E+000, 5.0903863E+000, 1.9135331E-003, 1.9135331E-003
 2.1302729E+001, 9.5980162E+001,-3.2241308E+001,-5.5432341E+001,-1.3130666E+001, 2.7973460E-001, 0.0000000E+000, 0.0000000E+000,-2.9425710E+000,-4.5444184E+000, 1.9135331E-003, 1.9135331E-003
 2.1365099E+001, 7.9591592E+001,-2.6443476E+001,-5.5139387E+001,-1.3235680E+001, 2.9052982E-001, 0.0000000E+000, 0.0000000E+000,-1.4546241E+001,-1.4936421E+001, 1.9135331E-003, 1.9135331E-003
 2.1422619E+001, 8.7108024E+001,-2.9104876E+001,-5.4923396E+001,-1.3366323E+001, 2.9828255E-001, 0.0000000E+000, 0.0000000E+000,-1.0833392E+001,-9.9882886E+000, 1.9135331E-003, 1.9135331E-003
 2.1483604E+001, 1.0381198E+002,-3.5939099E+001,-5.4360578E+001,-1.3536781E+001, 2.9867150E-001, 0.0000000E+000, 0.0000000E+000,-1.1919667E+000, 2.7419069E-001, 1.9135331E-003, 1.9135331E-003
 2.1546627E+001, 1.1738666E+002,-4.0843514E+001,-5.3608623E+001,-1.3737293E+001, 2.9730231E-001, 0.0000000E+000, 0.0000000E+000, 9.2108266E+000, 9.4945344E+000, 1.9135331E-003, 1.9135331E-003
 2.1600166E+001, 1.1535046E+002,-3.9900885E+001,-5.2739014E+001,-1.3838069E+001, 2.9591754E-001, 0.0000000E+000, 0.0000000E+000, 9.4706820E+000, 9.1684072E+000, 1.9135331E-003, 1.9135331E-003
