Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.179E+00, 6.540E+01, 2.495E+01, 3.655E+01, 2.049E+01, 1.641E+01, 1.623E+01, 0.000E+00, 2.083E+01, 2.045E+01, 7.783E-02, 0.000E+00, 0.000E+00, 2.226E+02
