s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 2.2562897E+001, 5.3712096E+002,-2.1502964E+002,-3.7410163E+002,-4.7254318E+000, 1.1186370E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.3754693E+001,-4.5549365E+001, 1.6649393E-002, 1.6649393E-002
 2.2591509E+001, 5.1134669E+002,-2.0567696E+002,-3.9315496E+002,-4.5120189E+000, 1.0780282E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.8736937E+001,-8.1216961E+001, 1.6649393E-002, 1.6649393E-002
 2.2620760E+001, 4.8363112E+002,-1.9298888E+002,-3.9837412E+002,-4.2688340E+000, 1.0943364E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0864263E+002,-1.0105735E+002, 1.6649393E-002, 1.6649393E-002
 2.2650646E+001, 4.7947542E+002,-1.8973978E+002,-3.9554159E+002,-3.6446605E+000, 1.0972976E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0969588E+002,-9.8477635E+001, 1.6649393E-002, 1.6649393E-002
 2.2680662E+001, 4.7693655E+002,-1.8729291E+002,-3.7817673E+002,-3.0612344E+000, 1.1205491E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.3583431E+001,-8.0388835E+001, 1.6649393E-002, 1.6649393E-002
 2.2710896E+001, 4.6728048E+002,-1.8254486E+002,-3.4898697E+002,-2.8795327E+000, 1.0975904E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.9469874E+001,-5.6154984E+001, 1.6649393E-002, 1.6649393E-002
 2.2744057E+001, 4.4856957E+002,-1.7909461E+002,-3.2671130E+002,-3.1691390E+000, 1.0675433E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.9966082E+001,-4.9730045E+001, 1.6649393E-002, 1.6649393E-002
 2.2774881E+001, 4.2839336E+002,-1.7180160E+002,-3.1460587E+002,-3.4057955E+000, 9.8514098E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.2940391E+001,-5.1568499E+001, 1.6649393E-002, 1.6649393E-002
 2.2805225E+001, 4.0073561E+002,-1.6282785E+002,-2.8953739E+002,-3.3184245E+000, 9.1072814E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.1274882E+001,-4.5840765E+001, 1.6649393E-002, 1.6649393E-002
 2.2835569E+001, 3.7570038E+002,-1.5260325E+002,-2.7453787E+002,-2.9706666E+000, 8.8228564E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2596354E+001,-4.5588552E+001, 1.6649393E-002, 1.6649393E-002
 2.2863377E+001, 3.7364576E+002,-1.4851939E+002,-2.6016352E+002,-2.5403287E+000, 9.0333635E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9327063E+001,-2.8544118E+001, 1.6649393E-002, 1.6649393E-002
 2.2891636E+001, 3.7141330E+002,-1.5274939E+002,-2.4516629E+002,-2.3963231E+000, 9.3755024E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6065079E+001,-1.9523198E+001, 1.6649393E-002, 1.6649393E-002
 2.2921526E+001, 3.6554800E+002,-1.4991967E+002,-2.2375678E+002,-2.2805606E+000, 9.3711140E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0922664E+001,-1.0378961E+000, 1.6649393E-002, 1.6649393E-002
 2.2954403E+001, 3.7047490E+002,-1.5185376E+002,-2.0232101E+002,-2.0139298E+000, 9.2231164E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4642886E+001, 2.3509308E+001, 1.6649393E-002, 1.6649393E-002
 2.2980707E+001, 3.8992486E+002,-1.6003326E+002,-1.9092077E+002,-1.7638383E+000, 8.8070530E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7364819E+001, 4.6014036E+001, 1.6649393E-002, 1.6649393E-002
 2.3015787E+001, 4.0364769E+002,-1.6525295E+002,-1.9226135E+002,-1.4189207E+000, 8.9449013E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4699779E+001, 5.3659369E+001, 1.6649393E-002, 1.6649393E-002
 2.3041090E+001, 4.2208049E+002,-1.7511854E+002,-2.0084330E+002,-1.3856549E+000, 9.1369574E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5115996E+001, 5.3869955E+001, 1.6649393E-002, 1.6649393E-002
 2.3072741E+001, 4.4268790E+002,-1.8078180E+002,-2.1446551E+002,-1.4504587E+000, 9.3081223E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5245386E+001, 5.5298256E+001, 1.6649393E-002, 1.6649393E-002
 2.3101772E+001, 4.5322160E+002,-1.8483388E+002,-2.4686908E+002,-1.6037730E+000, 9.4858160E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3903735E+001, 2.9400685E+001, 1.6649393E-002, 1.6649393E-002
 2.3130951E+001, 4.6972191E+002,-1.8885290E+002,-2.8407322E+002,-1.6910864E+000, 9.9054052E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8753729E+000, 5.0101034E+000, 1.6649393E-002, 1.6649393E-002
 2.3160452E+001, 4.9143563E+002,-1.9908976E+002,-3.2675184E+002,-1.9499645E+000, 1.0187922E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5323745E+001,-2.6168015E+001, 1.6649393E-002, 1.6649393E-002
 2.3194189E+001, 4.9191938E+002,-1.9868857E+002,-3.6984302E+002,-1.9679287E+000, 1.0012928E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.7551783E+001,-6.8567208E+001, 1.6649393E-002, 1.6649393E-002
 2.3220942E+001, 4.5950180E+002,-1.8443447E+002,-3.7414306E+002,-2.2240053E+000, 9.6207147E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.9679476E+001,-9.1679021E+001, 1.6649393E-002, 1.6649393E-002
 2.3253622E+001, 4.2861434E+002,-1.7135828E+002,-3.4001977E+002,-2.1929422E+000, 9.1390870E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.7874292E+001,-7.5817576E+001, 1.6649393E-002, 1.6649393E-002
 2.3282127E+001, 4.2151386E+002,-1.6595425E+002,-2.9956307E+002,-1.9255467E+000, 9.6465674E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8757153E+001,-3.6282434E+001, 1.6649393E-002, 1.6649393E-002
 2.3311275E+001, 3.9988544E+002,-1.6268153E+002,-2.4527692E+002,-1.5943977E+000, 9.5992238E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6466185E+000,-6.8184847E-002, 1.6649393E-002, 1.6649393E-002
 2.3340422E+001, 3.8187495E+002,-1.5650565E+002,-2.0740553E+002,-1.4144779E+000, 9.1457338E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9671166E+001, 2.5695025E+001, 1.6649393E-002, 1.6649393E-002
 2.3373678E+001, 3.7044201E+002,-1.5220249E+002,-1.9281913E+002,-1.2109119E+000, 9.2183980E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5904574E+001, 3.3427866E+001, 1.6649393E-002, 1.6649393E-002
 2.3403118E+001, 3.8193310E+002,-1.5581475E+002,-1.8360298E+002,-1.1061925E+000, 9.4237566E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2508266E+001, 5.0832933E+001, 1.6649393E-002, 1.6649393E-002
 2.3431360E+001, 4.0972484E+002,-1.6792443E+002,-1.7738246E+002,-9.9779411E-001, 9.4320202E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4499064E+001, 7.2852182E+001, 1.6649393E-002, 1.6649393E-002
 2.3463026E+001, 4.3358005E+002,-1.7946468E+002,-1.9224166E+002,-9.3632175E-001, 9.5972385E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4438037E+001, 7.0534632E+001, 1.6649393E-002, 1.6649393E-002
 2.3492601E+001, 4.8705146E+002,-1.9731699E+002,-2.3835560E+002,-8.2258176E-001, 9.8974081E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0787236E+001, 6.0453700E+001, 1.6649393E-002, 1.6649393E-002
 2.3522352E+001, 5.2362986E+002,-2.1347336E+002,-2.7346490E+002,-9.7326960E-001, 1.0116350E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6220506E+001, 4.5834679E+001, 1.6649393E-002, 1.6649393E-002
 2.3553215E+001, 5.3985060E+002,-2.2096944E+002,-2.9947244E+002,-1.2083067E+000, 1.0393239E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8686250E+001, 2.8593648E+001, 1.6649393E-002, 1.6649393E-002
 2.3580656E+001, 5.4266995E+002,-2.2152344E+002,-3.0792489E+002,-1.2901601E+000, 9.1091327E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3557682E+000, 2.1040601E+001, 1.5545097E-002, 1.5545097E-002
 2.3611055E+001, 6.1492117E+002,-2.4147454E+002,-3.4710606E+002,-1.0693442E+000, 1.0613977E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0919922E+001, 2.6332620E+001, 5.5497977E-003, 5.5497977E-003
 2.3642252E+001, 5.0474253E+002,-2.1637227E+002,-3.5544256E+002,-1.6377343E+000, 1.7218842E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.9910635E+001,-6.6988152E+001, 5.5497977E-003, 5.5497977E-003
 2.3674194E+001, 3.6370161E+002,-1.4886167E+002,-3.2012113E+002,-1.6026275E+000, 2.1185801E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0534154E+002,-1.0476523E+002, 5.5497977E-003, 5.5497977E-003
 2.3704752E+001, 2.9577013E+002,-1.1871725E+002,-2.7182557E+002,-1.3752554E+000, 2.2967904E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.6710719E+001,-9.3851160E+001, 5.5497977E-003, 5.5497977E-003
 2.3735876E+001, 2.8418024E+002,-1.1442362E+002,-2.5666321E+002,-1.2346619E+000, 2.3110865E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0404443E+001,-8.5830164E+001, 5.5497977E-003, 5.5497977E-003
 2.3764700E+001, 2.7299771E+002,-1.0860663E+002,-2.5907002E+002,-1.1748245E+000, 2.3876705E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.7612332E+001,-9.3466094E+001, 5.5497977E-003, 5.5497977E-003
 2.3790073E+001, 2.5515962E+002,-1.0083701E+002,-2.5961245E+002,-1.2503259E+000, 2.5055341E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0847392E+002,-1.0403464E+002, 5.5497977E-003, 5.5497977E-003
 2.3823057E+001, 2.4334022E+002,-9.4020249E+001,-2.5332235E+002,-1.1690429E+000, 2.4664655E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0852492E+002,-1.0270496E+002, 5.5497977E-003, 5.5497977E-003
 2.3850969E+001, 2.3457638E+002,-8.9274900E+001,-2.5180165E+002,-1.1455841E+000, 2.4234767E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1087950E+002,-1.0522227E+002, 5.5497977E-003, 5.5497977E-003
 2.3881084E+001, 2.3686431E+002,-8.7728605E+001,-2.4887360E+002,-1.1149584E+000, 2.2425521E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0712718E+002,-9.8610298E+001, 5.5497977E-003, 5.5497977E-003
 2.3911201E+001, 2.3843261E+002,-8.8284056E+001,-2.4257796E+002,-1.1348883E+000, 2.1355609E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.6151063E+001,-9.1428730E+001, 5.5497977E-003, 5.5497977E-003
 2.3940224E+001, 2.1931189E+002,-8.3234185E+001,-2.3102809E+002,-1.1802902E+000, 2.1765522E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.8542432E+001,-9.3954128E+001, 5.5497977E-003, 5.5497977E-003
 2.3973166E+001, 1.9581489E+002,-7.4606381E+001,-2.0690691E+002,-1.2906552E+000, 2.3354991E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.9475306E+001,-8.4653565E+001, 5.5497977E-003, 5.5497977E-003
 2.4001989E+001, 1.8995364E+002,-7.2512003E+001,-1.8065876E+002,-1.2401265E+000, 2.3674441E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6710597E+001,-6.2089800E+001, 5.5497977E-003, 5.5497977E-003
 2.4030813E+001, 1.7882637E+002,-6.9515930E+001,-1.6267133E+002,-1.0916009E+000, 2.3557129E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4693994E+001,-5.2096777E+001, 5.5497977E-003, 5.5497977E-003
 2.4061785E+001, 1.7241155E+002,-6.5419161E+001,-1.4748780E+002,-9.1617466E-001, 2.3265650E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2583517E+001,-3.9085024E+001, 5.5497977E-003, 5.5497977E-003
 2.4091789E+001, 1.7922347E+002,-6.8916871E+001,-1.2739495E+002,-7.2100639E-001, 2.3073602E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0516961E+001,-1.5501990E+001, 5.5497977E-003, 5.5497977E-003
 2.4121044E+001, 1.9577627E+002,-7.5038386E+001,-1.1058537E+002,-5.7444885E-001, 2.4365392E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9213982E+000, 1.2014600E+001, 5.5497977E-003, 5.5497977E-003
 2.4150299E+001, 2.1409742E+002,-8.3872116E+001,-9.7276899E+001,-4.6344787E-001, 2.6060813E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8673268E+001, 3.5091043E+001, 5.5497977E-003, 5.5497977E-003
 2.4182806E+001, 2.2356582E+002,-8.7983270E+001,-8.9574812E+001,-3.9214346E-001, 2.7056225E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3187222E+001, 4.8321220E+001, 5.5497977E-003, 5.5497977E-003
 2.4212061E+001, 2.2642741E+002,-8.9665492E+001,-8.9214817E+001,-3.3663209E-001, 2.6729411E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5956325E+001, 4.9883410E+001, 5.5497977E-003, 5.5497977E-003
 2.4240961E+001, 2.1977122E+002,-8.6820480E+001,-9.2708487E+001,-3.0570716E-001, 2.8604136E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8964500E+001, 4.2796959E+001, 5.5497977E-003, 5.5497977E-003
 2.4272829E+001, 2.2863582E+002,-8.9647556E+001,-9.4925560E+001,-2.7763431E-001, 2.9246886E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0990381E+001, 4.6709757E+001, 5.5497977E-003, 5.5497977E-003
 2.4301800E+001, 2.3515703E+002,-9.3220324E+001,-8.9575650E+001,-2.4965817E-001, 2.9424599E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9693715E+001, 5.5053854E+001, 5.5497977E-003, 5.5497977E-003
 2.4330769E+001, 2.4345306E+002,-9.4920799E+001,-8.1810037E+001,-2.3352493E-001, 3.0628876E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2287637E+001, 6.9551591E+001, 5.5497977E-003, 5.5497977E-003
 2.4362637E+001, 2.6102821E+002,-1.0238032E+002,-8.5018892E+001,-2.1861338E-001, 3.2586701E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1324737E+001, 7.6669056E+001, 5.5497977E-003, 5.5497977E-003
 2.4391607E+001, 2.5929006E+002,-1.0174021E+002,-9.3765333E+001,-2.1507496E-001, 3.3646106E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2767539E+001, 6.6934059E+001, 5.5497977E-003, 5.5497977E-003
 2.4420576E+001, 2.6187123E+002,-1.0242729E+002,-9.8635531E+001,-2.4146684E-001, 3.4719780E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9545827E+001, 6.4038925E+001, 5.5497977E-003, 5.5497977E-003
 2.4452444E+001, 2.6815878E+002,-1.0477109E+002,-1.0498709E+002,-3.1540484E-001, 3.5559102E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6591261E+001, 6.1641102E+001, 5.5497977E-003, 5.5497977E-003
 2.4481415E+001, 2.7069367E+002,-1.0625080E+002,-1.1546907E+002,-4.4074652E-001, 3.5492215E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7223311E+001, 5.2082275E+001, 5.5497977E-003, 5.5497977E-003
 2.4510384E+001, 2.7212794E+002,-1.0589346E+002,-1.2988461E+002,-5.6100809E-001, 3.5191381E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3254303E+001, 3.9308005E+001, 5.5497977E-003, 5.5497977E-003
 2.4542252E+001, 2.7422026E+002,-1.0673333E+002,-1.4913117E+002,-6.8482220E-001, 3.4859173E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5516873E+001, 2.1156850E+001, 5.5497977E-003, 5.5497977E-003
 2.4570063E+001, 2.7413331E+002,-1.0582078E+002,-1.7252481E+002,-8.0100658E-001, 3.5236571E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.2035348E+000,-1.4896344E+000, 5.5497977E-003, 5.5497977E-003
 2.4601929E+001, 2.7097172E+002,-1.0409387E+002,-1.9243887E+002,-8.8810634E-001, 3.3787355E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9370660E+001,-2.3070378E+001, 5.5497977E-003, 5.5497977E-003
 2.4630610E+001, 2.5774059E+002,-9.7879343E+001,-2.1005415E+002,-9.7017762E-001, 3.2469781E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4286178E+001,-4.7916101E+001, 5.5497977E-003, 5.5497977E-003
 2.4662477E+001, 2.4389713E+002,-9.2773271E+001,-2.2002243E+002,-9.2903580E-001, 3.1608647E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.3060633E+001,-6.6666745E+001, 5.5497977E-003, 5.5497977E-003
 2.4692663E+001, 2.1944468E+002,-8.3239663E+001,-2.1080022E+002,-8.0903156E-001, 3.0228692E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.8574573E+001,-7.2381367E+001, 5.5497977E-003, 5.5497977E-003
 2.4721169E+001, 2.0296508E+002,-7.7018962E+001,-1.8819002E+002,-7.0991032E-001, 3.0371208E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5952218E+001,-5.9916688E+001, 5.5497977E-003, 5.5497977E-003
 2.4752525E+001, 1.9675679E+002,-7.4741659E+001,-1.6147560E+002,-7.3103086E-001, 3.1642318E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4168403E+001,-3.7027277E+001, 5.5497977E-003, 5.5497977E-003
 2.4781031E+001, 1.9985787E+002,-7.7152969E+001,-1.4127654E+002,-7.1539369E-001, 3.1517143E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3157631E+001,-1.6135316E+001, 5.5497977E-003, 5.5497977E-003
 2.4812387E+001, 2.0172723E+002,-7.8811115E+001,-1.3194302E+002,-6.8222137E-001, 3.0230499E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2006152E+001,-6.6860777E+000, 5.5497977E-003, 5.5497977E-003
 2.4840893E+001, 2.0216478E+002,-7.7186562E+001,-1.2432707E+002,-5.9465872E-001, 3.0287971E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6920839E+000, 3.0852880E+000, 5.5497977E-003, 5.5497977E-003
 2.4872250E+001, 2.0885657E+002,-8.0903896E+001,-1.1361163E+002,-5.3433285E-001, 3.1631958E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1231917E+001, 1.6969905E+001, 5.5497977E-003, 5.5497977E-003
 2.4900755E+001, 2.1302722E+002,-8.3583010E+001,-1.0255711E+002,-4.4090325E-001, 3.2143173E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4192508E+001, 2.9660518E+001, 5.5497977E-003, 5.5497977E-003
 2.4932112E+001, 2.1541794E+002,-8.3533472E+001,-9.7019751E+001,-3.8107588E-001, 3.1146652E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1792928E+001, 3.7598302E+001, 5.5497977E-003, 5.5497977E-003
 2.4960617E+001, 2.2424502E+002,-8.6750088E+001,-9.6504535E+001,-3.5087360E-001, 3.1773796E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6796856E+001, 4.3816899E+001, 5.5497977E-003, 5.5497977E-003
 2.4991974E+001, 2.2961405E+002,-8.9483165E+001,-1.0067085E+002,-3.2675212E-001, 3.1864214E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5882925E+001, 4.2319706E+001, 5.5497977E-003, 5.5497977E-003
 2.5020479E+001, 2.2676409E+002,-8.9357887E+001,-1.0832807E+002,-3.5075456E-001, 3.0821002E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8197570E+001, 3.1809482E+001, 5.5497977E-003, 5.5497977E-003
 2.5051836E+001, 2.3017398E+002,-8.9048145E+001,-1.1099964E+002,-3.7712695E-001, 3.2404158E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8217254E+001, 3.2989480E+001, 5.5497977E-003, 5.5497977E-003
 2.5082336E+001, 2.3583635E+002,-9.1492031E+001,-1.1236822E+002,-4.0332854E-001, 3.3911226E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9560879E+001, 3.4963891E+001, 5.5497977E-003, 5.5497977E-003
 2.5110558E+001, 2.3465542E+002,-9.1873137E+001,-1.1471820E+002,-4.9732742E-001, 3.4541659E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6280509E+001, 3.1020923E+001, 5.5497977E-003, 5.5497977E-003
 2.5141912E+001, 2.4438582E+002,-9.5043081E+001,-1.1999815E+002,-6.7587655E-001, 3.4184221E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5977747E+001, 3.2087136E+001, 5.5497977E-003, 5.5497977E-003
 2.5170134E+001, 2.4962527E+002,-9.7575031E+001,-1.2753843E+002,-8.2678955E-001, 3.4378461E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1996377E+001, 2.7122859E+001, 5.5497977E-003, 5.5497977E-003
 2.5201490E+001, 2.5369558E+002,-9.8542462E+001,-1.3530418E+002,-9.0182104E-001, 3.5734591E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5677777E+001, 2.2520581E+001, 5.5497977E-003, 5.5497977E-003
 2.5232845E+001, 2.5377238E+002,-9.8448646E+001,-1.3910069E+002,-1.0047023E+000, 3.3886661E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1685526E+001, 1.8607011E+001, 5.5497977E-003, 5.5497977E-003
 2.5261066E+001, 2.4404406E+002,-9.5957546E+001,-1.4427936E+002,-1.1887325E+000, 3.3354013E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7637482E+000, 5.9538270E+000, 5.5497977E-003, 5.5497977E-003
 2.5292423E+001, 2.2676602E+002,-8.8728138E+001,-1.5712367E+002,-1.3745564E+000, 3.1619301E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1136308E+001,-1.7298416E+001, 5.5497977E-003, 5.5497977E-003
 2.5320644E+001, 2.2022167E+002,-8.6285158E+001,-1.6687999E+002,-1.4960791E+000, 3.1034514E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3229246E+001,-3.1336106E+001, 5.5497977E-003, 5.5497977E-003
 2.5352940E+001, 2.1769835E+002,-8.4766838E+001,-1.6734587E+002,-1.3486657E+000, 3.2099588E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6863210E+001,-3.2553065E+001, 5.5497977E-003, 5.5497977E-003
 2.5380533E+001, 2.1971578E+002,-8.5923596E+001,-1.5712415E+002,-1.0422866E+000, 3.3521470E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7072875E+001,-2.1022109E+001, 5.5497977E-003, 5.5497977E-003
 2.5411577E+001, 2.3033398E+002,-9.0770897E+001,-1.4284803E+002,-8.9502328E-001, 3.4326665E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2111506E+000,-7.4729723E-001, 5.5497977E-003, 5.5497977E-003
 2.5442619E+001, 2.2614798E+002,-8.8049882E+001,-1.2940731E+002,-7.6094060E-001, 3.3987341E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2000611E+000, 1.1328581E+001, 5.5497977E-003, 5.5497977E-003
 2.5471247E+001, 2.2668056E+002,-8.8555144E+001,-1.1911391E+002,-6.3172703E-001, 3.6428185E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5117105E+001, 2.2022590E+001, 5.5497977E-003, 5.5497977E-003
 2.5501600E+001, 2.2548787E+002,-8.7499556E+001,-1.1737717E+002,-6.4019068E-001, 3.8183464E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6097194E+001, 2.3789296E+001, 5.5497977E-003, 5.5497977E-003
 2.5533092E+001, 2.2239123E+002,-8.8438243E+001,-1.2071420E+002,-5.6297070E-001, 3.7360936E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1756508E+001, 1.6411905E+001, 5.5497977E-003, 5.5497977E-003
 2.5562305E+001, 2.2023589E+002,-8.5609582E+001,-1.3076653E+002,-5.7823558E-001, 3.2833131E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4991528E+000, 6.5648594E+000, 5.5497977E-003, 5.5497977E-003
 2.5591715E+001, 2.2611200E+002,-8.8051679E+001,-1.5785700E+002,-6.6820695E-001, 3.1934314E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0915359E+001,-1.7271456E+001, 5.5497977E-003, 5.5497977E-003
 2.5621145E+001, 2.1957184E+002,-8.6288582E+001,-1.8920630E+002,-6.7472203E-001, 3.1991384E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.6832767E+001,-5.3398628E+001, 5.5497977E-003, 5.5497977E-003
 2.5651720E+001, 2.1096363E+002,-7.9985651E+001,-1.8996791E+002,-7.0652495E-001, 3.2526372E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.2873406E+001,-5.6443817E+001, 5.5497977E-003, 5.5497977E-003
 2.5682890E+001, 2.1159807E+002,-7.9831269E+001,-1.6901705E+002,-7.4765557E-001, 3.2627110E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3882244E+001,-3.4735186E+001, 5.5497977E-003, 5.5497977E-003
 2.5710665E+001, 2.1247266E+002,-7.9884572E+001,-1.4876379E+002,-8.0972069E-001, 3.3545407E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2292522E+001,-1.3630890E+001, 5.5497977E-003, 5.5497977E-003
