s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 7.5324240E+000, 1.1070489E+003,-4.6503544E+002,-6.4072426E+002,-1.0510671E+001, 3.8042526E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2429021E+001, 2.8821067E+001, 8.3246916E-002, 8.3246916E-002
 7.5605087E+000, 1.0544444E+003,-4.4848721E+002,-6.0857738E+002,-1.1139866E+001, 3.8514129E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2608413E+001, 2.4754116E+001, 8.3246919E-002, 8.3246919E-002
 7.5938659E+000, 1.0565703E+003,-4.4641808E+002,-5.8271567E+002,-1.1179862E+001, 3.9953873E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3033282E+001, 5.6210531E+001, 8.3246921E-002, 8.3246921E-002
 7.6216116E+000, 1.0892089E+003,-4.6114932E+002,-5.9656165E+002,-1.1109790E+001, 4.1182261E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9402429E+001, 6.1570446E+001, 8.3246924E-002, 8.3246924E-002
 7.6521058E+000, 1.0972655E+003,-4.6426632E+002,-5.9709311E+002,-1.1311485E+001, 4.2179103E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9102199E+001, 6.6773674E+001, 8.3246926E-002, 8.3246926E-002
 7.6841493E+000, 1.0630430E+003,-4.5029182E+002,-5.8692022E+002,-1.4212979E+001, 4.2202147E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1638775E+001, 5.3820169E+001, 8.3246929E-002, 8.3246929E-002
 7.7138543E+000, 1.0943786E+003,-4.6072259E+002,-5.9487406E+002,-1.4282758E+001, 4.2047346E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3892037E+001, 6.6546571E+001, 8.3246931E-002, 8.3246931E-002
 7.7406378E+000, 1.1024156E+003,-4.6761516E+002,-6.3517528E+002,-1.5761211E+001, 4.1353850E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2788987E+001, 2.5217856E+001, 8.3246933E-002, 8.3246933E-002
 7.7710938E+000, 1.0995445E+003,-4.6157964E+002,-7.0226824E+002,-1.6795705E+001, 4.1239938E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6273316E+001,-3.9859114E+001, 8.3246934E-002, 8.3246934E-002
 7.8024058E+000, 1.0808430E+003,-4.5986793E+002,-7.5549712E+002,-1.6395562E+001, 4.1263501E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0161844E+001,-1.0965409E+002, 8.3246936E-002, 8.3246936E-002
 7.8325925E+000, 1.0357398E+003,-4.4121543E+002,-7.6486839E+002,-1.5636391E+001, 4.1479654E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1816470E+002,-1.4450080E+002, 8.3246938E-002, 8.3246938E-002
 7.8611016E+000, 1.0035231E+003,-4.2664463E+002,-7.5787215E+002,-1.4938679E+001, 4.1604667E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2655641E+002,-1.5432766E+002, 8.3246940E-002, 8.3246940E-002
 7.8943810E+000, 9.3700760E+002,-3.9955475E+002,-7.7802096E+002,-1.4697424E+001, 4.1009222E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8402414E+002,-2.1425632E+002, 8.3246941E-002, 8.3246941E-002
 7.9233985E+000, 8.8251538E+002,-3.7431941E+002,-7.9858534E+002,-1.1659699E+001, 4.0464538E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3673397E+002,-2.6158453E+002, 8.3246942E-002, 8.3246942E-002
 7.9518600E+000, 9.1000634E+002,-3.8608223E+002,-7.8328630E+002,-9.9961361E+000, 3.9952578E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1225991E+002,-2.2940575E+002, 8.3246944E-002, 8.3246944E-002
 7.9840484E+000, 9.3785641E+002,-3.9785897E+002,-7.0543451E+002,-9.4294626E+000, 3.9162783E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2024793E+002,-1.3570375E+002, 8.3246945E-002, 8.3246945E-002
 8.0136347E+000, 9.4896982E+002,-3.9937702E+002,-5.9956075E+002,-9.0982528E+000, 3.7578773E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9263616E+000,-2.1487422E+001, 8.3246946E-002, 8.3246946E-002
 8.0433607E+000, 9.3137775E+002,-3.9381873E+002,-5.3292751E+002,-9.3900522E+000, 3.6585057E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0939158E+001, 3.1826521E+001, 8.3246947E-002, 8.3246947E-002
 8.0723267E+000, 9.1874525E+002,-3.9083132E+002,-5.0383582E+002,-8.6375703E+000, 3.6428479E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4700313E+001, 5.1869012E+001, 8.3246948E-002, 8.3246948E-002
 8.1011600E+000, 8.9508320E+002,-3.8727926E+002,-5.0356279E+002,-1.0007767E+001, 3.6288619E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7030012E+001, 3.0522005E+001, 8.3246949E-002, 8.3246949E-002
 8.1321812E+000, 8.9575316E+002,-3.8661187E+002,-5.2135164E+002,-1.0001736E+001, 3.6184079E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6585529E+001, 1.3971989E+001, 8.3246950E-002, 8.3246950E-002
 8.1603823E+000, 9.0425924E+002,-3.8907824E+002,-5.3044506E+002,-1.1397603E+001, 3.6131773E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2722103E+001, 9.4701156E+000, 8.3246951E-002, 8.3246951E-002
 8.1934919E+000, 9.2975068E+002,-4.0027239E+002,-5.1221454E+002,-1.0533327E+001, 3.7026909E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1711115E+001, 4.3757344E+001, 8.3246952E-002, 8.3246952E-002
 8.2228451E+000, 9.5924762E+002,-4.1002695E+002,-5.0854956E+002,-9.5532565E+000, 3.8469723E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0131293E+001, 6.9587570E+001, 8.3246953E-002, 8.3246953E-002
 8.2529116E+000, 9.6539586E+002,-4.1268448E+002,-5.4962286E+002,-8.9486195E+000, 3.9993511E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5161393E+001, 3.4133410E+001, 8.3246953E-002, 8.3246953E-002
 8.2838774E+000, 9.6347784E+002,-4.1191960E+002,-5.8262636E+002,-9.3353346E+000, 4.0316631E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9802757E+001,-8.6828081E-002, 8.3246954E-002, 8.3246954E-002
 8.3106995E+000, 9.9838489E+002,-4.0887154E+002,-6.4127090E+002,-8.6055184E+000, 3.3833832E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1662811E+002,-2.6529238E+001, 8.3246955E-002, 8.3246955E-002
 8.3406277E+000, 1.0790212E+003,-4.5572890E+002,-6.6376966E+002,-7.2732753E+000, 3.2266447E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4185448E+001,-1.5484151E+001, 8.3246955E-002, 8.3246955E-002
 8.3713055E+000, 9.3895844E+002,-4.0153403E+002,-6.3204683E+002,-8.4828467E+000, 3.2067385E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6205242E+001,-7.1037885E+001, 8.3246956E-002, 8.3246956E-002
 8.4015036E+000, 9.1416251E+002,-3.8701403E+002,-6.0170504E+002,-8.0902462E+000, 3.2495294E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4068166E+001,-5.0151518E+001, 8.3246956E-002, 8.3246956E-002
 8.4326105E+000, 9.1348624E+002,-3.8034395E+002,-5.9744551E+002,-7.2483624E+000, 3.2163452E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8947886E+001,-3.9388123E+001, 8.3246957E-002, 8.3246957E-002
 8.4620199E+000, 9.2707448E+002,-3.8380680E+002,-5.9703910E+002,-8.0557700E+000, 3.2506105E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.8450581E+000,-2.9321081E+001, 8.3246957E-002, 8.3246957E-002
 8.4900150E+000, 9.2126562E+002,-3.8348054E+002,-6.0253813E+002,-9.4033358E+000, 3.2868597E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1919800E+001,-4.1287784E+001, 8.3246958E-002, 8.3246958E-002
 8.5201368E+000, 9.2685662E+002,-3.8352376E+002,-6.2314072E+002,-8.4703860E+000, 3.4346205E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5965186E+001,-5.3932041E+001, 8.3246958E-002, 8.3246958E-002
 8.5506353E+000, 9.5371026E+002,-3.9371369E+002,-6.2767692E+002,-7.0179445E+000, 3.5824054E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0370291E+001,-3.8874236E+001, 8.3246958E-002, 8.3246958E-002
 8.5805969E+000, 9.7754512E+002,-4.0645167E+002,-6.4085016E+002,-8.9411228E+000, 3.6618139E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0283511E+001,-4.2079689E+001, 8.3246959E-002, 8.3246959E-002
 8.6106110E+000, 9.7538564E+002,-4.0471421E+002,-7.1382137E+002,-1.0458569E+001, 3.5116710E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0703304E+002,-1.1849180E+002, 8.1842641E-002, 8.1842641E-002
 8.6402483E+000, 1.1489903E+003,-4.5939237E+002,-7.9238527E+002,-9.1883578E+000, 3.0808233E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9661655E+002,-8.1167495E+001, 7.2147365E-002, 7.2147365E-002
 8.6705856E+000, 1.0867803E+003,-4.4162378E+002,-6.7170031E+002,-1.1429266E+001, 3.2266981E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5115037E-001,-5.7060685E+000, 7.2147365E-002, 7.2147365E-002
 8.7008972E+000, 1.0933440E+003,-4.4639575E+002,-5.7151142E+002,-1.1027844E+001, 3.3373996E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0762809E+002, 9.7782955E+001, 7.2147365E-002, 7.2147365E-002
 8.7317705E+000, 1.0606362E+003,-4.3272041E+002,-5.3289177E+002,-1.1410218E+001, 3.3942829E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3308117E+002, 1.1755660E+002, 7.2147366E-002, 7.2147366E-002
 8.7628212E+000, 1.0313182E+003,-4.2555997E+002,-5.5225947E+002,-1.1280508E+001, 3.2734951E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5803881E+001, 7.4953233E+001, 7.2147366E-002, 7.2147366E-002
 8.7901192E+000, 9.8082503E+002,-4.0928442E+002,-5.8765020E+002,-1.1857980E+001, 3.2442172E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3684921E+001, 4.4745981E+000, 7.2147366E-002, 7.2147366E-002
 8.8226728E+000, 9.3674180E+002,-3.9184171E+002,-6.2101421E+002,-1.2218874E+001, 3.1849244E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3667993E+001,-5.6483759E+001, 7.2147366E-002, 7.2147366E-002
 8.8540411E+000, 9.3559414E+002,-3.8779830E+002,-6.3948429E+002,-1.1676201E+001, 3.1423853E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.1926251E+001,-7.1940807E+001, 7.2147367E-002, 7.2147367E-002
 8.8800755E+000, 9.0638410E+002,-3.7554267E+002,-6.6304143E+002,-1.1462662E+001, 3.1661936E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9303447E+001,-1.1200073E+002, 7.2147367E-002, 7.2147367E-002
 8.9112005E+000, 8.9779765E+002,-3.7666840E+002,-6.8966717E+002,-1.0796857E+001, 3.2833661E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1878282E+002,-1.4650111E+002, 7.2147367E-002, 7.2147367E-002
 8.9414587E+000, 9.3501850E+002,-3.8934336E+002,-6.7546079E+002,-1.0522318E+001, 3.5575711E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9226266E+001,-1.0473225E+002, 7.2147367E-002, 7.2147367E-002
 8.9712534E+000, 9.6077719E+002,-3.9797342E+002,-6.3541154E+002,-1.2034232E+001, 3.6994092E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3029851E+001,-4.7647909E+001, 7.2147367E-002, 7.2147367E-002
 9.0017710E+000, 1.0004696E+003,-4.1715302E+002,-6.1592462E+002,-1.2583457E+001, 3.7251948E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7321476E+001,-7.9395606E+000, 7.2147367E-002, 7.2147367E-002
 9.0318279E+000, 9.8859092E+002,-4.1228316E+002,-6.1973917E+002,-1.2939665E+001, 3.7241376E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2210458E+000,-1.9129697E+001, 7.2147367E-002, 7.2147367E-002
 9.0611725E+000, 1.0124950E+003,-4.2452383E+002,-5.9630186E+002,-1.4090136E+001, 3.7662863E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2109837E+001, 1.5242021E+001, 7.2147368E-002, 7.2147368E-002
 9.0916739E+000, 1.0016908E+003,-4.2298616E+002,-5.5300778E+002,-1.2480093E+001, 3.6980120E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5016906E+001, 5.0196908E+001, 7.2147368E-002, 7.2147368E-002
 9.1204796E+000, 9.8047926E+002,-4.1831419E+002,-5.1093783E+002,-1.1821961E+001, 3.7180718E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0021598E+002, 7.6586000E+001, 7.2147368E-002, 7.2147368E-002
 9.1511812E+000, 9.7253471E+002,-4.1687328E+002,-5.1961783E+002,-1.0778488E+001, 3.7988463E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6523445E+001, 6.3253584E+001, 7.2147368E-002, 7.2147368E-002
 9.1805592E+000, 9.7153674E+002,-4.1796805E+002,-5.5048508E+002,-1.0983335E+001, 3.7295215E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7155564E+001, 2.9395492E+001, 7.2147368E-002, 7.2147368E-002
 9.2106056E+000, 9.6413276E+002,-4.1520887E+002,-5.6520056E+002,-1.0618007E+001, 3.6644741E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8852297E+001, 9.7500630E+000, 7.2147368E-002, 7.2147368E-002
 9.2441092E+000, 9.1679680E+002,-3.9786552E+002,-5.6421135E+002,-1.1028374E+001, 3.5317497E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1572111E+001,-2.0990946E+001, 7.2147368E-002, 7.2147368E-002
 9.2733583E+000, 9.0446142E+002,-3.8971217E+002,-5.6485302E+002,-1.0906146E+001, 3.4265132E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0800583E+000,-2.6744782E+001, 7.2147368E-002, 7.2147368E-002
 9.3048973E+000, 9.1940721E+002,-3.9455262E+002,-5.8623071E+002,-1.0918176E+001, 3.3521921E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.2020673E+000,-3.8772382E+001, 7.2147368E-002, 7.2147368E-002
 9.3305864E+000, 9.1455710E+002,-3.9340072E+002,-6.3061393E+002,-1.0756230E+001, 3.3629957E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7154011E+001,-8.6583814E+001, 7.2147368E-002, 7.2147368E-002
 9.3614140E+000, 8.9302976E+002,-3.8516227E+002,-6.4714415E+002,-1.0406114E+001, 3.3800961E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.7637099E+001,-1.1588181E+002, 7.2147368E-002, 7.2147368E-002
 9.3937817E+000, 9.4189146E+002,-3.8736757E+002,-6.9826816E+002,-7.6170589E+000, 2.9549194E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7393557E+002,-1.2181213E+002, 7.2147369E-002, 7.2147369E-002
 9.4228497E+000, 8.5159457E+002,-3.7207954E+002,-6.7400356E+002,-9.2739238E+000, 2.9727614E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4860128E+002,-1.7403484E+002, 7.2147369E-002, 7.2147369E-002
 9.4524002E+000, 7.8830027E+002,-3.3821385E+002,-6.4342625E+002,-8.9858327E+000, 3.0572036E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4957321E+002,-1.7175363E+002, 7.2147369E-002, 7.2147369E-002
 9.4801865E+000, 7.4101414E+002,-3.1326364E+002,-6.1088426E+002,-8.8348422E+000, 3.0569649E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3888877E+002,-1.6139896E+002, 7.2147369E-002, 7.2147369E-002
 9.5147886E+000, 7.3392491E+002,-3.0806555E+002,-5.7322051E+002,-7.7136682E+000, 3.0356789E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.9288034E+001,-1.2471803E+002, 7.2147369E-002, 7.2147369E-002
 9.5436230E+000, 7.2954928E+002,-3.0497408E+002,-5.3541790E+002,-6.6823103E+000, 2.9696065E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3111416E+001,-8.7828943E+001, 7.2147369E-002, 7.2147369E-002
 9.5724583E+000, 7.3558881E+002,-3.0156607E+002,-5.1702829E+002,-6.3129685E+000, 2.9226943E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5371849E+001,-6.0091572E+001, 7.2147369E-002, 7.2147369E-002
 9.6012936E+000, 7.5434040E+002,-3.1751950E+002,-5.4699749E+002,-5.9925765E+000, 2.8692038E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5934457E+001,-8.7477126E+001, 7.2147369E-002, 7.2147369E-002
 9.6301289E+000, 7.4000688E+002,-3.1200586E+002,-5.6736711E+002,-5.7506312E+000, 2.8237590E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.9360399E+001,-1.1687913E+002, 7.2147369E-002, 7.2147369E-002
 9.6647301E+000, 7.1986665E+002,-3.0522350E+002,-5.4729298E+002,-5.6756890E+000, 2.7373999E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.8494470E+001,-1.1095152E+002, 7.2147369E-002, 7.2147369E-002
 9.6935654E+000, 7.0563922E+002,-2.9714291E+002,-5.1668569E+002,-5.6914254E+000, 2.6144618E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.6012120E+001,-8.7736191E+001, 7.2147369E-002, 7.2147369E-002
 9.7224007E+000, 7.0645095E+002,-2.9536083E+002,-4.9642898E+002,-5.7215908E+000, 2.5693308E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6015230E+001,-6.5367141E+001, 7.2147369E-002, 7.2147369E-002
 9.7512360E+000, 7.2407911E+002,-2.9986157E+002,-4.6227080E+002,-5.7987856E+000, 2.5568700E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7773160E+000,-1.8283347E+001, 7.2147369E-002, 7.2147369E-002
 9.7800703E+000, 7.4368920E+002,-3.0871690E+002,-4.3602282E+002,-6.0397043E+000, 2.5434571E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0119727E+001, 1.8344348E+001, 7.2147369E-002, 7.2147369E-002
 9.8146725E+000, 7.5866089E+002,-3.1615820E+002,-4.2691146E+002,-4.8958007E+000, 2.5161827E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5558455E+001, 3.5857252E+001, 7.2147369E-002, 7.2147369E-002
 9.8435078E+000, 7.9329810E+002,-3.1724924E+002,-4.6333351E+002,-4.9359990E+000, 1.9223664E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.7814311E+001, 2.7003015E+001, 6.5487612E-002, 6.5487612E-002
 9.8717165E+000, 8.5297971E+002,-3.4585831E+002,-5.0127588E+002,-3.7232762E+000, 1.9848648E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.3059628E+000, 2.1970883E+001, 6.1047774E-002, 6.1047774E-002
 9.9025640E+000, 7.4875297E+002,-3.1924755E+002,-4.9532626E+002,-6.2025197E+000, 2.0945580E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5703298E+001,-5.1077776E+001, 6.1047774E-002, 6.1047774E-002
 9.9332609E+000, 7.1771625E+002,-2.9966831E+002,-5.1420984E+002,-6.2635191E+000, 2.3309302E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.8109270E+001,-7.9116117E+001, 6.1047774E-002, 6.1047774E-002
 9.9603701E+000, 6.6694179E+002,-2.8001077E+002,-5.1786402E+002,-7.3499476E+000, 2.4093059E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.4177106E+001,-1.1418989E+002, 6.1047774E-002, 6.1047774E-002
 9.9953909E+000, 6.5488711E+002,-2.6913911E+002,-4.8696639E+002,-6.4039934E+000, 2.4423118E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.8692165E+001,-8.3199261E+001, 6.1047774E-002, 6.1047774E-002
 1.0024574E+001, 6.2642470E+002,-2.5900300E+002,-4.5312790E+002,-7.4058640E+000, 2.4849135E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7837421E+001,-6.8262940E+001, 6.1047774E-002, 6.1047774E-002
 1.0055510E+001, 6.1300299E+002,-2.5362332E+002,-4.3597493E+002,-6.2872777E+000, 2.4789153E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.7569547E+001,-5.8093377E+001, 6.1047774E-002, 6.1047774E-002
 1.0081191E+001, 6.1410347E+002,-2.5008533E+002,-4.2428270E+002,-5.8062493E+000, 2.4982958E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2501314E+001,-4.1087858E+001, 6.1047774E-002, 6.1047774E-002
 1.0115163E+001, 6.3321454E+002,-2.6010393E+002,-4.3355302E+002,-4.6440891E+000, 2.5083037E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7467426E+001,-4.0003466E+001, 6.1047774E-002, 6.1047774E-002
 1.0143473E+001, 6.2463469E+002,-2.6160940E+002,-4.3534436E+002,-5.4710149E+000, 2.5330001E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9762775E+001,-5.2460084E+001, 6.1047774E-002, 6.1047774E-002
 1.0171782E+001, 6.2939117E+002,-2.6093855E+002,-4.4375398E+002,-5.5751553E+000, 2.5205692E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1042276E+001,-5.5670827E+001, 6.1047774E-002, 6.1047774E-002
 1.0201225E+001, 6.1708036E+002,-2.5605446E+002,-4.4391168E+002,-6.1674870E+000, 2.4684318E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.1065614E+001,-6.4368946E+001, 6.1047774E-002, 6.1047774E-002
 1.0232366E+001, 6.1904336E+002,-2.6085082E+002,-4.3606610E+002,-5.7197046E+000, 2.4245591E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4306703E+001,-5.9347673E+001, 6.1047774E-002, 6.1047774E-002
 1.0264856E+001, 5.9905749E+002,-2.5222885E+002,-4.2437494E+002,-6.6761072E+000, 2.4065429E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.7083658E+001,-6.0156978E+001, 6.1047774E-002, 6.1047774E-002
 1.0294996E+001, 5.9132406E+002,-2.4930262E+002,-4.2836596E+002,-7.1098724E+000, 2.4423460E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6829119E+001,-6.9030937E+001, 6.1047774E-002, 6.1047774E-002
 1.0321619E+001, 5.8680203E+002,-2.4506967E+002,-4.1579579E+002,-7.5783042E+000, 2.4879843E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0233597E+001,-5.6761889E+001, 6.1047774E-002, 6.1047774E-002
 1.0354774E+001, 5.9285481E+002,-2.4772763E+002,-3.7522946E+002,-7.1593399E+000, 2.5339067E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5728015E+000,-1.1922551E+001, 6.1047774E-002, 6.1047774E-002
 1.0381789E+001, 6.0092829E+002,-2.5236537E+002,-3.4407784E+002,-7.2682774E+000, 2.5457621E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7039576E+001, 2.2674426E+001, 6.1047774E-002, 6.1047774E-002
 1.0411270E+001, 6.6181596E+002,-2.6589657E+002,-3.4939970E+002,-5.4498144E+000, 2.1442395E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5694953E+000, 6.2512263E+001, 5.1798111E-002, 5.1798111E-002
 1.0440751E+001, 7.2520059E+002,-3.0067470E+002,-3.4320497E+002,-6.1696893E+000, 2.1335892E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8893683E+001, 9.6487129E+001, 4.9948179E-002, 4.9948179E-002
 1.0473197E+001, 7.1752951E+002,-3.0079971E+002,-3.4803265E+002,-7.0373889E+000, 2.1938056E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0263538E+002, 8.3597815E+001, 4.9948179E-002, 4.9948179E-002
 1.0503044E+001, 6.9950951E+002,-2.9419860E+002,-3.8569720E+002,-7.3928536E+000, 2.2914438E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9668123E+001, 3.5135291E+001, 4.9948179E-002, 4.9948179E-002
 1.0533063E+001, 6.5324053E+002,-2.7767050E+002,-4.3137459E+002,-8.1607212E+000, 2.3013195E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1364674E+001,-4.0952078E+001, 4.9948179E-002, 4.9948179E-002
 1.0560924E+001, 6.0975147E+002,-2.5688334E+002,-4.6551820E+002,-8.2030739E+000, 2.3291269E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.0887851E+001,-9.7561872E+001, 4.9948179E-002, 4.9948179E-002
 1.0594976E+001, 6.1024742E+002,-2.5249799E+002,-4.5762539E+002,-6.9968775E+000, 2.3370302E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.2152680E+001,-8.3502531E+001, 4.9948179E-002, 4.9948179E-002
 1.0623353E+001, 6.0614429E+002,-2.5205753E+002,-4.4850480E+002,-6.8815609E+000, 2.3367790E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.6860516E+001,-7.7931808E+001, 4.9948179E-002, 4.9948179E-002
 1.0651730E+001, 6.1110577E+002,-2.5038456E+002,-4.6026735E+002,-6.1485182E+000, 2.3714136E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0395061E+001,-8.1980523E+001, 4.9948179E-002, 4.9948179E-002
 1.0680107E+001, 6.1497822E+002,-2.5521230E+002,-4.5527392E+002,-7.0508903E+000, 2.3762865E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.1638834E+001,-7.8796025E+001, 4.9948179E-002, 4.9948179E-002
