Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.133E+00, 1.782E+02, 4.414E+01, 7.559E+01, 2.446E+01, 2.706E+01, 5.505E+01, 0.000E+00, 6.564E+01, 6.300E+00, 1.194E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.777E+02
