s,C
 4.1946175E+001, 5.2366105E+001
 4.2000970E+001, 5.2400755E+001
 4.2074029E+001, 5.2442311E+001
 4.2128823E+001, 5.2483917E+001
 4.2183617E+001, 5.2519279E+001
 4.2256676E+001, 5.2560222E+001
 4.2311470E+001, 5.2601051E+001
 4.2366264E+001, 5.2635961E+001
 4.2421059E+001, 5.2670224E+001
 4.2494118E+001, 5.2708198E+001
 4.2548912E+001, 5.2743752E+001
 4.2615042E+001, 5.2774635E+001
 4.2662907E+001, 5.2802583E+001
 4.2729918E+001, 5.2830130E+001
 4.2782570E+001, 5.2858021E+001
 4.2849022E+001, 5.2884451E+001
 4.2911724E+001, 5.2911993E+001
 4.2974425E+001, 5.2937642E+001
 4.3021451E+001, 5.2958986E+001
 4.3084153E+001, 5.2979245E+001
 4.3146855E+001, 5.3001282E+001
 4.3209556E+001, 5.3022294E+001
 4.3275393E+001, 5.3043174E+001
 4.3327122E+001, 5.3061983E+001
 4.3396093E+001, 5.3081701E+001
 4.3449546E+001, 5.3103848E+001
 4.3506448E+001, 5.3126870E+001
 4.3563350E+001, 5.3154002E+001
 4.3631473E+001, 5.3188185E+001
 4.3682566E+001, 5.3225757E+001
 4.3750689E+001, 5.3266985E+001
 4.3801782E+001, 5.3310038E+001
 4.3869906E+001, 5.3354051E+001
 4.3920998E+001, 5.3398237E+001
 4.3989122E+001, 5.3441893E+001
 4.4040215E+001, 5.3484645E+001
 4.4115151E+001, 5.3529109E+001
 4.4171353E+001, 5.3573110E+001
 4.4227554E+001, 5.3609320E+001
 4.4283756E+001, 5.3644230E+001
 4.4356462E+001, 5.3682542E+001
 4.4405975E+001, 5.3717176E+001
 4.4471991E+001, 5.3749136E+001
 4.4521503E+001, 5.3780044E+001
 4.4587519E+001, 5.3809840E+001
 4.4653535E+001, 5.3842633E+001
 4.4703048E+001, 5.3870258E+001
 4.4769064E+001, 5.3896851E+001
 4.4829723E+001, 5.3924553E+001
 4.4888597E+001, 5.3949471E+001
 4.4950415E+001, 5.3973178E+001
 4.5015177E+001, 5.3995972E+001
 4.5065367E+001, 5.4015603E+001
 4.5136604E+001, 5.4036758E+001
 4.5190033E+001, 5.4060354E+001
 4.5243461E+001, 5.4083186E+001
 4.5314699E+001, 5.4111798E+001
 4.5368127E+001, 5.4141346E+001
 4.5431784E+001, 5.4169067E+001
 4.5495441E+001, 5.4200132E+001
 4.5543183E+001, 5.4227707E+001
 4.5606840E+001, 5.4255489E+001
 4.5675271E+001, 5.4288675E+001
 4.5727788E+001, 5.4318525E+001
 4.5780305E+001, 5.4343831E+001
 4.5850328E+001, 5.4372768E+001
 4.5912558E+001, 5.4403254E+001
 4.5972190E+001, 5.4432417E+001
 4.6031822E+001, 5.4462763E+001
 4.6091454E+001, 5.4494781E+001
 4.6151086E+001, 5.4528403E+001
 4.6210718E+001, 5.4563105E+001
 4.6276313E+001, 5.4600310E+001
 4.6325509E+001, 5.4633903E+001
 4.6394384E+001, 5.4668311E+001
 4.6448500E+001, 5.4703369E+001
 4.6502616E+001, 5.4732986E+001
 4.6574771E+001, 5.4766355E+001
 4.6634298E+001, 5.4800718E+001
 4.6693826E+001, 5.4831024E+001
 4.6753354E+001, 5.4861292E+001
 4.6807866E+001, 5.4889955E+001
 4.6877205E+001, 5.4921387E+001
 4.6929210E+001, 5.4952174E+001
 4.6981215E+001, 5.4978056E+001
 4.7050554E+001, 5.5007531E+001
 4.7102559E+001, 5.5036470E+001
 4.7166573E+001, 5.5063920E+001
 4.7228813E+001, 5.5095325E+001
 4.7291053E+001, 5.5128413E+001
 4.7353292E+001, 5.5163251E+001
 4.7403084E+001, 5.5195652E+001
 4.7471548E+001, 5.5229754E+001
 4.7522896E+001, 5.5263713E+001
 4.7591359E+001, 5.5296813E+001
 4.7642707E+001, 5.5329034E+001
 4.7711171E+001, 5.5360277E+001
 4.7762519E+001, 5.5390740E+001
 4.7830982E+001, 5.5420599E+001
 4.7882330E+001, 5.5450138E+001
 4.7950794E+001, 5.5479605E+001
 4.8002141E+001, 5.5509279E+001
 4.8070605E+001, 5.5539246E+001
 4.8121953E+001, 5.5569310E+001
 4.8190417E+001, 5.5599268E+001
 4.8241764E+001, 5.5629011E+001
 4.8310228E+001, 5.5658498E+001
 4.8361576E+001, 5.5687962E+001
 4.8430039E+001, 5.5717793E+001
 4.8481387E+001, 5.5748321E+001
 4.8549851E+001, 5.5779558E+001
 4.8601199E+001, 5.5811109E+001
 4.8669662E+001, 5.5842753E+001
 4.8721010E+001, 5.5874498E+001
 4.8787680E+001, 5.5906238E+001
 4.8848968E+001, 5.5942032E+001
 4.8910257E+001, 5.5979107E+001
 4.8971545E+001, 5.6018745E+001
 4.9034366E+001, 5.6061068E+001
 4.9088300E+001, 5.6102300E+001
 4.9143919E+001, 5.6140263E+001
 4.9218078E+001, 5.6184147E+001
 4.9273697E+001, 5.6226842E+001
 4.9333024E+001, 5.6263397E+001
 4.9391656E+001, 5.6298349E+001
 4.9445190E+001, 5.6329313E+001
 4.9512155E+001, 5.6361385E+001
 4.9574706E+001, 5.6394943E+001
 4.9621620E+001, 5.6423311E+001
 4.9684171E+001, 5.6452121E+001
 4.9746723E+001, 5.6485940E+001
 4.9807286E+001, 5.6520119E+001
 4.9861886E+001, 5.6552653E+001
 4.9931501E+001, 5.6589149E+001
 4.9994565E+001, 5.6629311E+001
 5.0044114E+001, 5.6663689E+001
 5.0113484E+001, 5.6700837E+001
 5.0167988E+001, 5.6740554E+001
 5.0222493E+001, 5.6776166E+001
 5.0295166E+001, 5.6818202E+001
 5.0349670E+001, 5.6859989E+001
 5.0404175E+001, 5.6895032E+001
 5.0476848E+001, 5.6934717E+001
 5.0527386E+001, 5.6971713E+001
 5.0592124E+001, 5.7005690E+001
 5.0640679E+001, 5.7038854E+001
 5.0705418E+001, 5.7071603E+001
 5.0770156E+001, 5.7108600E+001
 5.0834895E+001, 5.7145047E+001
 5.0883450E+001, 5.7176467E+001
 5.0943052E+001, 5.7205857E+001
 5.1000941E+001, 5.7238022E+001
 5.1073304E+001, 5.7274019E+001
 5.1135535E+001, 5.7311818E+001
 5.1183294E+001, 5.7342747E+001
 5.1246973E+001, 5.7374084E+001
 5.1313835E+001, 5.7410969E+001
 5.1366370E+001, 5.7444516E+001
 5.1436417E+001, 5.7478359E+001
 5.1488952E+001, 5.7511435E+001
 5.1546740E+001, 5.7540507E+001
 5.1604529E+001, 5.7569351E+001
 5.1662317E+001, 5.7597355E+001
 5.1720106E+001, 5.7624926E+001
 5.1789196E+001, 5.7654852E+001
 5.1851220E+001, 5.7686681E+001
 5.1910889E+001, 5.7717765E+001
 5.1972050E+001, 5.7749663E+001
 5.2021278E+001, 5.7778960E+001
 5.2086914E+001, 5.7808678E+001
 5.2152550E+001, 5.7841951E+001
 5.2201777E+001, 5.7870511E+001
 5.2267413E+001, 5.7898661E+001
 5.2325259E+001, 5.7928022E+001
 5.2383104E+001, 5.7955076E+001
 5.2440949E+001, 5.7980668E+001
 5.2504579E+001, 5.8006229E+001
 5.2568209E+001, 5.8031514E+001
 5.2631839E+001, 5.8056158E+001
 5.2695469E+001, 5.8080635E+001
 5.2743192E+001, 5.8102215E+001
 5.2806822E+001, 5.8124202E+001
 5.2870452E+001, 5.8150304E+001
 5.2934082E+001, 5.8177910E+001
 5.2981804E+001, 5.8203069E+001
 5.3045434E+001, 5.8228787E+001
 5.3109064E+001, 5.8258494E+001
 5.3175876E+001, 5.8289354E+001
 5.3231870E+001, 5.8318902E+001
 5.3289615E+001, 5.8346320E+001
 5.3347359E+001, 5.8374560E+001
 5.3405103E+001, 5.8403361E+001
 5.3462847E+001, 5.8432554E+001
 5.3533412E+001, 5.8464649E+001
 5.3584729E+001, 5.8495236E+001
 5.3653152E+001, 5.8525280E+001
 5.3704469E+001, 5.8555221E+001
 5.3772892E+001, 5.8585127E+001
 5.3824208E+001, 5.8615019E+001
 5.3892631E+001, 5.8644842E+001
 5.3943948E+001, 5.8674586E+001
 5.4012371E+001, 5.8704261E+001
 5.4063688E+001, 5.8733883E+001
 5.4137242E+001, 5.8764927E+001
 5.4189405E+001, 5.8794835E+001
 5.4241092E+001, 5.8818355E+001
 5.4311166E+001, 5.8843881E+001
 5.4371375E+001, 5.8868572E+001
 5.4431583E+001, 5.8890396E+001
 5.4491791E+001, 5.8911317E+001
 5.4552000E+001, 5.8931746E+001
 5.4613713E+001, 5.8952278E+001
 5.4663385E+001, 5.8971295E+001
 5.4729614E+001, 5.8991355E+001
 5.4782597E+001, 5.9013241E+001
 5.4855449E+001, 5.9038213E+001
 5.4910088E+001, 5.9065231E+001
 5.4971610E+001, 5.9090074E+001
 5.5033131E+001, 5.9117074E+001
 5.5082349E+001, 5.9141289E+001
 5.5150022E+001, 5.9166089E+001
 5.5200778E+001, 5.9190093E+001
 5.5268451E+001, 5.9212858E+001
 5.5336125E+001, 5.9238213E+001
 5.5386881E+001, 5.9260493E+001
 5.5454554E+001, 5.9283864E+001
 5.5505310E+001, 5.9308778E+001
 5.5572983E+001, 5.9334952E+001
 5.5623739E+001, 5.9361530E+001
 5.5691412E+001, 5.9388054E+001
 5.5742168E+001, 5.9414343E+001
 5.5809841E+001, 5.9440271E+001
 5.5865672E+001, 5.9466858E+001
 5.5921503E+001, 5.9489408E+001
 5.5991906E+001, 5.9513585E+001
 5.6041680E+001, 5.9535966E+001
 5.6103030E+001, 5.9556449E+001
 5.6162710E+001, 5.9579179E+001
 5.6222390E+001, 5.9602434E+001
 5.6282069E+001, 5.9626673E+001
 5.6341749E+001, 5.9651610E+001
 5.6401428E+001, 5.9676984E+001
 5.6461108E+001, 5.9702604E+001
 5.6522279E+001, 5.9728725E+001
 5.6587927E+001, 5.9756281E+001
 5.6656857E+001, 5.9785460E+001
 5.6714627E+001, 5.9813285E+001
 5.6774202E+001, 5.9838991E+001
 5.6833777E+001, 5.9865361E+001
 5.6893352E+001, 5.9892309E+001
 5.6952927E+001, 5.9920065E+001
 5.7012502E+001, 5.9948479E+001
 5.7072077E+001, 5.9977047E+001
 5.7128812E+001, 6.0004523E+001
 5.7196882E+001, 6.0033390E+001
 5.7247934E+001, 6.0061173E+001
 5.7316004E+001, 6.0088978E+001
 5.7367056E+001, 6.0117032E+001
 5.7431655E+001, 6.0144419E+001
 5.7492783E+001, 6.0174388E+001
 5.7555439E+001, 6.0204139E+001
 5.7605869E+001, 6.0231207E+001
 5.7673109E+001, 6.0258398E+001
 5.7723540E+001, 6.0284590E+001
 5.7790780E+001, 6.0309898E+001
 5.7841210E+001, 6.0334985E+001
 5.7908451E+001, 6.0360388E+001
 5.7975691E+001, 6.0390212E+001
 5.8026121E+001, 6.0416684E+001
 5.8093362E+001, 6.0442915E+001
 5.8152985E+001, 6.0470093E+001
 5.8200080E+001, 6.0492397E+001
 5.8261152E+001, 6.0513574E+001
 5.8331042E+001, 6.0538286E+001
 5.8391147E+001, 6.0563579E+001
 5.8452650E+001, 6.0589041E+001
 5.8501852E+001, 6.0615327E+001
 5.8569506E+001, 6.0646295E+001
 5.8620246E+001, 6.0679980E+001
 5.8682100E+001, 6.0712980E+001
 5.8742023E+001, 6.0749253E+001
 5.8803443E+001, 6.0785294E+001
 5.8871005E+001, 6.0823137E+001
 5.8929010E+001, 6.0859371E+001
 5.8986277E+001, 6.0891244E+001
 5.9052310E+001, 6.0924024E+001
 5.9114820E+001, 6.0957849E+001
 5.9161703E+001, 6.0986094E+001
 5.9224213E+001, 6.1013569E+001
 5.9286723E+001, 6.1044046E+001
 5.9349233E+001, 6.1073489E+001
 5.9405365E+001, 6.1100187E+001
 5.9472873E+001, 6.1127495E+001
 5.9526880E+001, 6.1154057E+001
 5.9583587E+001, 6.1178199E+001
 5.9642994E+001, 6.1203260E+001
 5.9706857E+001, 6.1229562E+001
 5.9772205E+001, 6.1256362E+001
 5.9824483E+001, 6.1280063E+001
 5.9896366E+001, 6.1303766E+001
 5.9950278E+001, 6.1326577E+001
 6.0000000E+001, 6.1344291E+001
