s,C
 8.5347313E+000, 2.2111851E+001
 8.5877473E+000, 2.2197471E+001
 8.6407633E+000, 2.2276846E+001
 8.7047737E+000, 2.2366500E+001
 8.7665582E+000, 2.2464384E+001
 8.8283428E+000, 2.2560174E+001
 8.8901274E+000, 2.2654538E+001
 8.9519120E+000, 2.2747536E+001
 9.0136965E+000, 2.2839535E+001
 9.0600350E+000, 2.2919515E+001
 9.1218195E+000, 2.2999148E+001
 9.1836041E+000, 2.3089589E+001
 9.2453887E+000, 2.3177751E+001
 9.3071733E+000, 2.3262903E+001
 9.3720471E+000, 2.3347817E+001
 9.4230193E+000, 2.3423335E+001
 9.4909824E+000, 2.3498620E+001
 9.5419546E+000, 2.3572339E+001
 9.6099177E+000, 2.3644497E+001
 9.6608899E+000, 2.3715820E+001
 9.7288530E+000, 2.3786814E+001
 9.7968160E+000, 2.3867191E+001
 9.8457378E+000, 2.3934988E+001
 9.9054990E+000, 2.3996484E+001
 9.9652603E+000, 2.4063572E+001
 1.0025022E+001, 2.4128639E+001
 1.0084783E+001, 2.4191199E+001
 1.0144544E+001, 2.4251518E+001
 1.0204305E+001, 2.4311316E+001
 1.0268549E+001, 2.4375851E+001
 1.0337573E+001, 2.4450559E+001
 1.0391806E+001, 2.4525189E+001
 1.0446039E+001, 2.4594158E+001
 1.0500273E+001, 2.4664912E+001
 1.0572584E+001, 2.4748013E+001
 1.0620711E+001, 2.4825457E+001
 1.0684881E+001, 2.4897970E+001
 1.0749050E+001, 2.4978381E+001
 1.0813220E+001, 2.5055211E+001
 1.0864555E+001, 2.5122238E+001
 1.0935142E+001, 2.5190975E+001
 1.0988082E+001, 2.5260247E+001
 1.1041022E+001, 2.5320876E+001
 1.1115138E+001, 2.5398191E+001
 1.1173372E+001, 2.5483987E+001
 1.1231606E+001, 2.5563625E+001
 1.1289839E+001, 2.5647159E+001
 1.1348073E+001, 2.5734270E+001
 1.1406307E+001, 2.5823635E+001
 1.1462145E+001, 2.5911227E+001
 1.1530206E+001, 2.6004883E+001
 1.1581251E+001, 2.6094391E+001
 1.1656118E+001, 2.6187469E+001
 1.1712268E+001, 2.6280523E+001
 1.1766017E+001, 2.6356263E+001
 1.1831281E+001, 2.6436058E+001
 1.1880229E+001, 2.6512695E+001
 1.1945493E+001, 2.6588632E+001
 1.2015652E+001, 2.6678938E+001
 1.2069495E+001, 2.6760953E+001
 1.2123337E+001, 2.6832114E+001
 1.2195128E+001, 2.6915246E+001
 1.2248971E+001, 2.6998121E+001
 1.2302813E+001, 2.7068776E+001
 1.2374604E+001, 2.7150359E+001
 1.2428447E+001, 2.7230353E+001
 1.2480301E+001, 2.7295739E+001
 1.2544140E+001, 2.7365353E+001
 1.2612767E+001, 2.7445257E+001
 1.2665435E+001, 2.7516943E+001
 1.2735658E+001, 2.7588568E+001
 1.2788325E+001, 2.7660081E+001
 1.2840992E+001, 2.7721665E+001
 1.2911215E+001, 2.7794041E+001
 1.2963882E+001, 2.7866959E+001
 1.3034105E+001, 2.7940495E+001
 1.3086772E+001, 2.8014305E+001
 1.3156995E+001, 2.8087739E+001
 1.3209662E+001, 2.8160046E+001
 1.3262329E+001, 2.8220386E+001
 1.3332552E+001, 2.8288622E+001
 1.3385219E+001, 2.8354788E+001
 1.3455442E+001, 2.8419126E+001
 1.3508110E+001, 2.8482298E+001
 1.3560777E+001, 2.8535749E+001
 1.3631000E+001, 2.8597582E+001
 1.3683667E+001, 2.8659119E+001
 1.3747713E+001, 2.8716726E+001
 1.3809699E+001, 2.8779710E+001
 1.3871686E+001, 2.8843055E+001
 1.3926480E+001, 2.8904002E+001
 1.3981274E+001, 2.8964825E+001
 1.4053877E+001, 2.9039431E+001
 1.4102096E+001, 2.9112783E+001
 1.4168397E+001, 2.9182705E+001
 1.4238013E+001, 2.9265388E+001
 1.4289048E+001, 2.9336421E+001
 1.4354653E+001, 2.9403013E+001
 1.4403857E+001, 2.9467519E+001
 1.4469462E+001, 2.9531143E+001
 1.4535067E+001, 2.9603650E+001
 1.4584270E+001, 2.9667514E+001
 1.4649875E+001, 2.9732611E+001
 1.4703999E+001, 2.9803585E+001
 1.4769652E+001, 2.9875089E+001
 1.4833134E+001, 2.9954849E+001
 1.4880746E+001, 3.0024804E+001
 1.4944228E+001, 3.0094732E+001
 1.5007710E+001, 3.0173860E+001
 1.5071192E+001, 3.0251765E+001
 1.5134674E+001, 3.0328079E+001
 1.5182286E+001, 3.0393424E+001
 1.5245768E+001, 3.0457495E+001
 1.5309250E+001, 3.0529531E+001
 1.5372732E+001, 3.0600505E+001
 1.5420343E+001, 3.0661890E+001
 1.5483825E+001, 3.0722602E+001
 1.5547308E+001, 3.0791318E+001
 1.5610790E+001, 3.0859989E+001
 1.5674272E+001, 3.0929203E+001
 1.5721883E+001, 3.0990606E+001
 1.5793030E+001, 3.1056725E+001
 1.5849688E+001, 3.1130176E+001
 1.5910492E+001, 3.1199127E+001
 1.5971296E+001, 3.1269812E+001
 1.6035140E+001, 3.1341893E+001
 1.6085303E+001, 3.1406818E+001
 1.6152187E+001, 3.1472039E+001
 1.6202350E+001, 3.1536490E+001
 1.6269235E+001, 3.1600164E+001
 1.6322742E+001, 3.1665396E+001
 1.6396315E+001, 3.1732571E+001
 1.6451494E+001, 3.1799210E+001
 1.6500046E+001, 3.1851139E+001
 1.6561134E+001, 3.1906499E+001
 1.6632933E+001, 3.1973907E+001
 1.6680321E+001, 3.2036453E+001
 1.6743504E+001, 3.2095052E+001
 1.6806687E+001, 3.2163083E+001
 1.6869870E+001, 3.2231480E+001
 1.6933054E+001, 3.2299831E+001
 1.6980441E+001, 3.2359678E+001
 1.7045204E+001, 3.2420867E+001
 1.7114705E+001, 3.2494741E+001
 1.7166832E+001, 3.2561229E+001
 1.7236333E+001, 3.2627679E+001
 1.7288459E+001, 3.2693825E+001
 1.7340585E+001, 3.2750337E+001
 1.7410087E+001, 3.2816440E+001
 1.7462213E+001, 3.2882816E+001
 1.7531715E+001, 3.2949181E+001
 1.7592564E+001, 3.3018481E+001
 1.7653414E+001, 3.3083331E+001
 1.7714263E+001, 3.3147337E+001
 1.7775113E+001, 3.3210491E+001
 1.7820750E+001, 3.3264797E+001
 1.7881599E+001, 3.3317742E+001
 1.7942449E+001, 3.3376856E+001
 1.8003298E+001, 3.3434754E+001
 1.8064148E+001, 3.3491847E+001
 1.8129561E+001, 3.3551423E+001
 1.8196496E+001, 3.3614610E+001
 1.8246696E+001, 3.3672751E+001
 1.8313631E+001, 3.3733409E+001
 1.8363832E+001, 3.3795765E+001
 1.8430766E+001, 3.3859294E+001
 1.8480967E+001, 3.3923523E+001
 1.8547901E+001, 3.3988269E+001
 1.8614836E+001, 3.4062575E+001
 1.8665037E+001, 3.4128174E+001
 1.8720258E+001, 3.4189412E+001
 1.8793886E+001, 3.4265443E+001
 1.8849107E+001, 3.4343573E+001
 1.8904327E+001, 3.4411135E+001
 1.8977955E+001, 3.4489325E+001
 1.9038698E+001, 3.4570217E+001
 1.9099441E+001, 3.4640435E+001
 1.9160184E+001, 3.4709468E+001
 1.9200680E+001, 3.4766397E+001
 1.9261423E+001, 3.4822936E+001
 1.9322166E+001, 3.4890803E+001
 1.9395976E+001, 3.4965720E+001
 1.9449539E+001, 3.5037841E+001
 1.9503102E+001, 3.5098980E+001
 1.9574519E+001, 3.5170006E+001
 1.9628081E+001, 3.5240449E+001
 1.9681644E+001, 3.5300332E+001
 1.9753061E+001, 3.5369653E+001
 1.9806624E+001, 3.5438186E+001
 1.9860187E+001, 3.5496252E+001
 1.9931604E+001, 3.5563333E+001
 1.9985166E+001, 3.5629574E+001
 2.0044085E+001, 3.5689178E+001
 2.0115400E+001, 3.5754973E+001
 2.0162809E+001, 3.5813696E+001
 2.0223177E+001, 3.5866746E+001
 2.0283546E+001, 3.5926000E+001
 2.0343915E+001, 3.5984739E+001
 2.0404283E+001, 3.6043098E+001
 2.0464652E+001, 3.6101255E+001
 2.0525020E+001, 3.6159307E+001
 2.0585389E+001, 3.6217322E+001
 2.0645758E+001, 3.6275478E+001
 2.0706126E+001, 3.6334009E+001
 2.0769513E+001, 3.6394930E+001
 2.0835919E+001, 3.6459107E+001
 2.0885723E+001, 3.6516247E+001
 2.0952128E+001, 3.6573402E+001
 2.1001932E+001, 3.6630660E+001
 2.1068338E+001, 3.6688078E+001
 2.1136403E+001, 3.6755195E+001
 2.1191188E+001, 3.6817461E+001
 2.1245972E+001, 3.6872564E+001
 2.1300757E+001, 3.6927268E+001
 2.1373803E+001, 3.6990203E+001
 2.1428587E+001, 3.7052644E+001
 2.1483372E+001, 3.7106847E+001
 2.1552698E+001, 3.7170072E+001
 2.1601903E+001, 3.7232674E+001
 2.1667510E+001, 3.7295239E+001
 2.1733116E+001, 3.7366936E+001
 2.1782321E+001, 3.7429137E+001
 2.1847928E+001, 3.7490483E+001
 2.1913534E+001, 3.7559719E+001
 2.1962739E+001, 3.7619794E+001
 2.2028345E+001, 3.7679540E+001
 2.2093952E+001, 3.7747433E+001
 2.2143157E+001, 3.7806249E+001
 2.2208763E+001, 3.7863903E+001
 2.2274370E+001, 3.7927654E+001
 2.2323575E+001, 3.7981222E+001
 2.2389181E+001, 3.8032645E+001
 2.2454788E+001, 3.8089370E+001
 2.2500078E+001, 3.8135492E+001
 2.2572301E+001, 3.8183546E+001
 2.2630078E+001, 3.8236111E+001
 2.2687856E+001, 3.8282133E+001
 2.2745634E+001, 3.8327608E+001
 2.2809190E+001, 3.8375368E+001
 2.2875923E+001, 3.8425978E+001
 2.2928357E+001, 3.8472286E+001
 2.2980790E+001, 3.8513390E+001
 2.3050701E+001, 3.8563047E+001
 2.3103135E+001, 3.8615045E+001
 2.3173046E+001, 3.8670078E+001
 2.3225479E+001, 3.8728168E+001
 2.3295391E+001, 3.8789448E+001
 2.3343696E+001, 3.8849828E+001
 2.3406979E+001, 3.8908151E+001
 2.3462817E+001, 3.8969394E+001
 2.3524398E+001, 3.9028983E+001
 2.3585978E+001, 3.9090695E+001
 2.3652485E+001, 3.9152800E+001
 2.3712095E+001, 3.9211734E+001
 2.3771705E+001, 3.9265069E+001
 2.3831315E+001, 3.9317416E+001
 2.3890926E+001, 3.9369212E+001
 2.3950536E+001, 3.9420710E+001
 2.4010146E+001, 3.9471992E+001
 2.4074226E+001, 3.9525436E+001
 2.4128323E+001, 3.9576494E+001
 2.4186025E+001, 3.9623939E+001
 2.4245531E+001, 3.9672657E+001
 2.4305037E+001, 3.9721024E+001
 2.4362012E+001, 3.9767105E+001
 2.4431232E+001, 3.9815662E+001
 2.4483147E+001, 3.9862231E+001
 2.4552367E+001, 3.9908387E+001
 2.4612917E+001, 3.9956809E+001
 2.4673468E+001, 4.0002610E+001
 2.4727209E+001, 4.0045102E+001
 2.4780950E+001, 4.0085549E+001
 2.4848126E+001, 4.0130761E+001
 2.4901867E+001, 4.0175629E+001
 2.4974418E+001, 4.0222565E+001
 2.5033533E+001, 4.0271216E+001
 2.5080826E+001, 4.0311265E+001
 2.5152355E+001, 4.0357380E+001
 2.5206002E+001, 4.0406173E+001
 2.5277532E+001, 4.0455745E+001
 2.5331179E+001, 4.0505883E+001
 2.5384826E+001, 4.0549349E+001
 2.5443838E+001, 4.0596587E+001
 2.5508218E+001, 4.0647976E+001
 2.5570931E+001, 4.0705718E+001
 2.5628637E+001, 4.0763176E+001
 2.5686343E+001, 4.0820559E+001
 2.5744050E+001, 4.0878456E+001
 2.5801756E+001, 4.0936059E+001
 2.5875332E+001, 4.1000777E+001
 2.5922939E+001, 4.1059826E+001
 2.5988003E+001, 4.1113253E+001
 2.6040372E+001, 4.1168229E+001
 2.6110196E+001, 4.1223848E+001
 2.6162565E+001, 4.1278748E+001
 2.6232390E+001, 4.1333191E+001
 2.6284758E+001, 4.1387516E+001
 2.6354583E+001, 4.1441951E+001
 2.6406951E+001, 4.1496508E+001
 2.6473040E+001, 4.1548863E+001
 2.6535392E+001, 4.1605077E+001
 2.6582156E+001, 4.1652438E+001
 2.6644508E+001, 4.1698833E+001
 2.6706860E+001, 4.1750644E+001
 2.6769212E+001, 4.1801133E+001
 2.6831564E+001, 4.1850505E+001
 2.6893916E+001, 4.1899414E+001
 2.6940681E+001, 4.1942311E+001
 2.7003033E+001, 4.1985593E+001
 2.7065385E+001, 4.2035755E+001
 2.7127737E+001, 4.2086834E+001
 2.7190089E+001, 4.2138446E+001
 2.7252441E+001, 4.2189999E+001
 2.7302323E+001, 4.2236552E+001
 2.7370910E+001, 4.2285171E+001
 2.7425780E+001, 4.2335915E+001
 2.7482365E+001, 4.2381114E+001
 2.7550720E+001, 4.2430563E+001
 2.7600213E+001, 4.2477528E+001
 2.7666205E+001, 4.2523800E+001
 2.7732196E+001, 4.2576625E+001
 2.7781689E+001, 4.2622791E+001
 2.7847681E+001, 4.2668959E+001
 2.7913672E+001, 4.2721719E+001
 2.7963166E+001, 4.2767673E+001
 2.8035756E+001, 4.2815955E+001
 2.8090199E+001, 4.2864281E+001
 2.8144642E+001, 4.2905135E+001
 2.8215098E+001, 4.2951775E+001
 2.8263139E+001, 4.2995893E+001
 2.8327192E+001, 4.3038578E+001
 2.8391246E+001, 4.3087656E+001
 2.8455299E+001, 4.3137216E+001
 2.8503339E+001, 4.3181415E+001
 2.8567393E+001, 4.3227925E+001
 2.8631446E+001, 4.3286955E+001
 2.8695500E+001, 4.3352564E+001
 2.8743540E+001, 4.3412639E+001
 2.8807593E+001, 4.3472707E+001
 2.8860437E+001, 4.3534779E+001
 2.8930896E+001, 4.3596225E+001
 2.8983740E+001, 4.3655574E+001
 2.9054199E+001, 4.3713827E+001
 2.9107043E+001, 4.3771339E+001
 2.9177502E+001, 4.3828241E+001
 2.9230346E+001, 4.3884585E+001
 2.9283980E+001, 4.3932697E+001
 2.9350551E+001, 4.3985310E+001
 2.9410280E+001, 4.4039180E+001
 2.9470010E+001, 4.4089067E+001
 2.9529739E+001, 4.4136823E+001
 2.9589468E+001, 4.4182631E+001
 2.9649197E+001, 4.4227071E+001
 2.9710420E+001, 4.4271489E+001
 2.9776122E+001, 4.4318108E+001
 2.9825398E+001, 4.4360153E+001
 2.9894386E+001, 4.4404328E+001
 2.9948590E+001, 4.4451244E+001
 3.0002794E+001, 4.4493332E+001
 3.0075067E+001, 4.4543746E+001
 3.0129271E+001, 4.4595373E+001
 3.0183475E+001, 4.4640526E+001
 3.0250172E+001, 4.4691244E+001
 3.0315010E+001, 4.4748139E+001
 3.0360166E+001, 4.4796500E+001
 3.0432534E+001, 4.4849337E+001
 3.0490428E+001, 4.4908677E+001
 3.0548322E+001, 4.4961438E+001
 3.0606216E+001, 4.5014062E+001
 3.0664110E+001, 4.5066573E+001
 3.0722004E+001, 4.5119044E+001
 3.0784240E+001, 4.5174051E+001
 3.0847923E+001, 4.5231503E+001
 3.0911607E+001, 4.5289402E+001
 3.0975290E+001, 4.5346866E+001
 3.1027829E+001, 4.5399382E+001
 3.1080368E+001, 4.5445540E+001
 3.1150419E+001, 4.5498431E+001
 3.1202958E+001, 4.5550134E+001
 3.1273010E+001, 4.5600356E+001
 3.1325549E+001, 4.5649362E+001
 3.1395601E+001, 4.5697132E+001
 3.1445656E+001, 4.5742686E+001
 3.1505775E+001, 4.5783341E+001
 3.1560635E+001, 4.5825413E+001
 3.1627020E+001, 4.5869817E+001
 3.1680127E+001, 4.5913751E+001
 3.1747839E+001, 4.5958290E+001
 3.1806258E+001, 4.6004878E+001
 3.1864676E+001, 4.6047308E+001
 3.1923095E+001, 4.6089206E+001
 3.1981513E+001, 4.6130526E+001
 3.2054536E+001, 4.6176501E+001
 3.2101271E+001, 4.6218614E+001
 3.2167138E+001, 4.6258362E+001
 3.2220152E+001, 4.6300667E+001
 3.2290839E+001, 4.6344500E+001
 3.2343853E+001, 4.6388486E+001
 3.2407242E+001, 4.6429228E+001
 3.2465839E+001, 4.6472003E+001
 3.2522839E+001, 4.6512561E+001
 3.2594090E+001, 4.6557551E+001
 3.2651090E+001, 4.6602576E+001
 3.2708090E+001, 4.6643027E+001
 3.2765090E+001, 4.6684260E+001
 3.2822091E+001, 4.6726532E+001
 3.2884791E+001, 4.6772440E+001
 3.2947491E+001, 4.6820238E+001
 3.3010192E+001, 4.6867420E+001
 3.3072892E+001, 4.6913420E+001
 3.3121485E+001, 4.6953346E+001
 3.3190455E+001, 4.6994659E+001
 3.3245631E+001, 4.7037745E+001
 3.3302532E+001, 4.7076340E+001
 3.3369019E+001, 4.7118052E+001
 3.3425854E+001, 4.7160010E+001
 3.3482690E+001, 4.7199540E+001
 3.3553734E+001, 4.7243860E+001
 3.3610570E+001, 4.7287740E+001
 3.3667405E+001, 4.7325714E+001
 3.3724241E+001, 4.7362187E+001
 3.3781076E+001, 4.7397269E+001
 3.3840753E+001, 4.7432549E+001
 3.3903272E+001, 4.7469062E+001
 3.3965791E+001, 4.7506085E+001
 3.4028310E+001, 4.7543085E+001
 3.4090829E+001, 4.7579907E+001
 3.4142408E+001, 4.7613634E+001
 3.4211178E+001, 4.7648739E+001
 3.4262757E+001, 4.7684694E+001
 3.4336685E+001, 4.7725819E+001
 3.4386418E+001, 4.7769446E+001
 3.4452728E+001, 4.7815840E+001
 3.4502460E+001, 4.7865682E+001
 3.4568770E+001, 4.7917578E+001
 3.4635080E+001, 4.7977888E+001
 3.4684812E+001, 4.8030608E+001
 3.4751122E+001, 4.8081696E+001
 3.4800855E+001, 4.8130235E+001
 3.4867165E+001, 4.8175780E+001
 3.4933475E+001, 4.8224783E+001
 3.4983207E+001, 4.8265524E+001
 3.5049517E+001, 4.8304761E+001
 3.5117485E+001, 4.8349186E+001
 3.5172190E+001, 4.8389366E+001
 3.5226896E+001, 4.8424623E+001
 3.5281602E+001, 4.8459929E+001
 3.5354543E+001, 4.8501422E+001
 3.5409248E+001, 4.8543411E+001
 3.5463954E+001, 4.8580472E+001
 3.5524130E+001, 4.8621308E+001
 3.5584307E+001, 4.8664055E+001
 3.5642400E+001, 4.8705443E+001
 3.5714301E+001, 4.8749546E+001
 3.5768228E+001, 4.8791423E+001
 3.5822154E+001, 4.8826412E+001
 3.5894056E+001, 4.8866276E+001
 3.5945903E+001, 4.8904611E+001
 3.6009486E+001, 4.8940146E+001
 3.6061942E+001, 4.8977262E+001
 3.6136274E+001, 4.9018355E+001
 3.6186165E+001, 4.9057994E+001
 3.6252687E+001, 4.9095908E+001
 3.6302578E+001, 4.9133863E+001
 3.6369099E+001, 4.9171587E+001
 3.6435620E+001, 4.9214254E+001
 3.6485511E+001, 4.9251410E+001
 3.6552032E+001, 4.9288667E+001
 3.6601923E+001, 4.9326076E+001
 3.6668444E+001, 4.9363587E+001
 3.6723324E+001, 4.9403092E+001
 3.6796498E+001, 4.9443297E+001
 3.6851378E+001, 4.9482344E+001
 3.6906258E+001, 4.9515004E+001
 3.6961138E+001, 4.9547431E+001
 3.7034311E+001, 4.9585948E+001
 3.7089191E+001, 4.9625585E+001
 3.7144071E+001, 4.9660216E+001
 3.7217245E+001, 4.9701134E+001
 3.7272125E+001, 4.9742458E+001
 3.7330664E+001, 4.9779682E+001
 3.7388829E+001, 4.9817543E+001
 3.7442589E+001, 4.9853347E+001
 3.7514270E+001, 4.9894001E+001
 3.7568030E+001, 4.9934568E+001
 3.7621791E+001, 4.9969164E+001
 3.7693471E+001, 5.0009186E+001
 3.7741656E+001, 5.0046428E+001
 3.7805903E+001, 5.0081466E+001
 3.7870150E+001, 5.0121074E+001
 3.7932332E+001, 5.0159466E+001
 3.7988318E+001, 5.0194570E+001
 3.8044303E+001, 5.0227615E+001
 3.8100289E+001, 5.0259462E+001
 3.8161873E+001, 5.0291751E+001
 3.8226537E+001, 5.0324809E+001
 3.8294280E+001, 5.0358400E+001
 3.8345087E+001, 5.0387878E+001
 3.8416216E+001, 5.0418494E+001
 3.8472104E+001, 5.0450926E+001
 3.8531718E+001, 5.0481490E+001
 3.8593194E+001, 5.0514191E+001
 3.8654671E+001, 5.0547751E+001
 3.8716147E+001, 5.0581626E+001
 3.8777624E+001, 5.0615741E+001
 3.8839100E+001, 5.0650694E+001
 3.8880085E+001, 5.0681522E+001
 3.8952731E+001, 5.0717899E+001
 3.9007215E+001, 5.0761726E+001
 3.9061700E+001, 5.0800573E+001
 3.9134346E+001, 5.0846070E+001
 3.9188830E+001, 5.0891009E+001
 3.9243315E+001, 5.0929010E+001
 3.9315961E+001, 5.0972695E+001
 3.9370445E+001, 5.1016050E+001
 3.9424930E+001, 5.1053658E+001
 3.9493843E+001, 5.1096855E+001
 3.9551750E+001, 5.1141141E+001
 3.9609658E+001, 5.1182675E+001
 3.9671908E+001, 5.1226028E+001
 3.9735606E+001, 5.1270701E+001
 3.9786565E+001, 5.1311026E+001
 3.9856632E+001, 5.1352553E+001
 3.9909183E+001, 5.1393763E+001
 3.9961734E+001, 5.1428650E+001
 4.0031802E+001, 5.1468976E+001
 4.0084353E+001, 5.1508984E+001
 4.0154421E+001, 5.1548288E+001
 4.0206972E+001, 5.1586238E+001
 4.0270790E+001, 5.1620028E+001
 4.0332524E+001, 5.1655057E+001
 4.0394259E+001, 5.1688079E+001
 4.0440559E+001, 5.1715940E+001
 4.0502294E+001, 5.1742951E+001
 4.0564028E+001, 5.1773050E+001
 4.0625763E+001, 5.1802429E+001
 4.0690584E+001, 5.1831929E+001
 4.0746608E+001, 5.1859573E+001
 4.0802632E+001, 5.1883823E+001
 4.0877330E+001, 5.1910909E+001
 4.0933354E+001, 5.1936881E+001
 4.0989378E+001, 5.1958397E+001
 4.1045402E+001, 5.1979408E+001
 4.1115960E+001, 5.2002426E+001
 4.1165773E+001, 5.2023718E+001
 4.1232190E+001, 5.2043582E+001
 4.1282003E+001, 5.2062715E+001
 4.1348420E+001, 5.2081536E+001
 4.1414838E+001, 5.2103574E+001
 4.1464651E+001, 5.2124294E+001
 4.1531068E+001, 5.2147528E+001
 4.1580881E+001, 5.2173046E+001
 4.1653940E+001, 5.2202415E+001
 4.1708734E+001, 5.2233935E+001
 4.1763528E+001, 5.2262093E+001
 4.1836587E+001, 5.2296582E+001
 4.1891381E+001, 5.2333011E+001
