s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
 7.7668715E-001, 1.6121702E+002,-8.7850436E+001, 5.3430365E-001,-7.1582767E-001, 1.3386800E-001, 0.0000000E+000, 0.0000000E+000, 7.7411320E+001, 7.3318929E+001, 1.2453295E-003, 1.2453295E-003
 8.1441504E-001, 1.3942372E+002,-7.2816516E+001, 1.4845364E+000,-6.6758512E-001, 1.4512594E-001, 0.0000000E+000, 0.0000000E+000, 7.3866789E+001, 6.7569285E+001, 1.2859299E-003, 1.2859299E-003
 8.5591573E-001, 1.2220301E+002,-5.5384856E+001, 1.5062748E+000,-5.3836712E-001, 1.5777250E-001, 0.0000000E+000, 0.0000000E+000, 6.8024306E+001, 6.7943837E+001, 1.3282739E-003, 1.3282739E-003
 9.3848789E-001, 1.2762675E+002,-5.3882972E+001, 1.1770786E+000,-4.4218662E-001, 1.8012724E-001, 0.0000000E+000, 0.0000000E+000, 6.7967697E+001, 7.4658799E+001, 1.3867977E-003, 1.3867977E-003
 9.7955936E-001, 1.2641828E+002,-5.5975431E+001, 1.4624361E+000,-4.0258192E-001, 2.0135284E-001, 0.0000000E+000, 0.0000000E+000, 8.0942774E+001, 7.1704051E+001, 1.4406514E-003, 1.4406514E-003
 1.0358763E+000, 1.4054426E+002,-5.0319217E+001, 2.0828958E+000,-3.5120674E-001, 2.1314461E-001, 0.0000000E+000, 0.0000000E+000, 8.3506306E+001, 9.2169880E+001, 1.4744451E-003, 1.4744451E-003
 1.0905534E+000, 1.4964950E+002,-5.2131511E+001, 1.7872493E+000,-3.9382208E-001, 2.2705104E-001, 0.0000000E+000, 0.0000000E+000, 9.4669467E+001, 9.9138465E+001, 1.5154907E-003, 1.5154907E-003
 1.1615249E+000, 1.6685905E+002,-5.7488548E+001, 2.3194464E+000,-3.8631835E-001, 2.4261604E-001, 0.0000000E+000, 0.0000000E+000, 1.0582750E+002, 1.1154625E+002, 1.5568357E-003, 1.5568357E-003
 1.2005664E+000, 1.8431009E+002,-6.3099884E+001, 2.1050422E+000,-3.9275849E-001, 2.5402444E-001, 0.0000000E+000, 0.0000000E+000, 1.1965328E+002, 1.2317652E+002, 1.5897713E-003, 1.5897713E-003
 1.2672564E+000, 1.7476412E+002,-5.8686478E+001, 2.7150335E+000,-4.2762486E-001, 2.6389271E-001, 0.0000000E+000, 0.0000000E+000, 1.2068288E+002, 1.1862894E+002, 1.6188718E-003, 1.6188718E-003
 1.3271194E+000, 1.4117041E+002,-4.2581796E+001, 2.1400162E+000,-5.0532921E-001, 2.7410929E-001, 0.0000000E+000, 0.0000000E+000, 1.0460136E+002, 1.0049741E+002, 1.6511094E-003, 1.6511094E-003
 1.3869823E+000, 1.2147288E+002,-3.5718167E+001, 2.0036553E+000,-6.0147359E-001, 2.8219731E-001, 0.0000000E+000, 0.0000000E+000, 9.0345844E+001, 8.7439089E+001, 1.6789032E-003, 1.6789032E-003
 1.4468453E+000, 1.1096658E+002,-3.2279566E+001, 1.8206477E+000,-7.1008430E-001, 2.8952932E-001, 0.0000000E+000, 0.0000000E+000, 8.1194029E+001, 8.0087102E+001, 1.7039265E-003, 1.7039265E-003
 1.5067083E+000, 1.0961288E+002,-3.2569497E+001, 1.6809258E+000,-8.6706444E-001, 2.9462387E-001, 0.0000000E+000, 0.0000000E+000, 7.8741482E+001, 7.8151866E+001, 1.7264202E-003, 1.7264202E-003
 1.5665712E+000, 1.0324189E+002,-2.8123728E+001, 1.9077080E+000,-1.0240063E+000, 3.0038225E-001, 0.0000000E+000, 0.0000000E+000, 7.6815645E+001, 7.6302246E+001, 1.7466116E-003, 1.7466116E-003
 1.6264342E+000, 9.8942564E+001,-2.7073029E+001, 1.8412058E+000,-1.1626107E+000, 3.0479414E-001, 0.0000000E+000, 0.0000000E+000, 7.4061535E+001, 7.2852925E+001, 1.7647133E-003, 1.7647133E-003
 1.6862972E+000, 9.4186767E+001,-2.7469957E+001, 1.6591734E+000,-1.3274622E+000, 3.0756698E-001, 0.0000000E+000, 0.0000000E+000, 6.8632434E+001, 6.7356088E+001, 1.7809231E-003, 1.7809231E-003
 1.7461601E+000, 8.9624288E+001,-2.7110068E+001, 1.4464954E+000,-1.5215319E+000, 3.0953364E-001, 0.0000000E+000, 0.0000000E+000, 6.4032093E+001, 6.2748717E+001, 1.7954241E-003, 1.7954241E-003
 1.8060230E+000, 8.7926506E+001,-2.7757577E+001, 1.5590346E+000,-1.7289903E+000, 3.1174309E-001, 0.0000000E+000, 0.0000000E+000, 6.0700917E+001, 6.0310716E+001, 1.8083845E-003, 1.8083845E-003
 1.8658860E+000, 8.7327919E+001,-2.7500339E+001, 1.4056019E+000,-2.0095018E+000, 3.1414115E-001, 0.0000000E+000, 0.0000000E+000, 5.9563026E+001, 5.9537820E+001, 1.8199587E-003, 1.8199587E-003
 1.9257489E+000, 8.8876372E+001,-2.7976324E+001, 1.5243954E+000,-2.4422186E+000, 3.1667960E-001, 0.0000000E+000, 0.0000000E+000, 6.0138904E+001, 6.0298905E+001, 1.8302874E-003, 1.8302874E-003
 1.9856119E+000, 9.0334050E+001,-2.8901184E+001, 1.7388818E+000,-2.9845218E+000, 3.2007823E-001, 0.0000000E+000, 0.0000000E+000, 6.0480826E+001, 6.0507304E+001, 1.8394986E-003, 1.8394986E-003
 2.0454748E+000, 9.1439711E+001,-2.9404108E+001, 1.5181544E+000,-3.5013720E+000, 3.2442556E-001, 0.0000000E+000, 0.0000000E+000, 6.0212861E+001, 6.0376811E+001, 1.8477086E-003, 1.8477086E-003
 2.1053379E+000, 9.2834058E+001,-2.9426189E+001, 1.5385743E+000,-3.9133374E+000, 3.2662909E-001, 0.0000000E+000, 0.0000000E+000, 6.1019224E+001, 6.1359735E+001, 1.8550223E-003, 1.8550223E-003
 2.1652007E+000, 9.4227967E+001,-2.9867253E+001, 1.7993720E+000,-4.2973555E+000, 3.2589841E-001, 0.0000000E+000, 0.0000000E+000, 6.2106955E+001, 6.2188628E+001, 1.8615347E-003, 1.8615347E-003
 2.2250638E+000, 9.1949823E+001,-2.8888766E+001, 1.7194109E+000,-4.6677919E+000, 3.2502462E-001, 0.0000000E+000, 0.0000000E+000, 6.0821535E+001, 6.0437700E+001, 1.8673311E-003, 1.8673311E-003
 2.2894166E+000, 9.0362307E+001,-2.8519721E+001, 1.4496844E+000,-5.0301084E+000, 3.2550367E-001, 0.0000000E+000, 0.0000000E+000, 5.8794160E+001, 5.8587665E+001, 1.8727125E-003, 1.8727125E-003
 2.3552656E+000, 9.3895926E+001,-2.9964236E+001, 1.3919790E+000,-5.4026233E+000, 3.2428461E-001, 0.0000000E+000, 0.0000000E+000, 5.9548039E+001, 6.0245330E+001, 1.8776611E-003, 1.8776611E-003
 2.4046526E+000, 9.8451307E+001,-3.1725354E+001, 1.7344558E+000,-5.7489774E+000, 3.2680160E-001, 0.0000000E+000, 0.0000000E+000, 6.2278402E+001, 6.3038233E+001, 1.8815428E-003, 1.8815428E-003
 2.4705019E+000, 9.9072096E+001,-3.1051932E+001, 1.8063068E+000,-6.0677262E+000, 3.3198390E-001, 0.0000000E+000, 0.0000000E+000, 6.3970772E+001, 6.4090729E+001, 1.8849899E-003, 1.8849899E-003
 2.5231812E+000, 9.9897083E+001,-3.2205900E+001, 1.8947623E+000,-6.3558288E+000, 3.3418434E-001, 0.0000000E+000, 0.0000000E+000, 6.3996613E+001, 6.3564301E+001, 1.8881938E-003, 1.8881938E-003
 2.5829394E+000, 9.7555809E+001,-3.2560730E+001, 1.6989286E+000,-6.5758977E+000, 3.3612781E-001, 0.0000000E+000, 0.0000000E+000, 6.1527419E+001, 6.0454238E+001, 1.8909227E-003, 1.8909227E-003
 2.6426976E+000, 9.5289812E+001,-3.1084721E+001, 1.6362859E+000,-6.7496522E+000, 3.3949647E-001, 0.0000000E+000, 0.0000000E+000, 5.9207849E+001, 5.9431222E+001, 1.8934564E-003, 1.8934564E-003
 2.7024560E+000, 9.4021401E+001,-3.0773146E+001, 1.5990713E+000,-6.8732825E+000, 3.4223917E-001, 0.0000000E+000, 0.0000000E+000, 5.8556446E+001, 5.8316283E+001, 1.8957075E-003, 1.8957075E-003
 2.7622142E+000, 9.7605961E+001,-3.2460195E+001, 1.6296589E+000,-6.9646591E+000, 3.4584313E-001, 0.0000000E+000, 0.0000000E+000, 5.9492500E+001, 6.0156610E+001, 1.8977073E-003, 1.8977073E-003
 2.8219724E+000, 1.0472910E+002,-3.5191706E+001, 1.5615756E+000,-7.0267170E+000, 3.5025811E-001, 0.0000000E+000, 0.0000000E+000, 6.2557407E+001, 6.4422516E+001, 1.8994835E-003, 1.8994835E-003
 2.8817306E+000, 1.1538779E+002,-3.9701286E+001, 1.9500118E+000,-7.1214846E+000, 3.5455613E-001, 0.0000000E+000, 0.0000000E+000, 6.8624845E+001, 7.0869590E+001, 1.9010610E-003, 1.9010610E-003
 2.9563706E+000, 1.1495937E+002,-3.8619616E+001, 1.7563092E+000,-7.2280833E+000, 3.5653682E-001, 0.0000000E+000, 0.0000000E+000, 7.1762619E+001, 7.1224521E+001, 1.9026091E-003, 1.9026091E-003
 3.0085723E+000, 1.1243806E+002,-3.6355817E+001, 1.7043271E+000,-7.3028286E+000, 3.4838566E-001, 0.0000000E+000, 0.0000000E+000, 7.1108803E+001, 7.0832126E+001, 1.9038982E-003, 1.9038982E-003
 3.0704062E+000, 1.0327935E+002,-3.3304535E+001, 1.8043184E+000,-7.3911368E+000, 3.3802177E-001, 0.0000000E+000, 0.0000000E+000, 6.6832519E+001, 6.4726019E+001, 1.9049159E-003, 1.9049159E-003
 3.1322398E+000, 9.0121950E+001,-2.7051140E+001, 1.6186233E+000,-7.4461010E+000, 3.3432286E-001, 0.0000000E+000, 0.0000000E+000, 5.8793461E+001, 5.7577655E+001, 1.9059163E-003, 1.9059163E-003
 3.1940734E+000, 8.3061147E+001,-2.4527806E+001, 1.5979841E+000,-7.4477510E+000, 3.3249127E-001, 0.0000000E+000, 0.0000000E+000, 5.4040275E+001, 5.3016065E+001, 1.9068008E-003, 1.9068008E-003
 3.2404487E+000, 7.9804227E+001,-2.3627755E+001, 1.1672256E+000,-7.3996112E+000, 3.3616133E-001, 0.0000000E+000, 0.0000000E+000, 5.0858781E+001, 5.0280248E+001, 1.9074919E-003, 1.9074919E-003
 3.3022826E+000, 8.6030099E+001,-2.6581772E+001, 1.5063297E+000,-7.3563386E+000, 3.3876905E-001, 0.0000000E+000, 0.0000000E+000, 5.2399408E+001, 5.3937087E+001, 1.9081091E-003, 1.9081091E-003
 3.3641162E+000, 9.8697696E+001,-3.3428402E+001, 1.5577880E+000,-7.3402455E+000, 3.3528711E-001, 0.0000000E+000, 0.0000000E+000, 5.8551323E+001, 5.9822123E+001, 1.9087392E-003, 1.9087392E-003
 3.4259498E+000, 1.0167933E+002,-3.5853108E+001, 1.6996827E+000,-7.3699038E+000, 3.3232932E-001, 0.0000000E+000, 0.0000000E+000, 6.1161930E+001, 6.0488326E+001, 1.9092963E-003, 1.9092963E-003
 3.4924212E+000, 9.3305659E+001,-3.1201526E+001, 1.5829906E+000,-7.4827401E+000, 3.3636011E-001, 0.0000000E+000, 0.0000000E+000, 5.7278435E+001, 5.6540743E+001, 1.9098100E-003, 1.9098100E-003
 3.5434339E+000, 9.1103327E+001,-2.9757750E+001, 1.4953965E+000,-7.6119675E+000, 3.4088618E-001, 0.0000000E+000, 0.0000000E+000, 5.5371009E+001, 5.5569892E+001, 1.9102245E-003, 1.9102245E-003
 3.6114511E+000, 9.5383844E+001,-3.0401138E+001, 1.5818079E+000,-7.7222194E+000, 3.4357001E-001, 0.0000000E+000, 0.0000000E+000, 5.7534173E+001, 5.9185864E+001, 1.9105946E-003, 1.9105946E-003
 3.6624639E+000, 1.0173703E+002,-3.1842097E+001, 1.6941707E+000,-7.8364559E+000, 3.4449064E-001, 0.0000000E+000, 0.0000000E+000, 6.2907512E+001, 6.4097142E+001, 1.9109250E-003, 1.9109250E-003
 3.7304809E+000, 1.0500665E+002,-3.3635205E+001, 1.8866484E+000,-7.9015739E+000, 3.5094648E-001, 0.0000000E+000, 0.0000000E+000, 6.5692268E+001, 6.5707469E+001, 1.9112167E-003, 1.9112167E-003
 3.7814937E+000, 1.0584292E+002,-3.4667831E+001, 1.6091623E+000,-7.8936241E+000, 3.5599343E-001, 0.0000000E+000, 0.0000000E+000, 6.5046938E+001, 6.5246623E+001, 1.9114772E-003, 1.9114772E-003
 3.8495109E+000, 1.1085949E+002,-3.6685610E+001, 1.8243454E+000,-7.8691890E+000, 3.5714725E-001, 0.0000000E+000, 0.0000000E+000, 6.7132578E+001, 6.8486180E+001, 1.9117072E-003, 1.9117072E-003
 3.9005237E+000, 1.1547832E+002,-3.8853528E+001, 1.7753619E+000,-7.8307739E+000, 3.5646300E-001, 0.0000000E+000, 0.0000000E+000, 7.0759241E+001, 7.0925847E+001, 1.9119125E-003, 1.9119125E-003
 3.9685407E+000, 1.1136646E+002,-3.6651857E+001, 1.8322693E+000,-7.7728004E+000, 3.5523206E-001, 0.0000000E+000, 0.0000000E+000, 6.9835900E+001, 6.9129302E+001, 1.9120938E-003, 1.9120938E-003
 4.0341263E+000, 9.9890501E+001,-3.1332695E+001, 1.7942477E+000,-7.7633763E+000, 3.4878473E-001, 0.0000000E+000, 0.0000000E+000, 6.4580686E+001, 6.2937461E+001, 1.9122732E-003, 1.9122732E-003
 4.0924177E+000, 9.1644128E+001,-2.8836165E+001, 1.5491913E+000,-7.7489685E+000, 3.4837949E-001, 0.0000000E+000, 0.0000000E+000, 5.8281979E+001, 5.6956566E+001, 1.9124180E-003, 1.9124180E-003
 4.1507092E+000, 8.7710503E+001,-2.7572032E+001, 1.3168043E+000,-7.7159236E+000, 3.5036680E-001, 0.0000000E+000, 0.0000000E+000, 5.4376347E+001, 5.4089718E+001, 1.9125407E-003, 1.9125407E-003
 4.2090006E+000, 8.9253087E+001,-2.7362286E+001, 1.3883885E+000,-7.7108438E+000, 3.5261724E-001, 0.0000000E+000, 0.0000000E+000, 5.4847265E+001, 5.5920963E+001, 1.9126498E-003, 1.9126498E-003
 4.2672920E+000, 9.5479247E+001,-2.9551342E+001, 1.5772541E+000,-7.7522962E+000, 3.5234260E-001, 0.0000000E+000, 0.0000000E+000, 5.9017172E+001, 6.0105206E+001, 1.9127470E-003, 1.9127470E-003
 4.3255830E+000, 1.0215068E+002,-3.3205112E+001, 1.8839014E+000,-7.8448184E+000, 3.4902309E-001, 0.0000000E+000, 0.0000000E+000, 6.3037860E+001, 6.3333675E+001, 1.9128335E-003, 1.9128335E-003
 4.3867893E+000, 1.0064278E+002,-3.3480095E+001, 1.9546603E+000,-7.9506077E+000, 3.4262690E-001, 0.0000000E+000, 0.0000000E+000, 6.2447818E+001, 6.1509362E+001, 1.9129127E-003, 1.9129127E-003
 4.4509096E+000, 9.5876229E+001,-3.1713898E+001, 1.5285404E+000,-8.0530961E+000, 3.3589469E-001, 0.0000000E+000, 0.0000000E+000, 5.8752483E+001, 5.7973669E+001, 1.9129862E-003, 1.9129862E-003
 4.5150299E+000, 9.2616945E+001,-3.1133536E+001, 1.4794982E+000,-8.2226618E+000, 3.3680033E-001, 0.0000000E+000, 0.0000000E+000, 5.5778675E+001, 5.5077046E+001, 1.9130520E-003, 1.9130520E-003
 4.5663266E+000, 9.0948150E+001,-3.0711619E+001, 1.6298496E+000,-8.4010915E+000, 3.3844571E-001, 0.0000000E+000, 0.0000000E+000, 5.3480052E+001, 5.3803734E+001, 1.9131050E-003, 1.9131050E-003
 4.6368589E+000, 9.4866929E+001,-3.1616635E+001, 1.3767797E+000,-8.5158956E+000, 3.4159206E-001, 0.0000000E+000, 0.0000000E+000, 5.5500228E+001, 5.6452770E+001, 1.9131541E-003, 1.9131541E-003
 4.6897583E+000, 9.9697170E+001,-3.3011552E+001, 1.6595911E+000,-8.5746428E+000, 3.4856524E-001, 0.0000000E+000, 0.0000000E+000, 5.9262811E+001, 6.0119131E+001, 1.9131983E-003, 1.9131983E-003
 4.7504525E+000, 1.0274058E+002,-3.3580679E+001, 1.6428206E+000,-8.6196024E+000, 3.5529361E-001, 0.0000000E+000, 0.0000000E+000, 6.1841912E+001, 6.2538416E+001, 1.9132334E-003, 1.9132334E-003
 4.8111467E+000, 1.0697186E+002,-3.5490184E+001, 1.6656603E+000,-8.6930561E+000, 3.5831517E-001, 0.0000000E+000, 0.0000000E+000, 6.4246783E+001, 6.4812600E+001, 1.9132677E-003, 1.9132677E-003
 4.8763928E+000, 1.0890732E+002,-3.6901235E+001, 1.7098494E+000,-8.8003257E+000, 3.5675960E-001, 0.0000000E+000, 0.0000000E+000, 6.5686069E+001, 6.5272372E+001, 1.9132993E-003, 1.9132993E-003
 4.9264655E+000, 1.0584399E+002,-3.5459701E+001, 1.6486140E+000,-8.8818354E+000, 3.5621522E-001, 0.0000000E+000, 0.0000000E+000, 6.4305186E+001, 6.3507285E+001, 1.9133249E-003, 1.9133249E-003
 4.9915237E+000, 1.0245423E+002,-3.3425183E+001, 1.5435695E+000,-8.9275641E+000, 3.5432253E-001, 0.0000000E+000, 0.0000000E+000, 6.1614339E+001, 6.1999371E+001, 1.9133475E-003, 1.9133475E-003
 5.0514660E+000, 1.0297112E+002,-3.3427819E+001, 1.6921203E+000,-8.9775482E+000, 3.5246036E-001, 0.0000000E+000, 0.0000000E+000, 6.2858415E+001, 6.2610337E+001, 1.9133691E-003, 1.9133691E-003
 5.1114082E+000, 1.0343836E+002,-3.3719524E+001, 1.7181388E+000,-9.0325592E+000, 3.5072572E-001, 0.0000000E+000, 0.0000000E+000, 6.2637348E+001, 6.2755139E+001, 1.9133876E-003, 1.9133876E-003
 5.1713500E+000, 1.0075330E+002,-3.1581333E+001, 1.6106300E+000,-9.0809843E+000, 3.5047915E-001, 0.0000000E+000, 0.0000000E+000, 6.2055899E+001, 6.2052094E+001, 1.9134040E-003, 1.9134040E-003
 5.2312922E+000, 1.0021404E+002,-3.2162543E+001, 1.6763194E+000,-9.1120923E+000, 3.5055667E-001, 0.0000000E+000, 0.0000000E+000, 6.1520825E+001, 6.0966279E+001, 1.9134186E-003, 1.9134186E-003
 5.2912345E+000, 9.6528473E+001,-3.1136210E+001, 1.6523207E+000,-9.1475634E+000, 3.4729911E-001, 0.0000000E+000, 0.0000000E+000, 5.8952602E+001, 5.8244319E+001, 1.9134316E-003, 1.9134316E-003
 5.3511767E+000, 9.3148265E+001,-2.8939848E+001, 1.6604047E+000,-9.2161690E+000, 3.4109178E-001, 0.0000000E+000, 0.0000000E+000, 5.6898328E+001, 5.6993745E+001, 1.9134430E-003, 1.9134430E-003
 5.4111185E+000, 9.4906765E+001,-2.9828602E+001, 1.4518082E+000,-9.2874748E+000, 3.3572953E-001, 0.0000000E+000, 0.0000000E+000, 5.7184828E+001, 5.7578226E+001, 1.9134532E-003, 1.9134532E-003
 5.4710608E+000, 9.6307156E+001,-3.0675819E+001, 1.7868696E+000,-9.3336037E+000, 3.3216381E-001, 0.0000000E+000, 0.0000000E+000, 5.8413390E+001, 5.8416766E+001, 1.9134622E-003, 1.9134622E-003
 5.5205131E+000, 9.8357829E+001,-3.2038117E+001, 1.8004143E+000,-9.3427965E+000, 3.3049752E-001, 0.0000000E+000, 0.0000000E+000, 5.8413307E+001, 5.9107827E+001, 1.9134697E-003, 1.9134697E-003
 5.5864496E+000, 1.0326058E+002,-3.4289060E+001, 1.4523282E+000,-9.3854667E+000, 3.3227407E-001, 0.0000000E+000, 0.0000000E+000, 6.0646747E+001, 6.1370653E+001, 1.9134766E-003, 1.9134766E-003
 5.6523857E+000, 1.0937558E+002,-3.6769330E+001, 1.7145772E+000,-9.5243535E+000, 3.3163253E-001, 0.0000000E+000, 0.0000000E+000, 6.4432573E+001, 6.5128104E+001, 1.9134836E-003, 1.9134836E-003
 5.7018380E+000, 1.0613411E+002,-3.5549034E+001, 1.9953254E+000,-9.6873482E+000, 3.3215200E-001, 0.0000000E+000, 0.0000000E+000, 6.4417971E+001, 6.3225205E+001, 1.9134890E-003, 1.9134890E-003
 5.7677746E+000, 1.0150180E+002,-3.4159971E+001, 1.5728745E+000,-9.8563509E+000, 3.3313540E-001, 0.0000000E+000, 0.0000000E+000, 6.0423588E+001, 5.9391487E+001, 1.9134938E-003, 1.9134938E-003
 5.8337107E+000, 9.7101168E+001,-3.2011930E+001, 1.3715643E+000,-1.0042762E+001, 3.3724929E-001, 0.0000000E+000, 0.0000000E+000, 5.7205225E+001, 5.6755291E+001, 1.9134986E-003, 1.9134986E-003
 5.8831630E+000, 9.6180186E+001,-3.2454106E+001, 1.6145638E+000,-1.0172432E+001, 3.4122855E-001, 0.0000000E+000, 0.0000000E+000, 5.5950875E+001, 5.5509442E+001, 1.9135024E-003, 1.9135024E-003
 5.9490995E+000, 9.3668127E+001,-3.1660993E+001, 1.5016174E+000,-1.0222129E+001, 3.4803525E-001, 0.0000000E+000, 0.0000000E+000, 5.3830439E+001, 5.3634658E+001, 1.9135057E-003, 1.9135057E-003
 6.0150356E+000, 9.6597407E+001,-3.2099923E+001, 1.4965028E+000,-1.0274443E+001, 3.5289719E-001, 0.0000000E+000, 0.0000000E+000, 5.4858537E+001, 5.6072441E+001, 1.9135091E-003, 1.9135091E-003
 6.0644879E+000, 9.9806624E+001,-3.3268146E+001, 1.7327014E+000,-1.0352579E+001, 3.5371129E-001, 0.0000000E+000, 0.0000000E+000, 5.8402547E+001, 5.8272312E+001, 1.9135117E-003, 1.9135117E-003
 6.1304245E+000, 9.8260327E+001,-3.2642952E+001, 1.6266288E+000,-1.0421284E+001, 3.5517158E-001, 0.0000000E+000, 0.0000000E+000, 5.7641041E+001, 5.7177892E+001, 1.9135141E-003, 1.9135141E-003
 6.1963606E+000, 9.9399723E+001,-3.2700762E+001, 1.3933459E+000,-1.0479259E+001, 3.5575981E-001, 0.0000000E+000, 0.0000000E+000, 5.7081749E+001, 5.7968809E+001, 1.9135164E-003, 1.9135164E-003
 6.2458129E+000, 1.0818233E+002,-3.5185568E+001, 1.3416117E+000,-1.0520557E+001, 3.5761440E-001, 0.0000000E+000, 0.0000000E+000, 6.1705431E+001, 6.4175429E+001, 1.9135182E-003, 1.9135182E-003
 6.3117495E+000, 1.1890965E+002,-3.9563896E+001, 1.9886620E+000,-1.0603117E+001, 3.5529867E-001, 0.0000000E+000, 0.0000000E+000, 7.0302183E+001, 7.1086602E+001, 1.9135199E-003, 1.9135199E-003
 6.3612018E+000, 1.1285760E+002,-3.6815678E+001, 1.9197657E+000,-1.0672395E+001, 3.4844851E-001, 0.0000000E+000, 0.0000000E+000, 6.9294953E+001, 6.7637738E+001, 1.9135213E-003, 1.9135213E-003
 6.4271379E+000, 1.0002950E+002,-3.1058063E+001, 1.5139845E+000,-1.0675712E+001, 3.4612143E-001, 0.0000000E+000, 0.0000000E+000, 6.2114643E+001, 6.0155830E+001, 1.9135226E-003, 1.9135226E-003
 6.4930744E+000, 9.3086510E+001,-2.9586934E+001, 1.3761774E+000,-1.0651827E+001, 3.4371099E-001, 0.0000000E+000, 0.0000000E+000, 5.5738833E+001, 5.4567637E+001, 1.9135239E-003, 1.9135239E-003
 6.5425267E+000, 8.9307953E+001,-2.8276058E+001, 1.3936474E+000,-1.0624508E+001, 3.4067277E-001, 0.0000000E+000, 0.0000000E+000, 5.3151278E+001, 5.2141707E+001, 1.9135249E-003, 1.9135249E-003
 6.6084628E+000, 8.6925089E+001,-2.7146635E+001, 1.3554845E+000,-1.0584037E+001, 3.4188362E-001, 0.0000000E+000, 0.0000000E+000, 5.0775379E+001, 5.0891785E+001, 1.9135258E-003, 1.9135258E-003
 6.6743994E+000, 9.2263358E+001,-2.9928192E+001, 1.3105942E+000,-1.0631676E+001, 3.4550313E-001, 0.0000000E+000, 0.0000000E+000, 5.2531684E+001, 5.3359587E+001, 1.9135267E-003, 1.9135267E-003
 6.7238517E+000, 1.0209050E+002,-3.4534343E+001, 1.5392641E+000,-1.0778756E+001, 3.4412949E-001, 0.0000000E+000, 0.0000000E+000, 5.6866882E+001, 5.8660799E+001, 1.9135274E-003, 1.9135274E-003
 6.7897878E+000, 1.1318645E+002,-3.9942252E+001, 1.7123538E+000,-1.0996445E+001, 3.4883054E-001, 0.0000000E+000, 0.0000000E+000, 6.3055453E+001, 6.4308934E+001, 1.9135280E-003, 1.9135280E-003
 6.8492546E+000, 1.1620361E+002,-4.2621418E+001, 1.6672329E+000,-1.1269074E+001, 3.5371430E-001, 0.0000000E+000, 0.0000000E+000, 6.5246528E+001, 6.4334065E+001, 1.9135286E-003, 1.9135286E-003
