Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.570E+00, 8.343E+01, 2.901E+01, 4.283E+01, 2.472E+01, 1.492E+01, 1.482E+01, 0.000E+00, 3.276E+01, 1.833E+01, 7.750E-02, 0.000E+00, 0.000E+00, 2.625E+02
