s,C
Time,"HD"
 4.1790648E+001, 5.0880506E+001
 4.1844655E+001, 5.0915375E+001
 4.1898663E+001, 5.0949938E+001
 4.1952670E+001, 5.0983985E+001
 4.2000211E+001, 5.1013569E+001
 4.2095295E+001, 5.1057012E+001
 4.2142837E+001, 5.1099668E+001
 4.2190378E+001, 5.1127683E+001
 4.2285462E+001, 5.1169391E+001
 4.2333004E+001, 5.1210846E+001
 4.2380545E+001, 5.1238383E+001
 4.2428087E+001, 5.1265924E+001
 4.2523171E+001, 5.1307534E+001
 4.2570712E+001, 5.1349507E+001
 4.2618254E+001, 5.1377664E+001
 4.2665796E+001, 5.1405841E+001
 4.2760879E+001, 5.1447995E+001
 4.2808421E+001, 5.1489886E+001
 4.2855963E+001, 5.1517600E+001
 4.2903505E+001, 5.1545126E+001
 4.2998588E+001, 5.1586040E+001
 4.3046130E+001, 5.1626680E+001
 4.3098426E+001, 5.1656309E+001
 4.3150722E+001, 5.1685952E+001
 4.3203018E+001, 5.1715535E+001
 4.3307609E+001, 5.1759947E+001
 4.3359905E+001, 5.1804360E+001
 4.3412201E+001, 5.1833975E+001
 4.3464497E+001, 5.1863593E+001
 4.3516793E+001, 5.1893197E+001
 4.3569089E+001, 5.1922829E+001
 4.3621385E+001, 5.1952486E+001
 4.3725977E+001, 5.1997092E+001
 4.3772938E+001, 5.2038818E+001
 4.3819900E+001, 5.2065717E+001
 4.3866862E+001, 5.2092722E+001
 4.3960785E+001, 5.2133421E+001
 4.4007747E+001, 5.2174302E+001
 4.4054708E+001, 5.2201591E+001
 4.4101670E+001, 5.2228878E+001
 4.4200290E+001, 5.2271697E+001
 4.4251947E+001, 5.2315556E+001
 4.4303605E+001, 5.2344982E+001
 4.4355263E+001, 5.2374132E+001
 4.4406921E+001, 5.2403068E+001
 4.4510237E+001, 5.2445861E+001
 4.4561894E+001, 5.2488062E+001
 4.4613552E+001, 5.2515685E+001
 4.4665210E+001, 5.2543005E+001
 4.4716868E+001, 5.2569960E+001
 4.4768526E+001, 5.2596530E+001
 4.4820184E+001, 5.2622842E+001
 4.4923499E+001, 5.2661762E+001
 4.4975157E+001, 5.2700260E+001
 4.5026815E+001, 5.2725666E+001
 4.5078473E+001, 5.2750973E+001
 4.5130131E+001, 5.2776172E+001
 4.5181788E+001, 5.2801305E+001
 4.5285104E+001, 5.2838887E+001
 4.5336762E+001, 5.2876449E+001
 4.5388420E+001, 5.2901458E+001
 4.5440078E+001, 5.2926421E+001
 4.5491735E+001, 5.2951353E+001
 4.5543393E+001, 5.2976168E+001
 4.5646709E+001, 5.3013187E+001
 4.5698367E+001, 5.3049910E+001
 4.5750025E+001, 5.3074201E+001
 4.5801682E+001, 5.3098313E+001
 4.5853340E+001, 5.3122212E+001
 4.5904998E+001, 5.3145988E+001
 4.6008314E+001, 5.3181250E+001
 4.6059972E+001, 5.3216183E+001
 4.6111629E+001, 5.3239188E+001
 4.6163287E+001, 5.3262071E+001
 4.6214945E+001, 5.3284807E+001
 4.6266603E+001, 5.3307415E+001
 4.6369919E+001, 5.3341273E+001
 4.6421576E+001, 5.3375305E+001
 4.6473234E+001, 5.3398269E+001
 4.6524892E+001, 5.3421530E+001
 4.6576550E+001, 5.3445064E+001
 4.6628208E+001, 5.3468857E+001
 4.6731524E+001, 5.3505006E+001
 4.6783181E+001, 5.3541472E+001
 4.6834839E+001, 5.3565863E+001
 4.6886497E+001, 5.3590203E+001
 4.6938155E+001, 5.3614428E+001
 4.6989813E+001, 5.3638540E+001
 4.7041471E+001, 5.3662570E+001
 4.7144786E+001, 5.3698644E+001
 4.7196444E+001, 5.3735202E+001
 4.7248102E+001, 5.3760062E+001
 4.7299760E+001, 5.3785376E+001
 4.7351418E+001, 5.3811165E+001
 4.7403075E+001, 5.3837476E+001
 4.7506391E+001, 5.3877900E+001
 4.7558049E+001, 5.3919214E+001
 4.7609707E+001, 5.3947236E+001
 4.7661365E+001, 5.3975550E+001
 4.7713022E+001, 5.4004107E+001
 4.7764680E+001, 5.4032834E+001
 4.7867996E+001, 5.4076327E+001
 4.7924820E+001, 5.4123100E+001
 4.7981643E+001, 5.4155517E+001
 4.8038467E+001, 5.4187959E+001
 4.8095290E+001, 5.4220446E+001
 4.8152114E+001, 5.4252864E+001
 4.8208938E+001, 5.4285097E+001
 4.8265761E+001, 5.4317081E+001
 4.8314669E+001, 5.4344344E+001
 4.8363577E+001, 5.4371320E+001
 4.8461392E+001, 5.4411101E+001
 4.8510300E+001, 5.4450119E+001
 4.8559207E+001, 5.4475477E+001
 4.8608115E+001, 5.4500211E+001
 4.8705930E+001, 5.4536052E+001
 4.8754838E+001, 5.4570700E+001
 4.8803746E+001, 5.4593083E+001
 4.8852653E+001, 5.4614943E+001
 4.8901561E+001, 5.4636410E+001
 4.8999376E+001, 5.4668123E+001
 4.9048284E+001, 5.4699675E+001
 4.9097192E+001, 5.4720657E+001
 4.9146100E+001, 5.4741693E+001
 4.9243915E+001, 5.4773345E+001
 4.9292823E+001, 5.4805393E+001
 4.9341730E+001, 5.4827103E+001
 4.9390638E+001, 5.4849000E+001
 4.9488453E+001, 5.4882021E+001
 4.9537361E+001, 5.4914995E+001
 4.9586269E+001, 5.4936808E+001
 4.9635176E+001, 5.4958357E+001
 4.9688975E+001, 5.4981722E+001
 4.9742773E+001, 5.5004716E+001
 4.9855750E+001, 5.5040129E+001
 4.9914928E+001, 5.5075876E+001
 4.9974107E+001, 5.5099676E+001
 5.0033285E+001, 5.5123372E+001
 5.0092463E+001, 5.5147216E+001
 5.0151641E+001, 5.5171579E+001
 5.0210820E+001, 5.5196634E+001
 5.0269998E+001, 5.5222402E+001
 5.0329176E+001, 5.5249019E+001
 5.0388355E+001, 5.5276404E+001
 5.0439790E+001, 5.5300825E+001
 5.0491225E+001, 5.5325814E+001
 5.0542660E+001, 5.5351354E+001
 5.0594095E+001, 5.5377330E+001
 5.0645530E+001, 5.5403603E+001
 5.0748400E+001, 5.5443216E+001
 5.0799835E+001, 5.5482761E+001
 5.0851270E+001, 5.5508961E+001
 5.0902705E+001, 5.5534962E+001
 5.0954140E+001, 5.5560737E+001
 5.1005575E+001, 5.5586310E+001
 5.1113589E+001, 5.5626023E+001
 5.1170167E+001, 5.5666336E+001
 5.1226746E+001, 5.5693200E+001
 5.1283324E+001, 5.5719786E+001
 5.1339903E+001, 5.5746031E+001
 5.1396481E+001, 5.5772020E+001
 5.1453060E+001, 5.5797821E+001
 5.1509638E+001, 5.5823491E+001
 5.1566217E+001, 5.5849129E+001
 5.1622795E+001, 5.5874755E+001
 5.1679374E+001, 5.5900366E+001
 5.1735953E+001, 5.5925977E+001
 5.1792531E+001, 5.5951518E+001
 5.1849110E+001, 5.5976962E+001
 5.1905688E+001, 5.6002267E+001
 5.1962267E+001, 5.6027347E+001
 5.2075424E+001, 5.6064552E+001
 5.2132002E+001, 5.6101232E+001
 5.2188581E+001, 5.6125347E+001
 5.2245159E+001, 5.6149188E+001
 5.2301738E+001, 5.6172833E+001
 5.2358316E+001, 5.6196211E+001
 5.2414895E+001, 5.6219415E+001
 5.2471474E+001, 5.6242425E+001
 5.2521999E+001, 5.6262888E+001
 5.2572525E+001, 5.6283343E+001
 5.2623050E+001, 5.6303852E+001
 5.2724102E+001, 5.6334857E+001
 5.2774627E+001, 5.6366166E+001
 5.2825153E+001, 5.6387269E+001
 5.2875679E+001, 5.6408571E+001
 5.2926204E+001, 5.6430033E+001
 5.3027256E+001, 5.6462366E+001
 5.3077781E+001, 5.6494661E+001
 5.3128307E+001, 5.6516082E+001
 5.3178832E+001, 5.6537351E+001
 5.3229358E+001, 5.6558467E+001
 5.3315687E+001, 5.6585233E+001
 5.3358852E+001, 5.6611687E+001
 5.3402017E+001, 5.6629155E+001
 5.3488346E+001, 5.6655161E+001
 5.3531511E+001, 5.6681048E+001
 5.3617840E+001, 5.6706996E+001
 5.3661005E+001, 5.6733316E+001
 5.3704169E+001, 5.6751296E+001
 5.3790498E+001, 5.6779019E+001
 5.3833663E+001, 5.6807545E+001
 5.3919992E+001, 5.6836938E+001
 5.3967473E+001, 5.6868905E+001
 5.4014955E+001, 5.6891213E+001
 5.4062436E+001, 5.6913733E+001
 5.4157398E+001, 5.6947631E+001
 5.4204879E+001, 5.6981462E+001
 5.4252360E+001, 5.7003844E+001
 5.4347322E+001, 5.7037115E+001
 5.4394803E+001, 5.7069971E+001
 5.4442285E+001, 5.7091584E+001
 5.4489766E+001, 5.7112936E+001
 5.4584728E+001, 5.7144566E+001
 5.4632209E+001, 5.7175976E+001
 5.4679690E+001, 5.7197011E+001
 5.4731919E+001, 5.7220434E+001
 5.4784148E+001, 5.7244216E+001
 5.4888607E+001, 5.7280600E+001
 5.4940836E+001, 5.7317780E+001
 5.4993065E+001, 5.7343074E+001
 5.5045295E+001, 5.7368749E+001
 5.5097524E+001, 5.7394743E+001
 5.5149753E+001, 5.7421017E+001
 5.5201982E+001, 5.7447463E+001
 5.5306441E+001, 5.7487096E+001
 5.5358670E+001, 5.7526444E+001
 5.5410899E+001, 5.7552379E+001
 5.5463128E+001, 5.7577988E+001
 5.5515358E+001, 5.7603310E+001
 5.5567587E+001, 5.7628322E+001
 5.5672045E+001, 5.7665286E+001
 5.5724274E+001, 5.7701720E+001
 5.5776504E+001, 5.7725771E+001
 5.5828733E+001, 5.7749700E+001
 5.5880962E+001, 5.7773537E+001
 5.5933191E+001, 5.7797362E+001
 5.5985420E+001, 5.7821091E+001
 5.6089879E+001, 5.7856552E+001
 5.6142108E+001, 5.7891763E+001
 5.6194337E+001, 5.7915058E+001
 5.6246567E+001, 5.7938130E+001
 5.6298796E+001, 5.7961016E+001
 5.6351025E+001, 5.7983668E+001
 5.6408477E+001, 5.8007756E+001
 5.6465929E+001, 5.8030664E+001
 5.6523381E+001, 5.8052096E+001
 5.6580833E+001, 5.8072069E+001
 5.6695738E+001, 5.8099281E+001
 5.6753190E+001, 5.8123877E+001
 5.6810642E+001, 5.8138829E+001
 5.6868094E+001, 5.8153089E+001
 5.6925546E+001, 5.8166860E+001
 5.6982998E+001, 5.8180285E+001
 5.7040451E+001, 5.8193481E+001
 5.7091973E+001, 5.8205156E+001
 5.7143496E+001, 5.8216715E+001
 5.7195018E+001, 5.8228222E+001
 5.7246541E+001, 5.8239871E+001
 5.7349586E+001, 5.8257989E+001
 5.7401109E+001, 5.8276891E+001
 5.7452632E+001, 5.8289920E+001
 5.7504154E+001, 5.8303220E+001
 5.7555677E+001, 5.8316670E+001
 5.7607199E+001, 5.8330201E+001
 5.7710245E+001, 5.8350537E+001
 5.7761767E+001, 5.8370850E+001
 5.7813290E+001, 5.8384367E+001
 5.7864812E+001, 5.8397855E+001
 5.7916335E+001, 5.8411355E+001
 5.7967858E+001, 5.8424845E+001
 5.8059113E+001, 5.8442757E+001
 5.8104741E+001, 5.8460640E+001
 5.8150369E+001, 5.8472518E+001
 5.8241624E+001, 5.8490231E+001
 5.8291815E+001, 5.8508934E+001
 5.8342005E+001, 5.8521631E+001
 5.8392196E+001, 5.8534156E+001
 5.8442386E+001, 5.8546511E+001
 5.8542767E+001, 5.8564429E+001
 5.8592958E+001, 5.8581569E+001
 5.8643148E+001, 5.8592389E+001
 5.8693339E+001, 5.8602792E+001
 5.8743529E+001, 5.8612750E+001
 5.8843911E+001, 5.8627032E+001
 5.8888527E+001, 5.8639839E+001
 5.8933143E+001, 5.8647843E+001
 5.9022375E+001, 5.8659665E+001
 5.9066991E+001, 5.8671393E+001
 5.9111607E+001, 5.8679426E+001
 5.9200840E+001, 5.8692793E+001
 5.9245456E+001, 5.8708149E+001
 5.9290072E+001, 5.8719852E+001
 5.9379304E+001, 5.8739606E+001
 5.9423920E+001, 5.8761392E+001
 5.9468536E+001, 5.8776947E+001
 5.9557769E+001, 5.8801241E+001
 5.9602385E+001, 5.8826081E+001
 5.9647001E+001, 5.8842822E+001
 5.9740695E+001, 5.8869153E+001
 5.9789773E+001, 5.8896042E+001
 5.9838850E+001, 5.8913963E+001
 5.9887928E+001, 5.8931634E+001
 5.9986084E+001, 5.8957543E+001
 6.0000000E+001, 5.8970908E+001
