s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
 1.1262264E+000, 1.5991920E+002,-6.1396626E+001, 2.3893199E-001,-2.1691643E-001, 2.3766038E-001, 0.0000000E+000, 0.0000000E+000,-5.6388436E+001, 9.8782252E+001, 1.5494333E-003, 1.5494333E-003
 1.1788982E+000, 1.8205506E+002,-9.3458724E+001, 3.0996001E+000,-3.9801654E-001, 2.4582167E-001, 0.0000000E+000, 0.0000000E+000, 9.9899492E+001, 9.1543738E+001, 1.5826906E-003, 1.5826906E-003
 1.2315700E+000, 1.6736608E+002,-1.0328758E+002, 2.8095123E+000,-4.9946912E-001, 2.5045439E-001, 0.0000000E+000, 0.0000000E+000, 9.2298946E+001, 6.6638996E+001, 1.6131737E-003, 1.6131737E-003
 1.2895089E+000, 1.5722211E+002,-8.0848328E+001, 6.1888498E-001,-4.4895264E-001, 2.7150979E-001, 0.0000000E+000, 0.0000000E+000, 6.4860613E+001, 7.6815219E+001, 1.6437209E-003, 1.6437209E-003
 1.3532418E+000, 1.2745193E+002,-6.0224989E+001, 1.8144031E-001,-3.5607103E-001, 2.8962962E-001, 0.0000000E+000, 0.0000000E+000, 7.5665592E+001, 6.7341940E+001, 1.6739899E-003, 1.6739899E-003
 1.4169745E+000, 1.2108376E+002,-3.8197487E+001, 2.0709560E+000,-1.9384575E-001, 3.0438121E-001, 0.0000000E+000, 0.0000000E+000, 6.8964611E+001, 8.5067762E+001, 1.7010660E-003, 1.7010660E-003
 1.4807074E+000, 1.1104062E+002,-3.3154873E+001, 2.8161517E-001,-1.6345110E-001, 3.1550335E-001, 0.0000000E+000, 0.0000000E+000, 8.4123402E+001, 7.8319415E+001, 1.7252423E-003, 1.7252423E-003
 1.5307180E+000, 1.0716924E+002,-2.8237389E+001, 2.7135010E+000,-1.6607265E-001, 3.2179751E-001, 0.0000000E+000, 0.0000000E+000, 7.9455933E+001, 8.1801076E+001, 1.7423626E-003, 1.7423626E-003
 1.5807285E+000, 9.7845711E+001,-2.7165118E+001, 2.7959885E+000,-1.9478196E-001, 3.2645421E-001, 0.0000000E+000, 0.0000000E+000, 8.0674661E+001, 7.3608254E+001, 1.7579927E-003, 1.7579927E-003
 1.6307391E+000, 9.3286311E+001,-2.5775085E+001, 3.3074430E+000,-2.3158429E-001, 3.2943167E-001, 0.0000000E+000, 0.0000000E+000, 7.4249863E+001, 7.0916516E+001, 1.7722508E-003, 1.7722508E-003
 1.6756657E+000, 9.3155806E+001,-2.3556646E+001, 1.6866317E+000,-2.6933625E-001, 3.3263922E-001, 0.0000000E+000, 0.0000000E+000, 6.9912856E+001, 7.1349095E+001, 1.7839808E-003, 1.7839808E-003
 1.7205924E+000, 8.9557912E+001,-2.1678182E+001, 1.1834824E+000,-3.1341241E-001, 3.3573171E-001, 0.0000000E+000, 0.0000000E+000, 7.0742778E+001, 6.9085531E+001, 1.7947684E-003, 1.7947684E-003
 1.7655189E+000, 8.8724439E+001,-1.8427431E+001, 2.3431702E+000,-3.5517437E-001, 3.3757710E-001, 0.0000000E+000, 0.0000000E+000, 7.0563300E+001, 7.2622580E+001, 1.8046841E-003, 1.8046841E-003
 1.8104455E+000, 9.1798254E+001,-1.3304018E+001, 1.2154492E+000,-3.8898783E-001, 3.4137090E-001, 0.0000000E+000, 0.0000000E+000, 7.1658204E+001, 7.9662068E+001, 1.8137942E-003, 1.8137942E-003
 1.8553722E+000, 9.0993453E+001,-2.1286421E+001, 1.0413709E+000,-4.2461573E-001, 3.4472538E-001, 0.0000000E+000, 0.0000000E+000, 7.9029751E+001, 7.0668513E+001, 1.8221606E-003, 1.8221606E-003
 1.9002988E+000, 9.4049088E+001,-2.2248286E+001, 3.2952382E+000,-4.4494840E-001, 3.4737236E-001, 0.0000000E+000, 0.0000000E+000, 7.1621774E+001, 7.4998463E+001, 1.8298410E-003, 1.8298410E-003
 1.9452255E+000, 9.7231085E+001,-2.6401333E+001, 1.0203330E+000,-4.7309028E-001, 3.5099599E-001, 0.0000000E+000, 0.0000000E+000, 7.3090685E+001, 7.1727991E+001, 1.8368890E-003, 1.8368890E-003
 1.9856486E+000, 9.8149745E+001,-2.9538779E+001, 1.6591640E+000,-5.0298555E-001, 3.5311660E-001, 0.0000000E+000, 0.0000000E+000, 7.2074752E+001, 7.0120261E+001, 1.8427314E-003, 1.8427314E-003
 2.0260718E+000, 9.9182398E+001,-2.8871368E+001, 1.9624612E+000,-5.3398697E-001, 3.5489634E-001, 0.0000000E+000, 0.0000000E+000, 7.0768157E+001, 7.2094401E+001, 1.8481362E-003, 1.8481362E-003
 2.0664947E+000, 9.8436208E+001,-2.9970339E+001, 9.7509498E-001,-5.7001506E-001, 3.5775055E-001, 0.0000000E+000, 0.0000000E+000, 7.0689121E+001, 6.9228699E+001, 1.8531351E-003, 1.8531351E-003
 2.1069179E+000, 9.6727315E+001,-2.9579755E+001, 2.0934927E+000,-6.1908057E-001, 3.5884822E-001, 0.0000000E+000, 0.0000000E+000, 7.0096159E+001, 6.8980820E+001, 1.8577575E-003, 1.8577575E-003
 2.1473410E+000, 9.8011487E+001,-2.9652036E+001, 1.6398502E+000,-6.8570985E-001, 3.6046533E-001, 0.0000000E+000, 0.0000000E+000, 6.9035413E+001, 6.9674057E+001, 1.8620310E-003, 1.8620310E-003
 2.1877642E+000, 9.6864526E+001,-2.9245089E+001, 1.0969751E+000,-7.8143221E-001, 3.6263003E-001, 0.0000000E+000, 0.0000000E+000, 6.8591003E+001, 6.8297609E+001, 1.8659812E-003, 1.8659812E-003
 2.2281873E+000, 9.5038412E+001,-2.9460925E+001, 1.9326760E+000,-9.0242651E-001, 3.6340380E-001, 0.0000000E+000, 0.0000000E+000, 6.8685773E+001, 6.6971140E+001, 1.8696319E-003, 1.8696319E-003
 2.2686102E+000, 9.6616551E+001,-2.8601529E+001, 1.9618528E+000,-1.0511955E+000, 3.6411275E-001, 0.0000000E+000, 0.0000000E+000, 6.7531402E+001, 6.9289792E+001, 1.8730054E-003, 1.8730054E-003
 2.3090334E+000, 9.6040269E+001,-2.8544800E+001, 9.0238010E-001,-1.2219231E+000, 3.6614928E-001, 0.0000000E+000, 0.0000000E+000, 6.7678316E+001, 6.7542074E+001, 1.8761222E-003, 1.8761222E-003
 2.3494565E+000, 9.3957624E+001,-2.9410046E+001, 2.0551527E+000,-1.4113487E+000, 3.6626225E-001, 0.0000000E+000, 0.0000000E+000, 6.8103668E+001, 6.5557644E+001, 1.8790014E-003, 1.8790014E-003
 2.3939219E+000, 9.6033700E+001,-3.0115745E+001, 2.3060495E+000,-1.6257937E+000, 3.6618775E-001, 0.0000000E+000, 0.0000000E+000, 6.6739123E+001, 6.6964398E+001, 1.8819155E-003, 1.8819155E-003
 2.4383874E+000, 9.7154486E+001,-2.9865820E+001, 8.3825314E-001,-1.8490302E+000, 3.6809924E-001, 0.0000000E+000, 0.0000000E+000, 6.5393286E+001, 6.6645989E+001, 1.8845855E-003, 1.8845855E-003
 2.4828527E+000, 9.3384783E+001,-3.0002453E+001, 1.4962265E+000,-2.0738290E+000, 3.6858111E-001, 0.0000000E+000, 0.0000000E+000, 6.6120377E+001, 6.3173309E+001, 1.8870317E-003, 1.8870317E-003
 2.5273182E+000, 9.4109394E+001,-2.9066418E+001, 2.3107945E+000,-2.2947262E+000, 3.6811832E-001, 0.0000000E+000, 0.0000000E+000, 6.3791034E+001, 6.5427163E+001, 1.8892724E-003, 1.8892724E-003
 2.5717835E+000, 9.4307618E+001,-2.7733555E+001, 9.0478820E-001,-2.5232166E+000, 3.6970361E-001, 0.0000000E+000, 0.0000000E+000, 6.3390537E+001, 6.5325338E+001, 1.8913248E-003, 1.8913248E-003
 2.6162491E+000, 9.1313593E+001,-2.8511977E+001, 1.5345665E+000,-2.7597087E+000, 3.6973027E-001, 0.0000000E+000, 0.0000000E+000, 6.4684311E+001, 6.1946205E+001, 1.8932045E-003, 1.8932045E-003
 2.6607144E+000, 9.3145271E+001,-2.8049261E+001, 2.3099456E+000,-2.9979531E+000, 3.6895402E-001, 0.0000000E+000, 0.0000000E+000, 6.2519982E+001, 6.4776956E+001, 1.8949259E-003, 1.8949259E-003
 2.7051799E+000, 9.5442383E+001,-2.8732136E+001, 1.0694335E+000,-3.2446894E+000, 3.6960736E-001, 0.0000000E+000, 0.0000000E+000, 6.3735546E+001, 6.4904598E+001, 1.8965021E-003, 1.8965021E-003
 2.7496452E+000, 9.4695878E+001,-3.0175617E+001, 1.5862201E+000,-3.4896140E+000, 3.6934010E-001, 0.0000000E+000, 0.0000000E+000, 6.4734224E+001, 6.2986208E+001, 1.8979454E-003, 1.8979454E-003
 2.7941108E+000, 9.7684071E+001,-3.0727228E+001, 2.3773976E+000,-3.7313885E+000, 3.6803366E-001, 0.0000000E+000, 0.0000000E+000, 6.4394225E+001, 6.5970886E+001, 1.8992668E-003, 1.8992668E-003
 2.8385761E+000, 1.0006538E+002,-3.1498020E+001, 9.6513162E-001,-3.9632339E+000, 3.6906291E-001, 0.0000000E+000, 0.0000000E+000, 6.4492380E+001, 6.5938323E+001, 1.9004766E-003, 1.9004766E-003
 2.8830416E+000, 9.7757358E+001,-3.2653631E+001, 1.7624395E+000,-4.1856331E+000, 3.6853424E-001, 0.0000000E+000, 0.0000000E+000, 6.5721158E+001, 6.3049068E+001, 1.9015842E-003, 1.9015842E-003
 2.9275069E+000, 9.9572760E+001,-3.2411423E+001, 2.3988811E+000,-4.3714354E+000, 3.6799125E-001, 0.0000000E+000, 0.0000000E+000, 6.3608362E+001, 6.5556774E+001, 1.9025980E-003, 1.9025980E-003
 2.9719725E+000, 9.9784112E+001,-3.2306691E+001, 9.3022666E-001,-4.5404129E+000, 3.6903770E-001, 0.0000000E+000, 0.0000000E+000, 6.3447809E+001, 6.4236271E+001, 1.9035261E-003, 1.9035261E-003
 3.0164378E+000, 9.7183896E+001,-3.2959164E+001, 1.8760365E+000,-4.6948982E+000, 3.6894298E-001, 0.0000000E+000, 0.0000000E+000, 6.4211698E+001, 6.1774813E+001, 1.9043755E-003, 1.9043755E-003
 3.0609033E+000, 1.0076215E+002,-3.1478698E+001, 2.3931760E+000,-4.8300766E+000, 3.6967589E-001, 0.0000000E+000, 0.0000000E+000, 6.3218873E+001, 6.7216228E+001, 1.9051531E-003, 1.9051531E-003
 3.1498342E+000, 1.0180576E+002,-3.3254701E+001, 1.4054895E+000,-5.0306668E+000, 3.7204358E-001, 0.0000000E+000, 0.0000000E+000, 6.6802374E+001, 6.5297921E+001, 1.9061904E-003, 1.9061904E-003
 3.1942995E+000, 1.0342969E+002,-3.3015616E+001, 2.4584378E+000,-5.1734154E+000, 3.7472076E-001, 0.0000000E+000, 0.0000000E+000, 6.4615460E+001, 6.8073820E+001, 1.9071121E-003, 1.9071121E-003
 3.2432115E+000, 1.0182449E+002,-3.2414012E+001, 9.2842343E-001,-5.2499010E+000, 3.7653627E-001, 0.0000000E+000, 0.0000000E+000, 6.6716404E+001, 6.5465536E+001, 1.9077096E-003, 1.9077096E-003
 3.3410354E+000, 1.0416383E+002,-3.2645729E+001, 1.9179766E+000,-5.3233478E+000, 3.7835802E-001, 0.0000000E+000, 0.0000000E+000, 6.6904067E+001, 6.8491083E+001, 1.9084973E-003, 1.9084973E-003
 3.3899472E+000, 1.0534835E+002,-3.4269913E+001, 1.1456308E+000,-5.3828188E+000, 3.8051907E-001, 0.0000000E+000, 0.0000000E+000, 6.9991199E+001, 6.7221766E+001, 1.9091890E-003, 1.9091890E-003
 3.4388592E+000, 1.0481964E+002,-3.4059242E+001, 2.5765654E+000,-5.4045167E+000, 3.8112883E-001, 0.0000000E+000, 0.0000000E+000, 6.8357234E+001, 6.8313572E+001, 1.9095934E-003, 1.9095934E-003
 3.4877713E+000, 1.0598532E+002,-3.3385578E+001, 1.6059040E+000,-5.4243867E+000, 3.8208008E-001, 0.0000000E+000, 0.0000000E+000, 6.7716655E+001, 6.9163342E+001, 1.9099602E-003, 1.9099602E-003
 3.5855951E+000, 1.0174994E+002,-3.3207932E+001, 1.8802458E+000,-5.4658478E+000, 3.8294471E-001, 0.0000000E+000, 0.0000000E+000, 6.6733190E+001, 6.5339352E+001, 1.9104438E-003, 1.9104438E-003
 3.6345072E+000, 1.0062879E+002,-3.1143692E+001, 1.0373253E+000,-5.5012619E+000, 3.8387545E-001, 0.0000000E+000, 0.0000000E+000, 6.4504240E+001, 6.5405041E+001, 1.9108683E-003, 1.9108683E-003
 3.6834190E+000, 9.6212995E+001,-3.1493605E+001, 1.5904383E+000,-5.5364041E+000, 3.8379887E-001, 0.0000000E+000, 0.0000000E+000, 6.4870074E+001, 6.1157223E+001, 1.9111165E-003, 1.9111165E-003
 3.7323310E+000, 9.6752862E+001,-2.9766274E+001, 2.2811140E+000,-5.5517527E+000, 3.8318781E-001, 0.0000000E+000, 0.0000000E+000, 6.1783690E+001, 6.4099137E+001, 1.9113415E-003, 1.9113415E-003
 3.7812428E+000, 9.7263839E+001,-3.0835467E+001, 1.0089070E+000,-5.5866112E+000, 3.8317646E-001, 0.0000000E+000, 0.0000000E+000, 6.3086435E+001, 6.2233845E+001, 1.9115457E-003, 1.9115457E-003
 3.8790669E+000, 9.6545923E+001,-3.0883736E+001, 2.0333880E+000,-5.6341898E+000, 3.8156799E-001, 0.0000000E+000, 0.0000000E+000, 6.2495921E+001, 6.2442953E+001, 1.9118147E-003, 1.9118147E-003
 3.9279788E+000, 9.8169087E+001,-3.2229317E+001, 1.1665409E+000,-5.6873625E+000, 3.8052811E-001, 0.0000000E+000, 0.0000000E+000, 6.3050274E+001, 6.1799477E+001, 1.9120509E-003, 1.9120509E-003
 3.9768908E+000, 9.7454805E+001,-3.3484296E+001, 2.2088828E+000,-5.7247203E+000, 3.7894276E-001, 0.0000000E+000, 0.0000000E+000, 6.2931431E+001, 6.0833614E+001, 1.9121890E-003, 1.9121890E-003
 4.0258026E+000, 1.0106528E+002,-3.2800404E+001, 1.8937571E+000,-5.7526440E+000, 3.7783802E-001, 0.0000000E+000, 0.0000000E+000, 6.1611480E+001, 6.4783827E+001, 1.9123142E-003, 1.9123142E-003
 4.1334090E+000, 9.8051404E+001,-3.4567208E+001, 1.8739684E+000,-5.8275262E+000, 3.7625223E-001, 0.0000000E+000, 0.0000000E+000, 6.1928533E+001, 5.9906891E+001, 1.9124944E-003, 1.9124944E-003
 4.1872120E+000, 1.0053795E+002,-3.2817780E+001, 1.0409266E+000,-5.8817984E+000, 3.7481834E-001, 0.0000000E+000, 0.0000000E+000, 6.0271917E+001, 6.3254113E+001, 1.9126504E-003, 1.9126504E-003
 4.2410154E+000, 9.5876003E+001,-3.5784072E+001, 1.5462181E+000,-5.9519325E+000, 3.7340666E-001, 0.0000000E+000, 0.0000000E+000, 6.3086820E+001, 5.6059623E+001, 1.9127405E-003, 1.9127405E-003
 4.2948184E+000, 9.7285273E+001,-3.1648893E+001, 2.6566484E+000,-5.9620419E+000, 3.7232148E-001, 0.0000000E+000, 0.0000000E+000, 5.6508568E+001, 6.2703308E+001, 1.9128213E-003, 1.9128213E-003
 4.3486218E+000, 9.8798761E+001,-3.2844710E+001, 6.6944980E-001,-6.0255228E+000, 3.7101717E-001, 0.0000000E+000, 0.0000000E+000, 6.1679072E+001, 6.0968995E+001, 1.9128939E-003, 1.9128939E-003
 4.4024248E+000, 9.9032327E+001,-3.3879209E+001, 2.2171279E+000,-6.0821929E+000, 3.6876909E-001, 0.0000000E+000, 0.0000000E+000, 6.2738026E+001, 6.1656821E+001, 1.9129591E-003, 1.9129591E-003
 4.4562278E+000, 1.0312280E+002,-3.1780187E+001, 1.7734883E+000,-6.1235228E+000, 3.6786436E-001, 0.0000000E+000, 0.0000000E+000, 6.1756487E+001, 6.7360445E+001, 1.9130177E-003, 1.9130177E-003
 4.5100312E+000, 1.0020403E+002,-3.5392292E+001, 1.2419334E+000,-6.2155155E+000, 3.6638637E-001, 0.0000000E+000, 0.0000000E+000, 6.6394180E+001, 6.0204542E+001, 1.9130703E-003, 1.9130703E-003
 4.5638342E+000, 9.8939684E+001,-3.3445522E+001, 3.2148634E+000,-6.2505920E+000, 3.6502836E-001, 0.0000000E+000, 0.0000000E+000, 6.0878525E+001, 6.2823462E+001, 1.9131175E-003, 1.9131175E-003
 4.6714406E+000, 9.8940439E+001,-3.3326303E+001, 1.2489195E+000,-6.3493468E+000, 3.6444118E-001, 0.0000000E+000, 0.0000000E+000, 6.2168676E+001, 6.0878150E+001, 1.9131789E-003, 1.9131789E-003
 4.7252436E+000, 9.8984290E+001,-3.0605328E+001, 2.3657561E+000,-6.4218276E+000, 3.6383993E-001, 0.0000000E+000, 0.0000000E+000, 5.9428885E+001, 6.4686730E+001, 1.9132321E-003, 1.9132321E-003
 4.7790470E+000, 9.7372294E+001,-3.1259561E+001, 3.9445023E-001,-6.4972113E+000, 3.6597484E-001, 0.0000000E+000, 0.0000000E+000, 6.2854831E+001, 6.0375947E+001, 1.9132628E-003, 1.9132628E-003
 4.8328500E+000, 9.6326798E+001,-2.9840987E+001, 2.0893337E+000,-6.5496729E+000, 3.6607723E-001, 0.0000000E+000, 0.0000000E+000, 6.1591874E+001, 6.2391550E+001, 1.9132904E-003, 1.9132904E-003
 4.8866534E+000, 1.0025178E+002,-2.7609041E+001, 1.0512679E+000,-6.6052006E+000, 3.6854122E-001, 0.0000000E+000, 0.0000000E+000, 6.1617847E+001, 6.7457349E+001, 1.9133152E-003, 1.9133152E-003
 4.9404564E+000, 9.9365540E+001,-2.9611369E+001, 5.9813911E-001,-6.6985252E+000, 3.7014500E-001, 0.0000000E+000, 0.0000000E+000, 6.6606348E+001, 6.4023930E+001, 1.9133374E-003, 1.9133374E-003
 4.9942594E+000, 1.0222627E+002,-2.9284222E+001, 2.4577224E+000,-6.7624953E+000, 3.7161391E-001, 0.0000000E+000, 0.0000000E+000, 6.5493164E+001, 6.9008893E+001, 1.9133574E-003, 1.9133574E-003
 5.0480628E+000, 1.0639954E+002,-3.0083219E+001, 9.1850993E-001,-6.8418073E+000, 3.7423806E-001, 0.0000000E+000, 0.0000000E+000, 6.7870158E+001, 7.0767257E+001, 1.9133753E-003, 1.9133753E-003
 5.1018658E+000, 1.0494715E+002,-3.2540675E+001, 1.5049457E+000,-6.9341518E+000, 3.7622751E-001, 0.0000000E+000, 0.0000000E+000, 7.0730603E+001, 6.7353498E+001, 1.9133914E-003, 1.9133914E-003
 5.2094722E+000, 1.0724313E+002,-3.1061708E+001, 1.4740629E+000,-7.0242534E+000, 3.7940992E-001, 0.0000000E+000, 0.0000000E+000, 6.9705535E+001, 7.1010642E+001, 1.9134123E-003, 1.9134123E-003
 5.2632751E+000, 1.0610077E+002,-2.9458862E+001, 2.2009586E+000,-7.1145617E+000, 3.8131372E-001, 0.0000000E+000, 0.0000000E+000, 7.1234795E+001, 7.2109622E+001, 1.9134305E-003, 1.9134305E-003
 5.3170786E+000, 1.0431403E+002,-2.9150222E+001, 1.4500672E+000,-7.1626402E+000, 3.8212731E-001, 0.0000000E+000, 0.0000000E+000, 7.1453312E+001, 6.9833363E+001, 1.9134410E-003, 1.9134410E-003
 5.3708816E+000, 1.0034664E+002,-2.8386206E+001, 2.2798891E+000,-7.2068452E+000, 3.8142503E-001, 0.0000000E+000, 0.0000000E+000, 7.0644345E+001, 6.7414906E+001, 1.9134504E-003, 1.9134504E-003
 5.4246850E+000, 9.8640996E+001,-2.7799657E+001, 2.1220535E+000,-7.2399609E+000, 3.7998417E-001, 0.0000000E+000, 0.0000000E+000, 6.7475237E+001, 6.6103416E+001, 1.9134588E-003, 1.9134588E-003
 5.4784880E+000, 9.5341913E+001,-2.8581796E+001, 1.7020289E+000,-7.2804040E+000, 3.7719087E-001, 0.0000000E+000, 0.0000000E+000, 6.5417147E+001, 6.1558933E+001, 1.9134664E-003, 1.9134664E-003
 5.5322909E+000, 9.3287172E+001,-3.0341086E+001, 2.4085127E+000,-7.3182936E+000, 3.7201585E-001, 0.0000000E+000, 0.0000000E+000, 6.2656618E+001, 5.8408321E+001, 1.9134732E-003, 1.9134732E-003
 5.5860944E+000, 9.6214540E+001,-2.9943142E+001, 1.8116202E+000,-7.3542168E+000, 3.6733673E-001, 0.0000000E+000, 0.0000000E+000, 5.8852637E+001, 6.1096138E+001, 1.9134793E-003, 1.9134793E-003
 5.6937008E+000, 9.2220982E+001,-3.1894228E+001, 1.9843260E+000,-7.4327537E+000, 3.6162684E-001, 0.0000000E+000, 0.0000000E+000, 5.8288020E+001, 5.5239953E+001, 1.9134873E-003, 1.9134873E-003
 5.7475038E+000, 9.1057716E+001,-2.9085030E+001, 1.4270636E+000,-7.4705978E+000, 3.5820130E-001, 0.0000000E+000, 0.0000000E+000, 5.4188138E+001, 5.6287353E+001, 1.9134942E-003, 1.9134942E-003
 5.8013067E+000, 9.0670231E+001,-3.0077461E+001, 1.0499190E+000,-7.5105468E+000, 3.5531309E-001, 0.0000000E+000, 0.0000000E+000, 5.5725939E+001, 5.4487455E+001, 1.9134981E-003, 1.9134981E-003
 5.8551102E+000, 9.3459432E+001,-3.0484866E+001, 1.7923417E+000,-7.5331064E+000, 3.5039223E-001, 0.0000000E+000, 0.0000000E+000, 5.5075601E+001, 5.7584193E+001, 1.9135017E-003, 1.9135017E-003
 5.9089131E+000, 8.9667720E+001,-3.2569029E+001, 1.4656255E+000,-7.5695771E+000, 3.4911819E-001, 0.0000000E+000, 0.0000000E+000, 5.6101004E+001, 5.1343858E+001, 1.9135049E-003, 1.9135049E-003
 5.9627161E+000, 9.6918612E+001,-3.0901377E+001, 2.1025162E+000,-7.5631821E+000, 3.5025855E-001, 0.0000000E+000, 0.0000000E+000, 5.2298212E+001, 6.0906828E+001, 1.9135078E-003, 1.9135078E-003
 6.0165195E+000, 9.6408635E+001,-3.4843058E+001, 9.3037272E-002,-7.6202855E+000, 3.5518604E-001, 0.0000000E+000, 0.0000000E+000, 5.9829563E+001, 5.4393515E+001, 1.9135104E-003, 1.9135104E-003
 6.0703225E+000, 1.0494274E+002,-3.2306114E+001, 1.8728112E+000,-7.6211448E+000, 3.5954544E-001, 0.0000000E+000, 0.0000000E+000, 5.6557669E+001, 6.7247842E+001, 1.9135127E-003, 1.9135127E-003
 6.1241260E+000, 1.0819623E+002,-3.6826930E+001, 2.1739841E-001,-7.6768956E+000, 3.6347699E-001, 0.0000000E+000, 0.0000000E+000, 6.6381548E+001, 6.4273279E+001, 1.9135148E-003, 1.9135148E-003
 6.2317319E+000, 1.1703574E+002,-3.8663282E+001, 1.6904686E+000,-7.7167298E+000, 3.6949608E-001, 0.0000000E+000, 0.0000000E+000, 6.8536137E+001, 7.2715691E+001, 1.9135175E-003, 1.9135175E-003
 6.2855353E+000, 1.1877738E+002,-4.1361739E+001, 1.9920057E+000,-7.7799286E+000, 3.7543855E-001, 0.0000000E+000, 0.0000000E+000, 7.4027684E+001, 7.2003158E+001, 1.9135198E-003, 1.9135198E-003
 6.3393383E+000, 1.2054639E+002,-3.7001815E+001, 1.9654403E+000,-7.7597101E+000, 3.7877179E-001, 0.0000000E+000, 0.0000000E+000, 7.2475799E+001, 7.8129073E+001, 1.9135212E-003, 1.9135212E-003
 6.3874469E+000, 1.1652629E+002,-3.7009733E+001, 1.4839177E+000,-7.7875818E+000, 3.8001362E-001, 0.0000000E+000, 0.0000000E+000, 7.7750694E+001, 7.3592910E+001, 1.9135223E-003, 1.9135223E-003
 6.4355550E+000, 1.1024461E+002,-3.3611136E+001, 2.6057305E+000,-7.7848636E+000, 3.8047004E-001, 0.0000000E+000, 0.0000000E+000, 7.4791674E+001, 7.1834815E+001, 1.9135233E-003, 1.9135233E-003
 6.4836636E+000, 1.0482467E+002,-3.1710657E+001, 2.1198405E+000,-7.7991806E+000, 3.7970363E-001, 0.0000000E+000, 0.0000000E+000, 7.1600861E+001, 6.7814372E+001, 1.9135242E-003, 1.9135242E-003
 6.5732255E+000, 9.8105214E+001,-2.8349537E+001, 1.7808740E+000,-7.8464738E+000, 3.7754972E-001, 0.0000000E+000, 0.0000000E+000, 6.6316718E+001, 6.4067626E+001, 1.9135253E-003, 1.9135253E-003
 6.6146793E+000, 9.2802735E+001,-2.7161624E+001, 1.3217319E+000,-7.9143497E+000, 3.7612596E-001, 0.0000000E+000, 0.0000000E+000, 6.2921668E+001, 5.9424619E+001, 1.9135262E-003, 1.9135262E-003
 6.7017322E+000, 9.2736002E+001,-2.8297080E+001, 1.8351515E+000,-7.9823835E+000, 3.7372663E-001, 0.0000000E+000, 0.0000000E+000, 5.9099805E+001, 5.8665417E+001, 1.9135271E-003, 1.9135271E-003
 6.7473311E+000, 9.3224484E+001,-2.6134323E+001, 6.4393067E-001,-8.0731580E+000, 3.7293547E-001, 0.0000000E+000, 0.0000000E+000, 5.8987753E+001, 6.0033869E+001, 1.9135278E-003, 1.9135278E-003
 6.7929306E+000, 9.3116520E+001,-2.8286528E+001, 1.5921442E+000,-8.1288611E+000, 3.7208767E-001, 0.0000000E+000, 0.0000000E+000, 6.0817273E+001, 5.8665363E+001, 1.9135283E-003, 1.9135283E-003
 6.8841290E+000, 9.7579639E+001,-2.9477148E+001, 1.3808786E+000,-8.2043586E+000, 3.7381964E-001, 0.0000000E+000, 0.0000000E+000, 6.0308593E+001, 6.1652830E+001, 1.9135289E-003, 1.9135289E-003
