Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.342E-01, 6.368E+00, 1.838E+00, 4.365E+00, 7.876E-01, 1.254E+00, 4.409E+01, 0.000E+00, 2.395E+00, 4.171E-01, 1.746E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.166E+01
