Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.238E+00, 6.637E+01, 2.699E+01, 3.927E+01, 2.221E+01, 1.819E+01, 1.770E+01, 0.000E+00, 2.066E+01, 2.265E+01, 7.919E-02, 0.000E+00, 0.000E+00, 2.353E+02
