Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.181E+00, 7.280E+01, 2.608E+01, 3.897E+01, 2.219E+01, 1.669E+01, 1.606E+01, 0.000E+00, 2.507E+01, 2.007E+01, 8.123E-02, 0.000E+00, 0.000E+00, 2.392E+02
